"","from","to","alpha","lo","hi","lo_numerical","hi_numerical","Potential","site","new_from","new_to","region","sig","fill_col","region2"
"1","Eucalyptus diversicolor","Eucalyptus diversicolor",0.156640162436925,-0.0100525602818793,0.323332885155729,0.15143999703907,0.161840327834779,"Potential 1","Frankland","Eucalyptus diversicolor","Eucalyptus diversicolor","WA",NA,NA,"WA"
"2","Eucalyptus guilfoylei","Eucalyptus diversicolor",-0.0979492347706964,-0.199063220015446,0.00316475047405279,-0.100339043103105,-0.0955594264382875,"Potential 1","Frankland","Eucalyptus guilfoylei","Eucalyptus diversicolor","WA",NA,NA,"WA"
"3","Non-euc","Eucalyptus diversicolor",-0.0235898476165596,-0.229590161474859,0.182410466241739,-0.0266426237094328,-0.0205370715236864,"Potential 1","Frankland","Non-euc","Eucalyptus diversicolor","WA",NA,NA,"WA"
"5","Eucalyptus guilfoylei","Eucalyptus guilfoylei",0.119947330812283,-0.0674577991067809,0.307352460731346,0.111079291918216,0.12881536970635,"Potential 1","Frankland","Eucalyptus guilfoylei","Eucalyptus guilfoylei","WA",NA,NA,"WA"
"6","Non-euc","Eucalyptus guilfoylei",0.40297383241281,0.0743091832049848,0.731638481620635,0.394176053752554,0.411771611073066,"Potential 1","Frankland","Non-euc","Eucalyptus guilfoylei","WA",1,"WA","WA"
"9","Non-euc","Non-euc",-0.464256739113868,-1.3117206053254,0.383207127097665,-0.478590377319836,-0.449923100907899,"Potential 1","Frankland","Non-euc","Non-euc","WA",NA,NA,"WA"
"11","Eucalyptus diversicolor","Eucalyptus diversicolor",0.0998027849377766,-0.0920457757675738,0.291651345643127,0.0922830961265223,0.107322473749031,"Potential 1","Collins","Eucalyptus diversicolor","Eucalyptus diversicolor","WA",NA,NA,"WA"
"21","Non-euc","Eucalyptus diversicolor",-0.0632653742795998,-0.168158174391404,0.0416274258322049,-0.0661244674616452,-0.0604062810975544,"Potential 1","Collins","Non-euc","Eucalyptus diversicolor","WA",NA,NA,"WA"
"4","Non-euc","Non-euc",0.392545614529536,0.325033096616562,0.46005813244251,0.380142646320031,0.404948582739041,"Potential 1","Collins","Non-euc","Non-euc","WA",1,"WA","WA"
"12","Eucalyptus guilfoylei","Eucalyptus guilfoylei",0.34995308318733,-0.480665687551852,1.18057185392651,0.336623750636388,0.363282415738271,"Potential 1","Clare","Eucalyptus guilfoylei","Eucalyptus guilfoylei","WA",NA,NA,"WA"
"22","Eucalyptus jacksonii","Eucalyptus guilfoylei",0.816619882874896,-0.109682572747206,1.742922338497,0.796237957941918,0.837001807807873,"Potential 1","Clare","Eucalyptus jacksonii","Eucalyptus guilfoylei","WA",NA,NA,"WA"
"31","Non-euc","Eucalyptus guilfoylei",-0.167745042073585,-0.409330039401773,0.0738399552546021,-0.171640895494761,-0.163849188652409,"Potential 1","Clare","Non-euc","Eucalyptus guilfoylei","WA",NA,NA,"WA"
"51","Eucalyptus jacksonii","Eucalyptus jacksonii",-2.14172337795822,-3.92851690670508,-0.354929849211369,-2.19242279346811,-2.09102396244834,"Potential 1","Clare","Eucalyptus jacksonii","Eucalyptus jacksonii","WA",1,"WA","WA"
"61","Non-euc","Eucalyptus jacksonii",0.015288831709994,-0.30374288578247,0.334320549202458,0.00814293616813201,0.022434727251856,"Potential 1","Clare","Non-euc","Eucalyptus jacksonii","WA",NA,NA,"WA"
"91","Non-euc","Non-euc",0.177980712285154,0.012261170944988,0.34370025362532,0.171983548850865,0.183977875719443,"Potential 1","Clare","Non-euc","Non-euc","WA",1,"WA","WA"
"13","Corymbia calophylla","Corymbia calophylla",0.420555887756893,0.312031789999701,0.529079985514085,0.409489052934364,0.431622722579423,"Potential 1","Sutton","Corymbia calophylla","Corymbia calophylla","WA",1,"WA","WA"
"23","Eucalyptus diversicolor","Corymbia calophylla",-0.0826188748617916,-0.130015449687938,-0.0352223000356448,-0.0851665579966447,-0.0800711917269386,"Potential 1","Sutton","Eucalyptus diversicolor","Corymbia calophylla","WA",1,"WA","WA"
"32","Non-euc","Corymbia calophylla",-0.0154802723927547,-0.0758413603862293,0.04488081560072,-0.0178347274689815,-0.0131258173165279,"Potential 1","Sutton","Non-euc","Corymbia calophylla","WA",NA,NA,"WA"
"52","Eucalyptus diversicolor","Eucalyptus diversicolor",-0.0899183312060527,-0.279236784052658,0.0994001216405532,-0.0994953564063515,-0.0803413060057538,"Potential 1","Sutton","Eucalyptus diversicolor","Eucalyptus diversicolor","WA",NA,NA,"WA"
"62","Non-euc","Eucalyptus diversicolor",-0.123767963704696,-0.228026857608381,-0.0195090698010121,-0.127679172125234,-0.119856755284159,"Potential 1","Sutton","Non-euc","Eucalyptus diversicolor","WA",1,"WA","WA"
"92","Non-euc","Non-euc",0.410348727478631,0.244030309232891,0.576667145724372,0.392072036001684,0.428625418955578,"Potential 1","Sutton","Non-euc","Non-euc","WA",1,"WA","WA"
"14","Corymbia calophylla","Corymbia calophylla",0.503114628727439,0.233841432279255,0.772387825175622,0.489923942527635,0.516305314927242,"Potential 1","Giants","Corymbia calophylla","Corymbia calophylla","WA",1,"WA","WA"
"24","Eucalyptus jacksonii","Corymbia calophylla",-0.0880986265761209,-0.20532306989911,0.0291258167468685,-0.0907726815684951,-0.0854245715837467,"Potential 1","Giants","Eucalyptus jacksonii","Corymbia calophylla","WA",NA,NA,"WA"
"33","Non-euc","Corymbia calophylla",-0.120680499410517,-0.286640301673793,0.04527930285276,-0.123655126450674,-0.117705872370359,"Potential 1","Giants","Non-euc","Corymbia calophylla","WA",NA,NA,"WA"
"53","Eucalyptus jacksonii","Eucalyptus jacksonii",0.344526162793522,0.250683853590045,0.438368471997,0.334714578190334,0.354337747396711,"Potential 1","Giants","Eucalyptus jacksonii","Eucalyptus jacksonii","WA",1,"WA","WA"
"63","Non-euc","Eucalyptus jacksonii",-0.095476052906816,-0.132901700617784,-0.0580504051958483,-0.0974466958995188,-0.0935054099141131,"Potential 1","Giants","Non-euc","Eucalyptus jacksonii","WA",1,"WA","WA"
"93","Non-euc","Non-euc",0.147999399639771,-0.0160109868130879,0.312009786092631,0.139759898964543,0.156238900315,"Potential 1","Giants","Non-euc","Non-euc","WA",NA,NA,"WA"
"15","Eucalyptus diversicolor","Eucalyptus diversicolor",-0.283091583378973,-0.583945814180193,0.017762647422246,-0.295262130475959,-0.270921036281988,"Potential 1","Warren","Eucalyptus diversicolor","Eucalyptus diversicolor","WA",NA,NA,"WA"
"25","Non-euc","Eucalyptus diversicolor",-0.124639251388091,-0.250202699839489,0.00092419706330657,-0.128842689476967,-0.120435813299215,"Potential 1","Warren","Non-euc","Eucalyptus diversicolor","WA",NA,NA,"WA"
"41","Non-euc","Non-euc",0.342180758893954,0.19451661716892,0.489844900618988,0.332535469388475,0.351826048399433,"Potential 1","Warren","Non-euc","Non-euc","WA",1,"WA","WA"
"16","Eucalyptus diversicolor","Eucalyptus diversicolor",0.0376791344118644,-0.172185915392022,0.247544184215751,0.0313267012847752,0.0440315675389536,"Potential 1","Dawson","Eucalyptus diversicolor","Eucalyptus diversicolor","WA",NA,NA,"WA"
"26","Non-euc","Eucalyptus diversicolor",-0.0717492766715589,-0.170705912427459,0.027207359084341,-0.0747923409140603,-0.0687062124290576,"Potential 1","Dawson","Non-euc","Eucalyptus diversicolor","WA",NA,NA,"WA"
"42","Non-euc","Non-euc",0.254099799773425,0.143811495527517,0.364388104019333,0.246509423522172,0.261690176024678,"Potential 1","Dawson","Non-euc","Non-euc","WA",1,"WA","WA"
"17","Corymbia calophylla","Corymbia calophylla",0.268878817055724,-0.215811522038618,0.753569156150065,0.260931121153931,0.276826512957516,"Potential 1","Carey","Corymbia calophylla","Corymbia calophylla","WA",NA,NA,"WA"
"27","Eucalyptus diversicolor","Corymbia calophylla",-0.103695046857347,-0.293446617610489,0.0860565238957945,-0.106197413820982,-0.101192679893712,"Potential 1","Carey","Eucalyptus diversicolor","Corymbia calophylla","WA",NA,NA,"WA"
"34","Non-euc","Corymbia calophylla",-0.100949110519807,-0.324857647155685,0.12295942611607,-0.103809582660573,-0.0980886383790419,"Potential 1","Carey","Non-euc","Corymbia calophylla","WA",NA,NA,"WA"
"54","Eucalyptus diversicolor","Eucalyptus diversicolor",-0.102425399558404,-0.362846337907885,0.157995538791076,-0.107835496442227,-0.097015302674581,"Potential 1","Carey","Eucalyptus diversicolor","Eucalyptus diversicolor","WA",NA,NA,"WA"
"64","Non-euc","Eucalyptus diversicolor",-0.102200843073048,-0.226787450676183,0.0223857645300872,-0.104540364792406,-0.0998613213536892,"Potential 1","Carey","Non-euc","Eucalyptus diversicolor","WA",NA,NA,"WA"
"94","Non-euc","Non-euc",0.210727024661137,0.0122947240694844,0.409159325252789,0.20536204180022,0.216092007522053,"Potential 1","Carey","Non-euc","Non-euc","WA",1,"WA","WA"
"18","Eucalyptus diversicolor","Eucalyptus diversicolor",0.0444856617817816,-0.139649443257354,0.228620766820917,0.0383856541089544,0.0505856694546088,"Potential 1","Dombakup","Eucalyptus diversicolor","Eucalyptus diversicolor","WA",NA,NA,"WA"
"28","Non-euc","Eucalyptus diversicolor",-0.0188654921587171,-0.0827619572932055,0.0450309729757713,-0.0215810805077582,-0.016149903809676,"Potential 1","Dombakup","Non-euc","Eucalyptus diversicolor","WA",NA,NA,"WA"
"43","Non-euc","Non-euc",0.287779708284229,0.181816708026207,0.39374270854225,0.277188375003574,0.298371041564883,"Potential 1","Dombakup","Non-euc","Non-euc","WA",1,"WA","WA"
"19","Eucalyptus obliqua","Eucalyptus obliqua",0.0995567725695017,-0.0541681354051892,0.253281680544193,0.0916626972783523,0.107450847860651,"Potential 1","Bird","Eucalyptus obliqua","Eucalyptus obliqua","S_TAS",NA,NA,"TAS"
"29","Non-euc","Eucalyptus obliqua",0.0722329739567568,-0.0044541994714551,0.148920147384969,0.0678084749569725,0.0766574729565412,"Potential 1","Bird","Non-euc","Eucalyptus obliqua","S_TAS",NA,NA,"TAS"
"44","Non-euc","Non-euc",0.19468479804791,0.0791280728744449,0.310241523221376,0.181341152054246,0.208028444041575,"Potential 1","Bird","Non-euc","Non-euc","S_TAS",1,"S_TAS","TAS"
"110","Eucalyptus obliqua","Eucalyptus obliqua",-0.0724826875652834,-0.247158926763657,0.10219355163309,-0.0825437535327793,-0.0624216215977876,"Potential 1","Flowerdale","Eucalyptus obliqua","Eucalyptus obliqua","N_TAS",NA,NA,"TAS"
"210","Non-euc","Eucalyptus obliqua",-0.0722290580076041,-0.136832024596185,-0.00762609141902335,-0.0759693103783512,-0.0684888056368571,"Potential 1","Flowerdale","Non-euc","Eucalyptus obliqua","N_TAS",1,"N_TAS","TAS"
"45","Non-euc","Non-euc",0.265127209943055,0.157298605842885,0.372955814043225,0.25380175292304,0.276452666963069,"Potential 1","Flowerdale","Non-euc","Non-euc","N_TAS",1,"N_TAS","TAS"
"111","Eucalyptus obliqua","Eucalyptus obliqua",0.0425167565884044,-0.211010341654085,0.296043854830894,0.0371224454291693,0.0479110677476395,"Potential 1","Dip","Eucalyptus obliqua","Eucalyptus obliqua","N_TAS",NA,NA,"TAS"
"211","Non-euc","Eucalyptus obliqua",-0.000127779736507094,-0.0370236187818959,0.0367680593088817,-0.0013792225629655,0.00112366308995131,"Potential 1","Dip","Non-euc","Eucalyptus obliqua","N_TAS",NA,NA,"TAS"
"46","Non-euc","Non-euc",0.46319012799651,0.382468076628435,0.543912179364585,0.44416989268218,0.48221036331084,"Potential 1","Dip","Non-euc","Non-euc","N_TAS",1,"N_TAS","TAS"
"112","Eucalyptus obliqua","Eucalyptus obliqua",-0.0036424114437095,-0.348620433660199,0.34133561077278,-0.0105041565138211,0.00321933362640209,"Potential 1","Weld","Eucalyptus obliqua","Eucalyptus obliqua","S_TAS",NA,NA,"TAS"
"212","Eucalyptus regnans","Eucalyptus obliqua",0.305014032541388,0.0776134008128965,0.532414664269879,0.299204269527897,0.310823795554878,"Potential 1","Weld","Eucalyptus regnans","Eucalyptus obliqua","S_TAS",1,"S_TAS","TAS"
"35","Non-euc","Eucalyptus obliqua",0.00966287991600065,-0.0771280057383014,0.0964537655703027,0.00773459363545554,0.0115911661965458,"Potential 1","Weld","Non-euc","Eucalyptus obliqua","S_TAS",NA,NA,"TAS"
"55","Eucalyptus regnans","Eucalyptus regnans",0.174919733961216,-0.0232367315982588,0.373076199520691,0.168080444671678,0.181759023250754,"Potential 1","Weld","Eucalyptus regnans","Eucalyptus regnans","S_TAS",NA,NA,"TAS"
"65","Non-euc","Eucalyptus regnans",-0.0100829269170943,-0.0629683237972103,0.0428024699630217,-0.0119825763013704,-0.00818327753281819,"Potential 1","Weld","Non-euc","Eucalyptus regnans","S_TAS",NA,NA,"TAS"
"95","Non-euc","Non-euc",0.222289826753285,0.107630692907039,0.336948960599531,0.214484356447764,0.230095297058806,"Potential 1","Weld","Non-euc","Non-euc","S_TAS",1,"S_TAS","TAS"
"113","Eucalyptus obliqua","Eucalyptus obliqua",-0.0649073602099677,-0.201326838564518,0.0715121181445822,-0.0756450731160055,-0.0541696473039298,"Potential 1","ZigZag","Eucalyptus obliqua","Eucalyptus obliqua","S_TAS",NA,NA,"TAS"
"213","Eucalyptus regnans","Eucalyptus obliqua",-0.185418400261096,-0.351740571827716,-0.0190962286944764,-0.191205535536258,-0.179631264985935,"Potential 1","ZigZag","Eucalyptus regnans","Eucalyptus obliqua","S_TAS",1,"S_TAS","TAS"
"36","Non-euc","Eucalyptus obliqua",-0.0280703909528903,-0.0845324613915313,0.0283916794857507,-0.032692202829688,-0.0234485790760925,"Potential 1","ZigZag","Non-euc","Eucalyptus obliqua","S_TAS",NA,NA,"TAS"
"56","Eucalyptus regnans","Eucalyptus regnans",0.358899224727361,0.00557224429996733,0.712226205154755,0.345992632765581,0.371805816689141,"Potential 1","ZigZag","Eucalyptus regnans","Eucalyptus regnans","S_TAS",1,"S_TAS","TAS"
"66","Non-euc","Eucalyptus regnans",0.0646709453919543,-0.0208694243311361,0.150211315115045,0.0617627905781883,0.0675791002057203,"Potential 1","ZigZag","Non-euc","Eucalyptus regnans","S_TAS",NA,NA,"TAS"
"96","Non-euc","Non-euc",0.0192141750100755,-0.105019965493522,0.143448315513673,-0.00755679089811293,0.0459851409182639,"Potential 1","ZigZag","Non-euc","Non-euc","S_TAS",NA,NA,"TAS"
"114","Eucalyptus delegatensis","Eucalyptus delegatensis",0.512326563389308,0.381991827938755,0.642661298839862,0.500795013149839,0.523858113628778,"Potential 1","NorthStyx","Eucalyptus delegatensis","Eucalyptus delegatensis","S_TAS",1,"S_TAS","TAS"
"214","Eucalyptus regnans","Eucalyptus delegatensis",-0.0187548556904273,-0.0577853039296638,0.0202755925488093,-0.0209988042710453,-0.0165109071098093,"Potential 1","NorthStyx","Eucalyptus regnans","Eucalyptus delegatensis","S_TAS",NA,NA,"TAS"
"37","Non-euc","Eucalyptus delegatensis",0.0543153183395971,0.00510666055026096,0.103523976128933,0.0505394056528677,0.0580912310263265,"Potential 1","NorthStyx","Non-euc","Eucalyptus delegatensis","S_TAS",1,"S_TAS","TAS"
"57","Eucalyptus regnans","Eucalyptus regnans",0.261768356986684,0.165662277915801,0.357874436057567,0.25324627815359,0.270290435819778,"Potential 1","NorthStyx","Eucalyptus regnans","Eucalyptus regnans","S_TAS",1,"S_TAS","TAS"
"67","Non-euc","Eucalyptus regnans",0.017004984725999,-0.0251416197916914,0.0591515892436895,0.0138945185697226,0.0201154508822754,"Potential 1","NorthStyx","Non-euc","Eucalyptus regnans","S_TAS",NA,NA,"TAS"
"97","Non-euc","Non-euc",0.348792835172616,0.235305835279441,0.462279835065791,0.338113009511165,0.359472660834067,"Potential 1","NorthStyx","Non-euc","Non-euc","S_TAS",1,"S_TAS","TAS"
"115","Eucalyptus cypellocarpa","Eucalyptus cypellocarpa",0.0782957386100611,-0.104632359142763,0.261223836362885,0.0725360777787147,0.0840553994414074,"Potential 1","Newline","Eucalyptus cypellocarpa","Eucalyptus cypellocarpa","SE_NSW",NA,NA,"SE_AUS"
"215","Eucalyptus fastigata","Eucalyptus cypellocarpa",-0.000355837881188221,-0.0903602577875876,0.0896485820252111,-0.0031123379678475,0.00240066220547106,"Potential 1","Newline","Eucalyptus fastigata","Eucalyptus cypellocarpa","SE_NSW",NA,NA,"SE_AUS"
"38","Eucalyptus obliqua","Eucalyptus cypellocarpa",0.0938548158021987,-0.0177036485802563,0.205413280184654,0.0906457443926506,0.0970638872117469,"Potential 1","Newline","Eucalyptus obliqua","Eucalyptus cypellocarpa","SE_NSW",NA,NA,"SE_AUS"
"47","Eucalyptus radiata","Eucalyptus cypellocarpa",-0.235319369363774,-0.444422127529944,-0.0262166111976044,-0.239599135189362,-0.231039603538186,"Potential 1","Newline","Eucalyptus radiata","Eucalyptus cypellocarpa","SE_NSW",1,"SE_NSW","SE_AUS"
"68","Eucalyptus fastigata","Eucalyptus fastigata",0.12846228644113,-0.00198645563368283,0.258911028515944,0.121470987859709,0.135453585022552,"Potential 1","Newline","Eucalyptus fastigata","Eucalyptus fastigata","SE_NSW",NA,NA,"SE_AUS"
"7","Eucalyptus obliqua","Eucalyptus fastigata",-0.0925027382674008,-0.157749951174864,-0.0272555253599378,-0.0946693340580707,-0.0903361424767309,"Potential 1","Newline","Eucalyptus obliqua","Eucalyptus fastigata","SE_NSW",1,"SE_NSW","SE_AUS"
"8","Eucalyptus radiata","Eucalyptus fastigata",-0.0452771705276983,-0.183760676432923,0.0932063353775263,-0.0483709355952896,-0.042183405460107,"Potential 1","Newline","Eucalyptus radiata","Eucalyptus fastigata","SE_NSW",NA,NA,"SE_AUS"
"116","Eucalyptus obliqua","Eucalyptus obliqua",0.274673511629873,0.111630059352434,0.437716963907311,0.26752663282277,0.281820390436975,"Potential 1","Newline","Eucalyptus obliqua","Eucalyptus obliqua","SE_NSW",1,"SE_NSW","SE_AUS"
"121","Eucalyptus radiata","Eucalyptus obliqua",0.144448526784664,-0.00953697480655966,0.298434028375887,0.140239618528059,0.148657435041269,"Potential 1","Newline","Eucalyptus radiata","Eucalyptus obliqua","SE_NSW",NA,NA,"SE_AUS"
"161","Eucalyptus radiata","Eucalyptus radiata",0.264776949671236,-0.0709334909318737,0.600487390274346,0.254395092352242,0.27515880699023,"Potential 1","Newline","Eucalyptus radiata","Eucalyptus radiata","SE_NSW",NA,NA,"SE_AUS"
"117","Eucalyptus cypellocarpa","Eucalyptus cypellocarpa",0.0550355009292502,-0.236949580779327,0.347020582637827,0.0491000618337842,0.0609709400247162,"Potential 1","WaratahMix","Eucalyptus cypellocarpa","Eucalyptus cypellocarpa","SE_NSW",NA,NA,"SE_AUS"
"216","Eucalyptus fastigata","Eucalyptus cypellocarpa",-0.146384495063397,-0.26270015604615,-0.0300688340806436,-0.148483395624677,-0.144285594502116,"Potential 1","WaratahMix","Eucalyptus fastigata","Eucalyptus cypellocarpa","SE_NSW",1,"SE_NSW","SE_AUS"
