"","iter","types","value","split","site"
"232",16,"Non-euc",0.527929452749399,"train","Clare"
"233",17,"Eucalyptus jacksonii",0.583686379825368,"train","Clare"
"234",17,"Non-euc",0.507847712590144,"train","Clare"
"235",18,"Eucalyptus jacksonii",0.564675723805147,"train","Clare"
"236",18,"Non-euc",0.535989614633413,"train","Clare"
"237",19,"Eucalyptus jacksonii",0.504355037913603,"train","Clare"
"238",19,"Non-euc",0.478277353140024,"train","Clare"
"239",20,"Eucalyptus jacksonii",0.516558478860294,"train","Clare"
"240",20,"Non-euc",0.558540931114784,"train","Clare"
"241",1,"Eucalyptus jacksonii",0.656707763671875,"test","Clare"
"242",1,"Non-euc",0.5673095703125,"test","Clare"
"243",2,"Eucalyptus jacksonii",0.576226806640625,"test","Clare"
"244",2,"Non-euc",0.52340087890625,"test","Clare"
"245",3,"Eucalyptus jacksonii",0.694427490234375,"test","Clare"
"246",3,"Non-euc",0.5534912109375,"test","Clare"
"247",4,"Eucalyptus jacksonii",0.695404052734375,"test","Clare"
"248",4,"Non-euc",0.564947509765625,"test","Clare"
"249",5,"Eucalyptus jacksonii",0.630157470703125,"test","Clare"
"250",5,"Non-euc",0.6763916015625,"test","Clare"
"251",6,"Eucalyptus jacksonii",0.727093505859375,"test","Clare"
"252",6,"Non-euc",0.524578857421875,"test","Clare"
"253",7,"Eucalyptus jacksonii",0.739202880859375,"test","Clare"
"254",7,"Non-euc",0.67464599609375,"test","Clare"
"255",8,"Eucalyptus jacksonii",0.66834716796875,"test","Clare"
"256",8,"Non-euc",0.4552001953125,"test","Clare"
"257",9,"Eucalyptus jacksonii",0.687335205078125,"test","Clare"
"258",9,"Non-euc",0.4911865234375,"test","Clare"
"259",10,"Eucalyptus jacksonii",0.6610107421875,"test","Clare"
"260",10,"Non-euc",0.5412841796875,"test","Clare"
"261",11,"Eucalyptus jacksonii",0.652178955078125,"test","Clare"
"262",11,"Non-euc",0.513543701171875,"test","Clare"
"263",12,"Eucalyptus jacksonii",0.76488037109375,"test","Clare"
"264",12,"Non-euc",0.589111328125,"test","Clare"
"265",13,"Eucalyptus jacksonii",0.71220703125,"test","Clare"
"266",13,"Non-euc",0.59644775390625,"test","Clare"
"267",14,"Eucalyptus jacksonii",0.611810302734375,"test","Clare"
"268",14,"Non-euc",0.59027099609375,"test","Clare"
"269",15,"Eucalyptus jacksonii",0.742205810546875,"test","Clare"
"270",15,"Non-euc",0.7725830078125,"test","Clare"
"271",16,"Eucalyptus jacksonii",0.66934814453125,"test","Clare"
"272",16,"Non-euc",0.646185302734375,"test","Clare"
"273",17,"Eucalyptus jacksonii",0.714825439453125,"test","Clare"
"274",17,"Non-euc",0.68011474609375,"test","Clare"
"275",18,"Eucalyptus jacksonii",0.672784423828125,"test","Clare"
"276",18,"Non-euc",0.5265625,"test","Clare"
"277",19,"Eucalyptus jacksonii",0.591107177734375,"test","Clare"
"278",19,"Non-euc",0.663909912109375,"test","Clare"
"279",20,"Eucalyptus jacksonii",0.659259033203125,"test","Clare"
"280",20,"Non-euc",0.5869140625,"test","Clare"
"281",1,"Corymbia calophylla",0.728865189985795,"train","Sutton"
"282",1,"Eucalyptus diversicolor",0.548426164899554,"train","Sutton"
"283",1,"Non-euc",0.779971852022059,"train","Sutton"
"284",2,"Corymbia calophylla",0.700193462949811,"train","Sutton"
"285",2,"Eucalyptus diversicolor",0.551848929268973,"train","Sutton"
"286",2,"Non-euc",0.793923770680147,"train","Sutton"
"287",3,"Corymbia calophylla",0.71490478515625,"train","Sutton"
"288",3,"Eucalyptus diversicolor",0.549673897879464,"train","Sutton"
"289",3,"Non-euc",0.791159237132353,"train","Sutton"
"290",4,"Corymbia calophylla",0.686971953420928,"train","Sutton"
"291",4,"Eucalyptus diversicolor",0.544692121233259,"train","Sutton"
"292",4,"Non-euc",0.696371639476103,"train","Sutton"
"293",5,"Corymbia calophylla",0.704852479876894,"train","Sutton"
"294",5,"Eucalyptus diversicolor",0.552095685686384,"train","Sutton"
"295",5,"Non-euc",0.761456657858456,"train","Sutton"
"296",6,"Corymbia calophylla",0.723365552497633,"train","Sutton"
"297",6,"Eucalyptus diversicolor",0.542518833705357,"train","Sutton"
"298",6,"Non-euc",0.772141400505515,"train","Sutton"
"299",7,"Corymbia calophylla",0.707487164121686,"train","Sutton"
"300",7,"Eucalyptus diversicolor",0.552261788504464,"train","Sutton"
"301",7,"Non-euc",0.761636173023897,"train","Sutton"
"302",8,"Corymbia calophylla",0.723854758522727,"train","Sutton"
"303",8,"Eucalyptus diversicolor",0.549273681640625,"train","Sutton"
"304",8,"Non-euc",0.781662884880515,"train","Sutton"
"305",9,"Corymbia calophylla",0.705110492128314,"train","Sutton"
