"","from","to","alpha","lo","hi","lo_numerical","hi_numerical","Potential","site","range_ci","species_from","species_to","class_from","class_to","sig","region","region2"
"96","Non-euc Suppressed","Eucalyptus obliqua Suppressed",0.0164283643634577,-0.0316408020377677,0.0644975307646831,0.0142861940569934,0.0185705346699221,"Potential 1","ZigZag",0.0961383328024508,"Non-euc","Eucalyptus obliqua","Suppressed","Suppressed",NA,"S_TAS","TAS"
"97","Non-euc Suppressed","Non-euc Suppressed",0.0246264985235543,-0.0999222528379145,0.149175249885023,-0.00497433873555958,0.0542273357826682,"Potential 1","ZigZag",0.249097502722938,"Non-euc","Non-euc","Suppressed","Suppressed",NA,"S_TAS","TAS"
"98","Eucalyptus delegatensis Co/dominant","Eucalyptus delegatensis Co/dominant",-0.891655486410273,-2.84975561352798,1.06644464070744,-0.93422288539515,-0.849088087425395,"Potential 1","NorthStyx",3.91620025423542,"Eucalyptus delegatensis","Eucalyptus delegatensis","Co/dominant","Co/dominant",NA,"S_TAS","TAS"
"99","Eucalyptus delegatensis Intermediate","Eucalyptus delegatensis Co/dominant",1.03230279849794,-0.198173656587727,2.26277925358361,1.00131081679888,1.063294780197,"Potential 1","NorthStyx",2.46095291017134,"Eucalyptus delegatensis","Eucalyptus delegatensis","Intermediate","Co/dominant",NA,"S_TAS","TAS"
"100","Eucalyptus delegatensis Suppressed","Eucalyptus delegatensis Co/dominant",0.0362475160724578,-0.5841340670362,0.656629099181115,0.0145014334703725,0.0579935986745432,"Potential 1","NorthStyx",1.24076316621731,"Eucalyptus delegatensis","Eucalyptus delegatensis","Suppressed","Co/dominant",NA,"S_TAS","TAS"
"101","Eucalyptus regnans Co/dominant","Eucalyptus delegatensis Co/dominant",0.123232421476904,-0.202311619752557,0.448776462706365,0.11555569439,0.130909148563809,"Potential 1","NorthStyx",0.651088082458922,"Eucalyptus regnans","Eucalyptus delegatensis","Co/dominant","Co/dominant",NA,"S_TAS","TAS"
"102","Eucalyptus regnans Intermediate","Eucalyptus delegatensis Co/dominant",0.210618502623455,-0.802501988764702,1.22373899401161,0.193256675763297,0.227980329483613,"Potential 1","NorthStyx",2.02624098277631,"Eucalyptus regnans","Eucalyptus delegatensis","Intermediate","Co/dominant",NA,"S_TAS","TAS"
"103","Eucalyptus regnans Suppressed","Eucalyptus delegatensis Co/dominant",0.158669595885324,-0.219912283811897,0.537251475582545,0.149304763093372,0.168034428677277,"Potential 1","NorthStyx",0.757163759394442,"Eucalyptus regnans","Eucalyptus delegatensis","Suppressed","Co/dominant",NA,"S_TAS","TAS"
"104","Non-euc Suppressed","Eucalyptus delegatensis Co/dominant",0.0558816221746835,-0.287041055163313,0.39880429951268,0.0441130149191845,0.0676502294301825,"Potential 1","NorthStyx",0.685845354675993,"Non-euc","Eucalyptus delegatensis","Suppressed","Co/dominant",NA,"S_TAS","TAS"
"105","Eucalyptus delegatensis Intermediate","Eucalyptus delegatensis Intermediate",-0.521341420441573,-1.3500810721345,0.307398231251357,-0.549795605292071,-0.492887235591074,"Potential 1","NorthStyx",1.65747930338586,"Eucalyptus delegatensis","Eucalyptus delegatensis","Intermediate","Intermediate",NA,"S_TAS","TAS"
"106","Eucalyptus delegatensis Suppressed","Eucalyptus delegatensis Intermediate",0.406751221931518,-0.0615145066550842,0.87501695051812,0.383550270154569,0.429952173708466,"Potential 1","NorthStyx",0.936531457173204,"Eucalyptus delegatensis","Eucalyptus delegatensis","Suppressed","Intermediate",NA,"S_TAS","TAS"
"107","Eucalyptus regnans Co/dominant","Eucalyptus delegatensis Intermediate",-0.0355344832102841,-0.291427463547399,0.22035849712683,-0.0411459085017613,-0.029923057918807,"Potential 1","NorthStyx",0.511785960674229,"Eucalyptus regnans","Eucalyptus delegatensis","Co/dominant","Intermediate",NA,"S_TAS","TAS"
"108","Eucalyptus regnans Intermediate","Eucalyptus delegatensis Intermediate",0.18444828613711,-0.493599934845628,0.862496507119848,0.167682870131098,0.201213702143122,"Potential 1","NorthStyx",1.35609644196548,"Eucalyptus regnans","Eucalyptus delegatensis","Intermediate","Intermediate",NA,"S_TAS","TAS"
"109","Eucalyptus regnans Suppressed","Eucalyptus delegatensis Intermediate",-0.357690487618164,-0.669009565503027,-0.0463714097333008,-0.36713502233413,-0.348245952902198,"Potential 1","NorthStyx",0.622638155769726,"Eucalyptus regnans","Eucalyptus delegatensis","Suppressed","Intermediate",1,"S_TAS","TAS"
"110","Non-euc Suppressed","Eucalyptus delegatensis Intermediate",-0.0453857140773467,-0.261009537494458,0.170238109339765,-0.055666303435683,-0.0351051247190103,"Potential 1","NorthStyx",0.431247646834223,"Non-euc","Eucalyptus delegatensis","Suppressed","Intermediate",NA,"S_TAS","TAS"
"111","Eucalyptus delegatensis Suppressed","Eucalyptus delegatensis Suppressed",0.190442788841207,-0.137335797102473,0.518221374784887,0.171507854810234,0.209377722872179,"Potential 1","NorthStyx",0.65555717188736,"Eucalyptus delegatensis","Eucalyptus delegatensis","Suppressed","Suppressed",NA,"S_TAS","TAS"
"112","Eucalyptus regnans Co/dominant","Eucalyptus delegatensis Suppressed",0.0425587029889233,-0.100033832292251,0.185151238270097,0.0384337176408973,0.0466836883369494,"Potential 1","NorthStyx",0.285185070562348,"Eucalyptus regnans","Eucalyptus delegatensis","Co/dominant","Suppressed",NA,"S_TAS","TAS"
"113","Eucalyptus regnans Intermediate","Eucalyptus delegatensis Suppressed",-0.0157190231096891,-0.414232349149684,0.382794302930306,-0.0274804460359616,-0.00395760018341666,"Potential 1","NorthStyx",0.797026652079989,"Eucalyptus regnans","Eucalyptus delegatensis","Intermediate","Suppressed",NA,"S_TAS","TAS"
"114","Eucalyptus regnans Suppressed","Eucalyptus delegatensis Suppressed",0.0243385002197515,-0.153257305607675,0.201934306047178,0.018297500175815,0.0303795002636881,"Potential 1","NorthStyx",0.355191611654854,"Eucalyptus regnans","Eucalyptus delegatensis","Suppressed","Suppressed",NA,"S_TAS","TAS"
"115","Non-euc Suppressed","Eucalyptus delegatensis Suppressed",0.147929785229941,-0.00238150133469073,0.298241071794572,0.140464656009787,0.155394914450095,"Potential 1","NorthStyx",0.300622573129263,"Non-euc","Eucalyptus delegatensis","Suppressed","Suppressed",NA,"S_TAS","TAS"
"116","Eucalyptus regnans Co/dominant","Eucalyptus regnans Co/dominant",-0.0324362885470727,-0.230314510740791,0.165441933646645,-0.039427763091228,-0.0254448140029175,"Potential 1","NorthStyx",0.395756444387436,"Eucalyptus regnans","Eucalyptus regnans","Co/dominant","Co/dominant",NA,"S_TAS","TAS"
"117","Eucalyptus regnans Intermediate","Eucalyptus regnans Co/dominant",0.048593516885024,-0.166088567577294,0.263275601347342,0.0439998060297128,0.0531872277403351,"Potential 1","NorthStyx",0.429364168924636,"Eucalyptus regnans","Eucalyptus regnans","Intermediate","Co/dominant",NA,"S_TAS","TAS"
"118","Eucalyptus regnans Suppressed","Eucalyptus regnans Co/dominant",0.0415215281893577,-0.0633163942726937,0.146359450651409,0.0385863493524302,0.0444567070262852,"Potential 1","NorthStyx",0.209675844924103,"Eucalyptus regnans","Eucalyptus regnans","Suppressed","Co/dominant",NA,"S_TAS","TAS"
"119","Non-euc Suppressed","Eucalyptus regnans Co/dominant",-0.0934676715261781,-0.174416843665556,-0.0125184993868,-0.096578720876255,-0.0903566221761013,"Potential 1","NorthStyx",0.161898344278756,"Non-euc","Eucalyptus regnans","Suppressed","Co/dominant",1,"S_TAS","TAS"
"120","Eucalyptus regnans Intermediate","Eucalyptus regnans Intermediate",-0.540058198363809,-1.81593044180233,0.73581404507471,-0.55648635274678,-0.523630043980837,"Potential 1","NorthStyx",2.55174448687704,"Eucalyptus regnans","Eucalyptus regnans","Intermediate","Intermediate",NA,"S_TAS","TAS"
"121","Eucalyptus regnans Suppressed","Eucalyptus regnans Intermediate",0.3593598053765,-0.0481060722828012,0.766825683035802,0.351839805874572,0.366879804878428,"Potential 1","NorthStyx",0.814931755318603,"Eucalyptus regnans","Eucalyptus regnans","Suppressed","Intermediate",NA,"S_TAS","TAS"
"122","Non-euc Suppressed","Eucalyptus regnans Intermediate",-0.0811633179541296,-0.279954772426467,0.117628136518208,-0.0873357247059856,-0.0749909112022736,"Potential 1","NorthStyx",0.397582908944675,"Non-euc","Eucalyptus regnans","Suppressed","Intermediate",NA,"S_TAS","TAS"
"123","Eucalyptus regnans Suppressed","Eucalyptus regnans Suppressed",0.199544845243191,0.0141022804579523,0.38498741002843,0.191567949664162,0.20752174082222,"Potential 1","NorthStyx",0.370885129570478,"Eucalyptus regnans","Eucalyptus regnans","Suppressed","Suppressed",1,"S_TAS","TAS"
"124","Non-euc Suppressed","Eucalyptus regnans Suppressed",0.0945631558622589,0.00229692048785246,0.186829391236665,0.0902452237924923,0.0988810879320255,"Potential 1","NorthStyx",0.184532470748813,"Non-euc","Eucalyptus regnans","Suppressed","Suppressed",1,"S_TAS","TAS"
"125","Non-euc Suppressed","Non-euc Suppressed",0.278252949243099,0.141927283558151,0.414578614928048,0.267480893713815,0.289025004772383,"Potential 1","NorthStyx",0.272651331369897,"Non-euc","Non-euc","Suppressed","Suppressed",1,"S_TAS","TAS"
"126","Eucalyptus cypellocarpa Co/dominant","Eucalyptus cypellocarpa Co/dominant",-1.10583757278896,-2.16157448304497,-0.0501006625329499,-1.12427335662401,-1.08740178895391,"Potential 1","Newline",2.11147382051202,"Eucalyptus cypellocarpa","Eucalyptus cypellocarpa","Co/dominant","Co/dominant",1,"SE_NSW","SE_AUS"
"127","Eucalyptus cypellocarpa Intermediate","Eucalyptus cypellocarpa Co/dominant",1.16110491138009,0.076909216799852,2.24530060596032,1.14248969688715,1.17972012587302,"Potential 1","Newline",2.16839138916047,"Eucalyptus cypellocarpa","Eucalyptus cypellocarpa","Intermediate","Co/dominant",1,"SE_NSW","SE_AUS"
"128","Eucalyptus cypellocarpa Suppressed","Eucalyptus cypellocarpa Co/dominant",-0.540776000471927,-1.12517638011807,0.0436243791742209,-0.552025501957488,-0.529526498986365,"Potential 1","Newline",1.1688007592923,"Eucalyptus cypellocarpa","Eucalyptus cypellocarpa","Suppressed","Co/dominant",NA,"SE_NSW","SE_AUS"
"129","Eucalyptus fastigata Co/dominant","Eucalyptus cypellocarpa Co/dominant",-0.00139733454068492,-0.445134900619598,0.442340231538228,-0.00924666011550019,0.00645199103413035,"Potential 1","Newline",0.887475132157826,"Eucalyptus fastigata","Eucalyptus cypellocarpa","Co/dominant","Co/dominant",NA,"SE_NSW","SE_AUS"
"130","Eucalyptus fastigata Intermediate","Eucalyptus cypellocarpa Co/dominant",0.245544329627578,-0.365584563781829,0.856673223036986,0.228994621970347,0.262094037284809,"Potential 1","Newline",1.22225778681882,"Eucalyptus fastigata","Eucalyptus cypellocarpa","Intermediate","Co/dominant",NA,"SE_NSW","SE_AUS"
"131","Eucalyptus fastigata Suppressed","Eucalyptus cypellocarpa Co/dominant",0.495324780093553,0.0310667911970993,0.959582768990007,0.486012747972201,0.504636812214905,"Potential 1","Newline",0.928515977792908,"Eucalyptus fastigata","Eucalyptus cypellocarpa","Suppressed","Co/dominant",1,"SE_NSW","SE_AUS"
"132","Eucalyptus obliqua Co/dominant","Eucalyptus cypellocarpa Co/dominant",0.431884641619435,-0.660998482659865,1.52476776589873,0.414692505508288,0.449076777730581,"Potential 1","Newline",2.1857662485586,"Eucalyptus obliqua","Eucalyptus cypellocarpa","Co/dominant","Co/dominant",NA,"SE_NSW","SE_AUS"
"133","Eucalyptus obliqua Suppressed","Eucalyptus cypellocarpa Co/dominant",0.467533448433958,-0.0127953208442853,0.947862217712202,0.458516483229273,0.476550413638643,"Potential 1","Newline",0.960657538556487,"Eucalyptus obliqua","Eucalyptus cypellocarpa","Suppressed","Co/dominant",NA,"SE_NSW","SE_AUS"
"134","Eucalyptus radiata Suppressed","Eucalyptus cypellocarpa Co/dominant",-0.481542097395207,-1.09043281676018,0.127348621969769,-0.492484068302027,-0.470600126488387,"Potential 1","Newline",1.21778143872995,"Eucalyptus radiata","Eucalyptus cypellocarpa","Suppressed","Co/dominant",NA,"SE_NSW","SE_AUS"
"135","Eucalyptus cypellocarpa Intermediate","Eucalyptus cypellocarpa Intermediate",-0.951403657707858,-2.0923951207263,0.189587805310583,-0.972092581344438,-0.930714734071278,"Potential 1","Newline",2.28198292603688,"Eucalyptus cypellocarpa","Eucalyptus cypellocarpa","Intermediate","Intermediate",NA,"SE_NSW","SE_AUS"
"136","Eucalyptus cypellocarpa Suppressed","Eucalyptus cypellocarpa Intermediate",0.758421859556301,-0.00853616065032159,1.52537987976292,0.744938821034564,0.771904898078038,"Potential 1","Newline",1.53391604041324,"Eucalyptus cypellocarpa","Eucalyptus cypellocarpa","Suppressed","Intermediate",NA,"SE_NSW","SE_AUS"
"137","Eucalyptus fastigata Co/dominant","Eucalyptus cypellocarpa Intermediate",-0.491637791033265,-1.06177921130007,0.0785036292335372,-0.499876896328648,-0.483398685737883,"Potential 1","Newline",1.14028284053361,"Eucalyptus fastigata","Eucalyptus cypellocarpa","Co/dominant","Intermediate",NA,"SE_NSW","SE_AUS"
"138","Eucalyptus fastigata Intermediate","Eucalyptus cypellocarpa Intermediate",-0.204165004355586,-1.22265868006327,0.814328671352101,-0.218720680873877,-0.189609327837295,"Potential 1","Newline",2.03698735141537,"Eucalyptus fastigata","Eucalyptus cypellocarpa","Intermediate","Intermediate",NA,"SE_NSW","SE_AUS"
"139","Eucalyptus fastigata Suppressed","Eucalyptus cypellocarpa Intermediate",-0.416945379657092,-0.907287795237136,0.0733970359229532,-0.426279937677516,-0.407610821636667,"Potential 1","Newline",0.98068483116009,"Eucalyptus fastigata","Eucalyptus cypellocarpa","Suppressed","Intermediate",NA,"SE_NSW","SE_AUS"
"140","Eucalyptus obliqua Co/dominant","Eucalyptus cypellocarpa Intermediate",-1.16040664178444,-2.40903361848739,0.0882203349185038,-1.17887185230297,-1.14194143126591,"Potential 1","Newline",2.49725395340589,"Eucalyptus obliqua","Eucalyptus cypellocarpa","Co/dominant","Intermediate",NA,"SE_NSW","SE_AUS"
"141","Eucalyptus obliqua Suppressed","Eucalyptus cypellocarpa Intermediate",-0.33082103165864,-0.76146582651591,0.0998237631986305,-0.339504532260788,-0.322137531056491,"Potential 1","Newline",0.86128958971454,"Eucalyptus obliqua","Eucalyptus cypellocarpa","Suppressed","Intermediate",NA,"SE_NSW","SE_AUS"
"142","Eucalyptus radiata Suppressed","Eucalyptus cypellocarpa Intermediate",0.624221015446889,-0.177184937482614,1.42562696837639,0.611010753882379,0.6374312770114,"Potential 1","Newline",1.60281190585901,"Eucalyptus radiata","Eucalyptus cypellocarpa","Suppressed","Intermediate",NA,"SE_NSW","SE_AUS"
"143","Eucalyptus cypellocarpa Suppressed","Eucalyptus cypellocarpa Suppressed",-0.17854966449604,-0.680088208681037,0.322988879688957,-0.189133116137586,-0.167966212854494,"Potential 1","Newline",1.00307708836999,"Eucalyptus cypellocarpa","Eucalyptus cypellocarpa","Suppressed","Suppressed",NA,"SE_NSW","SE_AUS"
"144","Eucalyptus fastigata Co/dominant","Eucalyptus cypellocarpa Suppressed",0.341251003644725,-0.0606019577417969,0.743103965031246,0.333823713894163,0.348678293395287,"Potential 1","Newline",0.803705922773043,"Eucalyptus fastigata","Eucalyptus cypellocarpa","Co/dominant","Suppressed",NA,"SE_NSW","SE_AUS"
"145","Eucalyptus fastigata Intermediate","Eucalyptus cypellocarpa Suppressed",0.258002825542817,-0.464279721760625,0.980285372846259,0.247426493632936,0.268579157452698,"Potential 1","Newline",1.44456509460688,"Eucalyptus fastigata","Eucalyptus cypellocarpa","Intermediate","Suppressed",NA,"SE_NSW","SE_AUS"
"146","Eucalyptus fastigata Suppressed","Eucalyptus cypellocarpa Suppressed",0.230815554470294,-0.0401404739428154,0.501771582883402,0.223500767753903,0.238130341186684,"Potential 1","Newline",0.541912056826218,"Eucalyptus fastigata","Eucalyptus cypellocarpa","Suppressed","Suppressed",NA,"SE_NSW","SE_AUS"
"147","Eucalyptus obliqua Co/dominant","Eucalyptus cypellocarpa Suppressed",0.948653767327157,0.0539649793391849,1.84334255531513,0.930126425902229,0.967181108752086,"Potential 1","Newline",1.78937757597594,"Eucalyptus obliqua","Eucalyptus cypellocarpa","Co/dominant","Suppressed",1,"SE_NSW","SE_AUS"
"148","Eucalyptus obliqua Suppressed","Eucalyptus cypellocarpa Suppressed",0.241198063636855,-0.0677136858008479,0.550109813074557,0.23406288664909,0.24833324062462,"Potential 1","Newline",0.617823498875405,"Eucalyptus obliqua","Eucalyptus cypellocarpa","Suppressed","Suppressed",NA,"SE_NSW","SE_AUS"
"149","Eucalyptus radiata Suppressed","Eucalyptus cypellocarpa Suppressed",-1.16376397105037,-2.02975427682595,-0.297773665274798,-1.17954610990326,-1.14798183219749,"Potential 1","Newline",1.73198061155115,"Eucalyptus radiata","Eucalyptus cypellocarpa","Suppressed","Suppressed",1,"SE_NSW","SE_AUS"
"150","Eucalyptus fastigata Co/dominant","Eucalyptus fastigata Co/dominant",-0.455450057706104,-0.928455098173996,0.0175549827617885,-0.467516938131566,-0.443383177280642,"Potential 1","Newline",0.946010080935785,"Eucalyptus fastigata","Eucalyptus fastigata","Co/dominant","Co/dominant",NA,"SE_NSW","SE_AUS"
"151","Eucalyptus fastigata Intermediate","Eucalyptus fastigata Co/dominant",0.121902228529237,-0.38581317033501,0.629617627393484,0.115432538305245,0.128371918753229,"Potential 1","Newline",1.01543079772849,"Eucalyptus fastigata","Eucalyptus fastigata","Intermediate","Co/dominant",NA,"SE_NSW","SE_AUS"
"152","Eucalyptus fastigata Suppressed","Eucalyptus fastigata Co/dominant",-0.00612072709124921,-0.245003863343224,0.232762409160726,-0.0110994753641288,-0.0011419788183696,"Potential 1","Newline",0.47776627250395,"Eucalyptus fastigata","Eucalyptus fastigata","Suppressed","Co/dominant",NA,"SE_NSW","SE_AUS"
"153","Eucalyptus obliqua Co/dominant","Eucalyptus fastigata Co/dominant",-1.25649110614135,-2.35198531892784,-0.160996893354859,-1.27459587783041,-1.2383863344523,"Potential 1","Newline",2.19098842557299,"Eucalyptus obliqua","Eucalyptus fastigata","Co/dominant","Co/dominant",1,"SE_NSW","SE_AUS"
"154","Eucalyptus obliqua Suppressed","Eucalyptus fastigata Co/dominant",-0.178820552795237,-0.426210300480828,0.0685691948903543,-0.183808029622104,-0.17383307596837,"Potential 1","Newline",0.494779495371183,"Eucalyptus obliqua","Eucalyptus fastigata","Suppressed","Co/dominant",NA,"SE_NSW","SE_AUS"
"155","Eucalyptus radiata Suppressed","Eucalyptus fastigata Co/dominant",0.266767869327231,-0.0958197913952581,0.62935553004972,0.259740934847444,0.273794803807018,"Potential 1","Newline",0.725175321444979,"Eucalyptus radiata","Eucalyptus fastigata","Suppressed","Co/dominant",NA,"SE_NSW","SE_AUS"
