"","from","to","alpha","lo","hi","lo_numerical","hi_numerical","Potential","site","range_ci","species_from","species_to","class_from","class_to","sig","region","region2"
"314","Syncarpia glomulifera subsp glabra Suppressed","Eucalyptus pilularis Co/dominant",0.0323719703444378,-0.180944383103815,0.245688323792691,0.0288299904747354,0.0359139502141402,"Potential 1","BirdTree",0.426632706896506,"Syncarpia glomulifera subsp glabra","Eucalyptus pilularis","Suppressed","Co/dominant",NA,"N_NSW","N_AUS"
"315","Non-euc Suppressed","Non-euc Suppressed",-0.043280765128082,-0.181107268448854,0.0945457381926897,-0.0620531462096443,-0.0245083840465196,"Potential 1","BirdTree",0.275653006641543,"Non-euc","Non-euc","Suppressed","Suppressed",NA,"N_NSW","N_AUS"
"316","Syncarpia glomulifera subsp glabra Suppressed","Non-euc Suppressed",0.0218451684824578,-0.0797108127648819,0.123401149729798,0.0185387419965801,0.0251515949683356,"Potential 1","BirdTree",0.203111962494679,"Syncarpia glomulifera subsp glabra","Non-euc","Suppressed","Suppressed",NA,"N_NSW","N_AUS"
"317","Syncarpia glomulifera subsp glabra Suppressed","Syncarpia glomulifera subsp glabra Suppressed",-0.040614387940273,-0.386571373265504,0.305342597384958,-0.0453274471274592,-0.0359013287530868,"Potential 1","BirdTree",0.691913970650461,"Syncarpia glomulifera subsp glabra","Syncarpia glomulifera subsp glabra","Suppressed","Suppressed",NA,"N_NSW","N_AUS"
"318","Eucalyptus pilularis Co/dominant","Eucalyptus pilularis Co/dominant",-0.275950333953041,-0.870885642462182,0.318984974556101,-0.284016214558974,-0.267884453347107,"Potential 1","BlackBull",1.18987061701828,"Eucalyptus pilularis","Eucalyptus pilularis","Co/dominant","Co/dominant",NA,"N_NSW","N_AUS"
"319","Eucalyptus pilularis Suppressed","Eucalyptus pilularis Co/dominant",0.0662834316023692,-0.463079796992918,0.595646660197656,0.0591891329404964,0.0733777302642419,"Potential 1","BlackBull",1.05872645719057,"Eucalyptus pilularis","Eucalyptus pilularis","Suppressed","Co/dominant",NA,"N_NSW","N_AUS"
"320","Non-euc Suppressed","Eucalyptus pilularis Co/dominant",-0.0595350254929858,-0.186624704199936,0.0675546532139643,-0.0630441428979308,-0.0560259080880408,"Potential 1","BlackBull",0.2541793574139,"Non-euc","Eucalyptus pilularis","Suppressed","Co/dominant",NA,"N_NSW","N_AUS"
"321","Syncarpia glomulifera subsp glomulifera Suppressed","Eucalyptus pilularis Co/dominant",-0.0482969769509655,-0.316511493414913,0.219917539512982,-0.0523258835903657,-0.0442680703115654,"Potential 1","BlackBull",0.536429032927895,"Syncarpia glomulifera subsp glomulifera","Eucalyptus pilularis","Suppressed","Co/dominant",NA,"N_NSW","N_AUS"
"322","Eucalyptus pilularis Suppressed","Eucalyptus pilularis Suppressed",-0.304011865400187,-1.11523532024872,0.507211589448346,-0.315609037770351,-0.292414693030022,"Potential 1","BlackBull",1.62244690969707,"Eucalyptus pilularis","Eucalyptus pilularis","Suppressed","Suppressed",NA,"N_NSW","N_AUS"
"323","Non-euc Suppressed","Eucalyptus pilularis Suppressed",-0.0815434551942895,-0.22764209694014,0.0645551865515607,-0.0852881386379628,-0.0777987717506163,"Potential 1","BlackBull",0.2921972834917,"Non-euc","Eucalyptus pilularis","Suppressed","Suppressed",NA,"N_NSW","N_AUS"
"324","Syncarpia glomulifera subsp glomulifera Suppressed","Eucalyptus pilularis Suppressed",0.262173840905103,-0.0150183945428362,0.539366076353041,0.255816729844582,0.268530951965623,"Potential 1","BlackBull",0.554384470895877,"Syncarpia glomulifera subsp glomulifera","Eucalyptus pilularis","Suppressed","Suppressed",NA,"N_NSW","N_AUS"
"325","Non-euc Suppressed","Non-euc Suppressed",0.164852422908852,0.0410507014838903,0.288654144333814,0.153713103026551,0.175991742791154,"Potential 1","BlackBull",0.247603442849924,"Non-euc","Non-euc","Suppressed","Suppressed",1,"N_NSW","N_AUS"
"326","Syncarpia glomulifera subsp glomulifera Suppressed","Non-euc Suppressed",0.0295421572632175,-0.0497949679520601,0.108879282478495,0.0268660013330726,0.0322183131933624,"Potential 1","BlackBull",0.158674250430555,"Syncarpia glomulifera subsp glomulifera","Non-euc","Suppressed","Suppressed",NA,"N_NSW","N_AUS"
"327","Syncarpia glomulifera subsp glomulifera Suppressed","Syncarpia glomulifera subsp glomulifera Suppressed",0.116956242152687,-0.0929326762555998,0.326845160560974,0.110805974217222,0.123106510088152,"Potential 1","BlackBull",0.419777836816573,"Syncarpia glomulifera subsp glomulifera","Syncarpia glomulifera subsp glomulifera","Suppressed","Suppressed",NA,"N_NSW","N_AUS"
"328","Eucalyptus grandis Co/dominant","Eucalyptus grandis Co/dominant",-1.39882975764046,-2.27509606363139,-0.522563451649525,-1.42558614184529,-1.37207337343562,"Potential 1","Osullivans",1.75253261198186,"Eucalyptus grandis","Eucalyptus grandis","Co/dominant","Co/dominant",1,"N_NSW","N_AUS"
"329","Eucalyptus grandis Intermediate","Eucalyptus grandis Co/dominant",1.16484739449228,0.276602362871577,2.05309242611298,1.13790798564498,1.19178680333957,"Potential 1","Osullivans",1.7764900632414,"Eucalyptus grandis","Eucalyptus grandis","Intermediate","Co/dominant",1,"N_NSW","N_AUS"
"330","Eucalyptus grandis Suppressed","Eucalyptus grandis Co/dominant",0.605778198379535,0.106383328847014,1.10517306791206,0.592914206259789,0.61864219049928,"Potential 1","Osullivans",0.998789739065042,"Eucalyptus grandis","Eucalyptus grandis","Suppressed","Co/dominant",1,"N_NSW","N_AUS"
"331","Non-euc Intermediate","Eucalyptus grandis Co/dominant",-0.869059454126553,-1.85251482826666,0.114395920013557,-0.887924209982832,-0.850194698270274,"Potential 1","Osullivans",1.96691074828022,"Non-euc","Eucalyptus grandis","Intermediate","Co/dominant",NA,"N_NSW","N_AUS"
"332","Non-euc Suppressed","Eucalyptus grandis Co/dominant",-0.0317504005327152,-0.261313147200621,0.19781234613519,-0.0388756288245741,-0.0246251722408563,"Potential 1","Osullivans",0.459125493335811,"Non-euc","Eucalyptus grandis","Suppressed","Co/dominant",NA,"N_NSW","N_AUS"
"333","Syncarpia glomulifera subsp glomulifera Suppressed","Eucalyptus grandis Co/dominant",0.0338420760810127,-0.238188215505875,0.305872367667901,0.0268426018782692,0.0408415502837562,"Potential 1","Osullivans",0.544060583173776,"Syncarpia glomulifera subsp glomulifera","Eucalyptus grandis","Suppressed","Co/dominant",NA,"N_NSW","N_AUS"
"334","Eucalyptus grandis Intermediate","Eucalyptus grandis Intermediate",-0.970288208363377,-2.82529567425392,0.884719257527169,-1.01045430083289,-0.93012211589386,"Potential 1","Osullivans",3.71001493178109,"Eucalyptus grandis","Eucalyptus grandis","Intermediate","Intermediate",NA,"N_NSW","N_AUS"
"335","Eucalyptus grandis Suppressed","Eucalyptus grandis Intermediate",-0.792752103067097,-1.5484449193691,-0.0370592867650904,-0.810562154047689,-0.774942052086506,"Potential 1","Osullivans",1.51138563260401,"Eucalyptus grandis","Eucalyptus grandis","Suppressed","Intermediate",1,"N_NSW","N_AUS"
"336","Non-euc Intermediate","Eucalyptus grandis Intermediate",0.649116385098784,-0.441916558667744,1.74014932886531,0.627535860010417,0.670696910187151,"Potential 1","Osullivans",2.18206588753306,"Non-euc","Eucalyptus grandis","Intermediate","Intermediate",NA,"N_NSW","N_AUS"
"337","Non-euc Suppressed","Eucalyptus grandis Intermediate",-0.0351652277264518,-0.248625643870085,0.178295188417182,-0.0406916298779531,-0.0296388255749506,"Potential 1","Osullivans",0.426920832287267,"Non-euc","Eucalyptus grandis","Suppressed","Intermediate",NA,"N_NSW","N_AUS"
"338","Syncarpia glomulifera subsp glomulifera Suppressed","Eucalyptus grandis Intermediate",-0.0415790602288098,-0.352387250733944,0.269229130276324,-0.0481983095438358,-0.0349598109137838,"Potential 1","Osullivans",0.621616381010268,"Syncarpia glomulifera subsp glomulifera","Eucalyptus grandis","Suppressed","Intermediate",NA,"N_NSW","N_AUS"
"339","Eucalyptus grandis Suppressed","Eucalyptus grandis Suppressed",-0.176916914972938,-0.557365605407575,0.203531775461699,-0.186388794620482,-0.167445035325394,"Potential 1","Osullivans",0.760897380869274,"Eucalyptus grandis","Eucalyptus grandis","Suppressed","Suppressed",NA,"N_NSW","N_AUS"
"340","Non-euc Intermediate","Eucalyptus grandis Suppressed",0.14493061280861,-0.522234386559117,0.812095612176337,0.133452473977329,0.156408751639891,"Potential 1","Osullivans",1.33432999873545,"Non-euc","Eucalyptus grandis","Intermediate","Suppressed",NA,"N_NSW","N_AUS"
"341","Non-euc Suppressed","Eucalyptus grandis Suppressed",-0.120026799377163,-0.234462328335184,-0.00559127041914106,-0.123060272331499,-0.116993326422827,"Potential 1","Osullivans",0.228871057916043,"Non-euc","Eucalyptus grandis","Suppressed","Suppressed",1,"N_NSW","N_AUS"
"342","Syncarpia glomulifera subsp glomulifera Suppressed","Eucalyptus grandis Suppressed",0.0522407450516226,-0.129628073947637,0.234109564050883,0.0475991027365003,0.0568823873667449,"Potential 1","Osullivans",0.36373763799852,"Syncarpia glomulifera subsp glomulifera","Eucalyptus grandis","Suppressed","Suppressed",NA,"N_NSW","N_AUS"
"343","Non-euc Intermediate","Non-euc Intermediate",-0.923447456804399,-2.59225864779125,0.745363734182449,-0.951843503882377,-0.895051409726422,"Potential 1","Osullivans",3.3376223819737,"Non-euc","Non-euc","Intermediate","Intermediate",NA,"N_NSW","N_AUS"
"344","Non-euc Suppressed","Non-euc Intermediate",0.0991643698736459,-0.144270087470131,0.342598827217422,0.0926776606713471,0.105651079075945,"Potential 1","Osullivans",0.486868914687553,"Non-euc","Non-euc","Suppressed","Intermediate",NA,"N_NSW","N_AUS"
"345","Syncarpia glomulifera subsp glomulifera Suppressed","Non-euc Intermediate",0.319316909056528,-0.109029934948398,0.747663753061454,0.310387196094423,0.328246622018633,"Potential 1","Osullivans",0.856693688009852,"Syncarpia glomulifera subsp glomulifera","Non-euc","Suppressed","Intermediate",NA,"N_NSW","N_AUS"
"346","Non-euc Suppressed","Non-euc Suppressed",-0.190935313736394,-0.371637387156177,-0.0102332403166113,-0.208756201816869,-0.173114425655919,"Potential 1","Osullivans",0.361404146839565,"Non-euc","Non-euc","Suppressed","Suppressed",1,"N_NSW","N_AUS"
"347","Syncarpia glomulifera subsp glomulifera Suppressed","Non-euc Suppressed",-0.0181937497785107,-0.0823184354465588,0.0459309358895373,-0.0206429098824355,-0.015744589674586,"Potential 1","Osullivans",0.128249371336096,"Syncarpia glomulifera subsp glomulifera","Non-euc","Suppressed","Suppressed",NA,"N_NSW","N_AUS"
"348","Syncarpia glomulifera subsp glomulifera Suppressed","Syncarpia glomulifera subsp glomulifera Suppressed",0.168239226424711,-0.0262247627522667,0.362703215601689,0.159947955532471,0.176530497316952,"Potential 1","Osullivans",0.388927978353956,"Syncarpia glomulifera subsp glomulifera","Syncarpia glomulifera subsp glomulifera","Suppressed","Suppressed",NA,"N_NSW","N_AUS"
"349","Corymbia intermedia Co/dominant","Corymbia intermedia Co/dominant",-0.167697807319011,-0.612119835457562,0.276724220819539,-0.17666299620723,-0.158732618430792,"Potential 1","Herberton",0.888844056277101,"Corymbia intermedia","Corymbia intermedia","Co/dominant","Co/dominant",NA,"QLD","N_AUS"
"350","Corymbia intermedia Intermediate","Corymbia intermedia Co/dominant",-0.13625627150764,-0.480281642490208,0.207769099474929,-0.142531040749876,-0.129981502265403,"Potential 1","Herberton",0.688050741965137,"Corymbia intermedia","Corymbia intermedia","Intermediate","Co/dominant",NA,"QLD","N_AUS"
"351","Corymbia intermedia Suppressed","Corymbia intermedia Co/dominant",0.227044197261197,-0.252946754359449,0.707035148881844,0.216938917451258,0.237149477071137,"Potential 1","Herberton",0.959981903241293,"Corymbia intermedia","Corymbia intermedia","Suppressed","Co/dominant",NA,"QLD","N_AUS"
"352","Eucalyptus grandis Co/dominant","Corymbia intermedia Co/dominant",-0.801169265461265,-1.28849173406547,-0.313846796857057,-0.813057458817349,-0.789281072105182,"Potential 1","Herberton",0.974644937208416,"Eucalyptus grandis","Corymbia intermedia","Co/dominant","Co/dominant",1,"QLD","N_AUS"
"353","Eucalyptus grandis Intermediate","Corymbia intermedia Co/dominant",0.38160952567754,-0.355628725888534,1.11884777724361,0.36738292567593,0.395836125679151,"Potential 1","Herberton",1.47447650313215,"Eucalyptus grandis","Corymbia intermedia","Intermediate","Co/dominant",NA,"QLD","N_AUS"
"354","Eucalyptus grandis Suppressed","Corymbia intermedia Co/dominant",0.0269480330105963,-0.277066188096619,0.330962254117811,0.0222697734391461,0.0316262925820465,"Potential 1","Herberton",0.60802844221443,"Eucalyptus grandis","Corymbia intermedia","Suppressed","Co/dominant",NA,"QLD","N_AUS"
"355","Non-euc Intermediate","Corymbia intermedia Co/dominant",-0.0863276000647932,-0.675068201685682,0.502413001556095,-0.0962071237440133,-0.0764480763855731,"Potential 1","Herberton",1.17748120324178,"Non-euc","Corymbia intermedia","Intermediate","Co/dominant",NA,"QLD","N_AUS"
"356","Non-euc Suppressed","Corymbia intermedia Co/dominant",0.0124406409782398,-0.316502814247333,0.341384096203813,0.00616844987351298,0.0187128320829666,"Potential 1","Herberton",0.657886910451146,"Non-euc","Corymbia intermedia","Suppressed","Co/dominant",NA,"QLD","N_AUS"
"357","Corymbia intermedia Intermediate","Corymbia intermedia Intermediate",-0.0907861953194503,-0.439698796479489,0.258126405840589,-0.10033973602511,-0.0812326546137902,"Potential 1","Herberton",0.697825202320078,"Corymbia intermedia","Corymbia intermedia","Intermediate","Intermediate",NA,"QLD","N_AUS"
"358","Corymbia intermedia Suppressed","Corymbia intermedia Intermediate",0.467628032351027,-0.0295546378082108,0.964810702510264,0.455676440062536,0.479579624639517,"Potential 1","Herberton",0.994365340318475,"Corymbia intermedia","Corymbia intermedia","Suppressed","Intermediate",NA,"QLD","N_AUS"
"359","Eucalyptus grandis Co/dominant","Corymbia intermedia Intermediate",-0.291243802614418,-0.724559371684818,0.142071766455982,-0.300218454034103,-0.282269151194733,"Potential 1","Herberton",0.866631138140801,"Eucalyptus grandis","Corymbia intermedia","Co/dominant","Intermediate",NA,"QLD","N_AUS"
"360","Eucalyptus grandis Intermediate","Corymbia intermedia Intermediate",-0.14495005758178,-1.04398042072548,0.75408030556192,-0.15768840536682,-0.132211709796739,"Potential 1","Herberton",1.7980607262874,"Eucalyptus grandis","Corymbia intermedia","Intermediate","Intermediate",NA,"QLD","N_AUS"
"361","Eucalyptus grandis Suppressed","Corymbia intermedia Intermediate",-0.36874431340391,-0.735460482338776,-0.00202814446904404,-0.374357229875023,-0.363131396932797,"Potential 1","Herberton",0.733432337869732,"Eucalyptus grandis","Corymbia intermedia","Suppressed","Intermediate",1,"QLD","N_AUS"
"362","Non-euc Intermediate","Corymbia intermedia Intermediate",-0.127308194313592,-0.604045986298235,0.34942959767105,-0.137184322944447,-0.117432065682738,"Potential 1","Herberton",0.953475583969285,"Non-euc","Corymbia intermedia","Intermediate","Intermediate",NA,"QLD","N_AUS"
"363","Non-euc Suppressed","Corymbia intermedia Intermediate",-0.233672765179611,-0.558904980112352,0.0915594497531297,-0.240692210091343,-0.22665332026788,"Potential 1","Herberton",0.650464429865482,"Non-euc","Corymbia intermedia","Suppressed","Intermediate",NA,"QLD","N_AUS"
"364","Corymbia intermedia Suppressed","Corymbia intermedia Suppressed",-0.726247378473085,-1.72728703200301,0.27479227505684,-0.749821821873185,-0.702672935072985,"Potential 1","Herberton",2.00207930705985,"Corymbia intermedia","Corymbia intermedia","Suppressed","Suppressed",NA,"QLD","N_AUS"
"365","Eucalyptus grandis Co/dominant","Corymbia intermedia Suppressed",0.311417705853634,-0.415443631457733,1.038279043165,0.298622622719064,0.324212788988203,"Potential 1","Herberton",1.45372267462273,"Eucalyptus grandis","Corymbia intermedia","Co/dominant","Suppressed",NA,"QLD","N_AUS"
"366","Eucalyptus grandis Intermediate","Corymbia intermedia Suppressed",-1.08275034625446,-2.50401096182656,0.338510269317632,-1.10450228742796,-1.06099840508097,"Potential 1","Herberton",2.84252123114419,"Eucalyptus grandis","Corymbia intermedia","Intermediate","Suppressed",NA,"QLD","N_AUS"
"367","Eucalyptus grandis Suppressed","Corymbia intermedia Suppressed",-0.0637378753894385,-0.473927641971185,0.346451891192308,-0.0704154907082537,-0.0570602600706234,"Potential 1","Herberton",0.820379533163492,"Eucalyptus grandis","Corymbia intermedia","Suppressed","Suppressed",NA,"QLD","N_AUS"
"368","Non-euc Intermediate","Corymbia intermedia Suppressed",0.568366928924175,-0.144125617787075,1.28085947563543,0.548850531658546,0.587883326189804,"Potential 1","Herberton",1.4249850934225,"Non-euc","Corymbia intermedia","Intermediate","Suppressed",NA,"QLD","N_AUS"
"369","Non-euc Suppressed","Corymbia intermedia Suppressed",0.324171804074599,-0.163619921265882,0.81196352941508,0.31234128896924,0.336002319179958,"Potential 1","Herberton",0.975583450680963,"Non-euc","Corymbia intermedia","Suppressed","Suppressed",NA,"QLD","N_AUS"
"370","Eucalyptus grandis Co/dominant","Eucalyptus grandis Co/dominant",-0.826339463798804,-1.48625056391397,-0.166428363683637,-0.851598607715714,-0.801080319881893,"Potential 1","Herberton",1.31982220023033,"Eucalyptus grandis","Eucalyptus grandis","Co/dominant","Co/dominant",1,"QLD","N_AUS"
"371","Eucalyptus grandis Intermediate","Eucalyptus grandis Co/dominant",0.181375875601147,-0.329349231604175,0.69210098280647,0.165966034708371,0.196785716493924,"Potential 1","Herberton",1.02145021441065,"Eucalyptus grandis","Eucalyptus grandis","Intermediate","Co/dominant",NA,"QLD","N_AUS"
"372","Eucalyptus grandis Suppressed","Eucalyptus grandis Co/dominant",-0.043246803879228,-0.309857326904979,0.223363719146523,-0.0510046958569651,-0.035488911901491,"Potential 1","Herberton",0.533221046051502,"Eucalyptus grandis","Eucalyptus grandis","Suppressed","Co/dominant",NA,"QLD","N_AUS"
"373","Non-euc Intermediate","Eucalyptus grandis Co/dominant",-0.65583211744157,-1.86171949034166,0.550055255458516,-0.671529444504,-0.64013479037914,"Potential 1","Herberton",2.41177474580017,"Non-euc","Eucalyptus grandis","Intermediate","Co/dominant",NA,"QLD","N_AUS"
"374","Non-euc Suppressed","Eucalyptus grandis Co/dominant",0.0245370029646795,-0.421597494841837,0.470671500771196,0.0164857680693796,0.0325882378599793,"Potential 1","Herberton",0.892268995613032,"Non-euc","Eucalyptus grandis","Suppressed","Co/dominant",NA,"QLD","N_AUS"
"375","Eucalyptus grandis Intermediate","Eucalyptus grandis Intermediate",-0.321451366718809,-1.43681214194638,0.793909408508763,-0.344095531733425,-0.298807201704193,"Potential 1","Herberton",2.23072155045514,"Eucalyptus grandis","Eucalyptus grandis","Intermediate","Intermediate",NA,"QLD","N_AUS"
"376","Eucalyptus grandis Suppressed","Eucalyptus grandis Intermediate",-0.295188484985081,-0.779349073910157,0.188972103939995,-0.302518987212169,-0.287857982757993,"Potential 1","Herberton",0.968321177850152,"Eucalyptus grandis","Eucalyptus grandis","Suppressed","Intermediate",NA,"QLD","N_AUS"
"377","Non-euc Intermediate","Eucalyptus grandis Intermediate",0.623962926770043,-0.874956745663399,2.12288259920348,0.60003972956128,0.647886123978806,"Potential 1","Herberton",2.99783934486688,"Non-euc","Eucalyptus grandis","Intermediate","Intermediate",NA,"QLD","N_AUS"
"378","Non-euc Suppressed","Eucalyptus grandis Intermediate",0.177730740828668,-0.635789946009385,0.99125142766672,0.16613376643732,0.189327715220016,"Potential 1","Herberton",1.62704137367611,"Non-euc","Eucalyptus grandis","Suppressed","Intermediate",NA,"QLD","N_AUS"
"379","Eucalyptus grandis Suppressed","Eucalyptus grandis Suppressed",0.162343719667572,-0.0739897388383761,0.398677178173519,0.15428714320423,0.170400296130913,"Potential 1","Herberton",0.472666917011895,"Eucalyptus grandis","Eucalyptus grandis","Suppressed","Suppressed",NA,"QLD","N_AUS"
"380","Non-euc Intermediate","Eucalyptus grandis Suppressed",0.15350678454288,-0.413214764318919,0.720228333404679,0.14532619388173,0.16168737520403,"Potential 1","Herberton",1.1334430977236,"Non-euc","Eucalyptus grandis","Intermediate","Suppressed",NA,"QLD","N_AUS"
"381","Non-euc Suppressed","Eucalyptus grandis Suppressed",0.0353336310732692,-0.212727893218597,0.283395155365136,0.030696221902793,0.0399710402437455,"Potential 1","Herberton",0.496123048583733,"Non-euc","Eucalyptus grandis","Suppressed","Suppressed",NA,"QLD","N_AUS"
"382","Non-euc Intermediate","Non-euc Intermediate",-0.474586241458954,-1.85370587733372,0.904533394415809,-0.500644037155526,-0.448528445762381,"Potential 1","Herberton",2.75823927174952,"Non-euc","Non-euc","Intermediate","Intermediate",NA,"QLD","N_AUS"
"383","Non-euc Suppressed","Non-euc Intermediate",0.215027599645327,-0.310904889421815,0.740960088712469,0.202243282420095,0.227811916870559,"Potential 1","Herberton",1.05186497813428,"Non-euc","Non-euc","Suppressed","Intermediate",NA,"QLD","N_AUS"
"384","Non-euc Suppressed","Non-euc Suppressed",0.232284359426323,-0.134741386313825,0.599310105166471,0.222965172209117,0.24160354664353,"Potential 1","Herberton",0.734051491480296,"Non-euc","Non-euc","Suppressed","Suppressed",NA,"QLD","N_AUS"
"385","Eucalyptus grandis Co/dominant","Eucalyptus grandis Co/dominant",0.167154309740769,-0.0180904847854904,0.352399104267028,0.160509866372625,0.173798753108913,"Potential 1","Lamb Range",0.370489589052518,"Eucalyptus grandis","Eucalyptus grandis","Co/dominant","Co/dominant",NA,"QLD","N_AUS"
"386","Eucalyptus grandis Suppressed","Eucalyptus grandis Co/dominant",0.158111900281784,-0.0685339703357046,0.384757770899272,0.152967827982383,0.163255972581184,"Potential 1","Lamb Range",0.453291741234977,"Eucalyptus grandis","Eucalyptus grandis","Suppressed","Co/dominant",NA,"QLD","N_AUS"
"387","Non-euc Intermediate","Eucalyptus grandis Co/dominant",-0.170347937018155,-0.400000193899661,0.0593043198633499,-0.174020094659281,-0.16667577937703,"Potential 1","Lamb Range",0.459304513763011,"Non-euc","Eucalyptus grandis","Intermediate","Co/dominant",NA,"QLD","N_AUS"
"388","Non-euc Suppressed","Eucalyptus grandis Co/dominant",-0.0505299027440849,-0.145844029791366,0.044784224303196,-0.0535921698114146,-0.0474676356767551,"Potential 1","Lamb Range",0.190628254094562,"Non-euc","Eucalyptus grandis","Suppressed","Co/dominant",NA,"QLD","N_AUS"
"389","Eucalyptus grandis Suppressed","Eucalyptus grandis Suppressed",-0.0823016462656174,-0.65949875080648,0.494895458275245,-0.0889129806772938,-0.0756903118539411,"Potential 1","Lamb Range",1.15439420908173,"Eucalyptus grandis","Eucalyptus grandis","Suppressed","Suppressed",NA,"QLD","N_AUS"
"390","Non-euc Intermediate","Eucalyptus grandis Suppressed",-0.222705329969458,-0.645612803304513,0.200202143365598,-0.226903112935925,-0.218507547002991,"Potential 1","Lamb Range",0.845814946670111,"Non-euc","Eucalyptus grandis","Intermediate","Suppressed",NA,"QLD","N_AUS"
"391","Non-euc Suppressed","Eucalyptus grandis Suppressed",-0.0652963913114297,-0.205784733112507,0.0751919504896477,-0.0679428383462382,-0.0626499442766213,"Potential 1","Lamb Range",0.280976683602155,"Non-euc","Eucalyptus grandis","Suppressed","Suppressed",NA,"QLD","N_AUS"
"392","Non-euc Intermediate","Non-euc Intermediate",-0.0112621679887655,-0.445731344617943,0.423207008640412,-0.0163832285762077,-0.00614110740132338,"Potential 1","Lamb Range",0.868938353258354,"Non-euc","Non-euc","Intermediate","Intermediate",NA,"QLD","N_AUS"
"393","Non-euc Suppressed","Non-euc Intermediate",0.0748890405951291,-0.0637800955384917,0.21355817672875,0.0718123148824934,0.0779657663077648,"Potential 1","Lamb Range",0.277338272267242,"Non-euc","Non-euc","Suppressed","Intermediate",NA,"QLD","N_AUS"
"394","Non-euc Suppressed","Non-euc Suppressed",0.143731092429371,0.00157080390926545,0.285891380949476,0.136373763590515,0.151088421268226,"Potential 1","Lamb Range",0.28432057704021,"Non-euc","Non-euc","Suppressed","Suppressed",1,"QLD","N_AUS"
"395","Corymbia intermedia Intermediate","Corymbia intermedia Intermediate",-0.865297095289555,-2.20981111854333,0.479216927964221,-0.886031160096677,-0.844563030482433,"Potential 1","Baldy",2.68902804650755,"Corymbia intermedia","Corymbia intermedia","Intermediate","Intermediate",NA,"QLD","N_AUS"
"396","Corymbia intermedia Suppressed","Corymbia intermedia Intermediate",-0.201910854892843,-0.75399190810394,0.350170198318253,-0.211511398517042,-0.192310311268645,"Potential 1","Baldy",1.10416210642219,"Corymbia intermedia","Corymbia intermedia","Suppressed","Intermediate",NA,"QLD","N_AUS"
"397","Eucalyptus grandis Co/dominant","Corymbia intermedia Intermediate",0.580965055880784,-0.0662792647423935,1.22820937650396,0.565351519014015,0.596578592747554,"Potential 1","Baldy",1.29448864124636,"Eucalyptus grandis","Corymbia intermedia","Co/dominant","Intermediate",NA,"QLD","N_AUS"
"398","Eucalyptus grandis Suppressed","Corymbia intermedia Intermediate",0.917380065198884,0.0348762896371666,1.7998838407606,0.901175687701707,0.933584442696062,"Potential 1","Baldy",1.76500755112344,"Eucalyptus grandis","Corymbia intermedia","Suppressed","Intermediate",1,"QLD","N_AUS"
"399","Non-euc Intermediate","Corymbia intermedia Intermediate",0.647368619338945,-0.000739837189960957,1.29547707586785,0.634720159107971,0.66001707956992,"Potential 1","Baldy",1.29621691305781,"Non-euc","Corymbia intermedia","Intermediate","Intermediate",NA,"QLD","N_AUS"
"400","Non-euc Suppressed","Corymbia intermedia Intermediate",0.218135428768059,-0.069184318865559,0.505455176401677,0.211649032208826,0.224621825327292,"Potential 1","Baldy",0.574639495267236,"Non-euc","Corymbia intermedia","Suppressed","Intermediate",NA,"QLD","N_AUS"
"401","Corymbia intermedia Suppressed","Corymbia intermedia Suppressed",0.238283360563372,-0.168229756761351,0.644796477888096,0.230572631656513,0.245994089470232,"Potential 1","Baldy",0.813026234649447,"Corymbia intermedia","Corymbia intermedia","Suppressed","Suppressed",NA,"QLD","N_AUS"
"402","Eucalyptus grandis Co/dominant","Corymbia intermedia Suppressed",0.279573406206531,-0.0957280104091037,0.654874822822167,0.272864242864415,0.286282569548648,"Potential 1","Baldy",0.75060283323127,"Eucalyptus grandis","Corymbia intermedia","Co/dominant","Suppressed",NA,"QLD","N_AUS"
"403","Eucalyptus grandis Suppressed","Corymbia intermedia Suppressed",0.237840700522876,-0.243697604461856,0.719379005507608,0.23024098574172,0.245440415304032,"Potential 1","Baldy",0.963076609969465,"Eucalyptus grandis","Corymbia intermedia","Suppressed","Suppressed",NA,"QLD","N_AUS"
"404","Non-euc Intermediate","Corymbia intermedia Suppressed",-0.0994837474189404,-0.706818424432003,0.507850929594122,-0.108007431847723,-0.0909600629901574,"Potential 1","Baldy",1.21466935402612,"Non-euc","Corymbia intermedia","Intermediate","Suppressed",NA,"QLD","N_AUS"
"405","Non-euc Suppressed","Corymbia intermedia Suppressed",0.0400972289662667,-0.142613013989255,0.222807471921789,0.0363766773251355,0.0438177806073979,"Potential 1","Baldy",0.365420485911044,"Non-euc","Corymbia intermedia","Suppressed","Suppressed",NA,"QLD","N_AUS"
"406","Eucalyptus grandis Co/dominant","Eucalyptus grandis Co/dominant",-0.453306333800558,-0.984544952530812,0.0779322849296961,-0.464822618538625,-0.441790049062491,"Potential 1","Baldy",1.06247723746051,"Eucalyptus grandis","Eucalyptus grandis","Co/dominant","Co/dominant",NA,"QLD","N_AUS"
"407","Eucalyptus grandis Suppressed","Eucalyptus grandis Co/dominant",-0.429570100089324,-0.880860902587398,0.0217207024087512,-0.438861358815173,-0.420278841363474,"Potential 1","Baldy",0.902581604996149,"Eucalyptus grandis","Eucalyptus grandis","Suppressed","Co/dominant",NA,"QLD","N_AUS"
