"","from","to","alpha","lo","hi","lo_numerical","hi_numerical","Potential","site","range_ci","class_from","class_to","species_from","species_to","class_int","georegion","region","sig","cc_to","cc_from","cc_int"
"734","Eucalyptus pilularis large","Cryptocarya rigida small",0.0879572783381883,-0.381969501570962,0.557884058247339,0.0784281477384512,0.0974864089379254,"Potential 1","BirdTree",0.939853559818301,"large","small","Eucalyptus pilularis","Cryptocarya rigida","large_small","N_NSW","N_AUS",NA,"Subcanopy","Canopy","Canopy_Subcanopy"
"735","Eucalyptus pilularis small","Cryptocarya rigida small",0.00240210952126133,-0.291411388948967,0.29621560799149,-0.00289740691822936,0.00770162596075203,"Potential 1","BirdTree",0.587626996940456,"small","small","Eucalyptus pilularis","Cryptocarya rigida","small_small","N_NSW","N_AUS",NA,"Subcanopy","Canopy","Canopy_Subcanopy"
"736","Schizomeria ovata large","Cryptocarya rigida small",-0.226287010378166,-0.634952611639516,0.182378590883183,-0.23313241391115,-0.219441606845183,"Potential 1","BirdTree",0.8173312025227,"large","small","Schizomeria ovata","Cryptocarya rigida","large_small","N_NSW","N_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"737","Schizomeria ovata small","Cryptocarya rigida small",-0.03115294473559,-0.237928628310869,0.175622738839689,-0.0355283889654884,-0.0267775005056916,"Potential 1","BirdTree",0.413551367150558,"small","small","Schizomeria ovata","Cryptocarya rigida","small_small","N_NSW","N_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"738","Syncarpia glomulifera subsp glabra small","Cryptocarya rigida small",0.0884681783019511,-0.339410891122166,0.516347247726068,0.0812502377892362,0.0956861188146659,"Potential 1","BirdTree",0.855758138848235,"small","small","Syncarpia glomulifera","Cryptocarya rigida","small_small","N_NSW","N_AUS",NA,"Subcanopy","Canopy","Canopy_Subcanopy"
"739","Synoum glandulosum subsp glandulsoum small","Cryptocarya rigida small",0.0519488015723577,-0.117016389121065,0.220913992265781,0.0478200559760678,0.0560775471686475,"Potential 1","BirdTree",0.337930381386846,"small","small","Synoum glandulosum","Cryptocarya rigida","small_small","N_NSW","N_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"740","Eucalyptus microcorys small","Eucalyptus microcorys small",-0.457131695405554,-1.35470725275091,0.440443861939797,-0.472638354119392,-0.441625036691716,"Potential 1","BirdTree",1.7951511146907,"small","small","Eucalyptus microcorys","Eucalyptus microcorys","small_small","N_NSW","N_AUS",NA,"Canopy","Canopy","Canopy_Canopy"
"741","Eucalyptus pilularis large","Eucalyptus microcorys small",0.130399858400823,-1.77503432107686,2.03583403787851,0.110963408962385,0.149836307839262,"Potential 1","BirdTree",3.81086835895537,"large","small","Eucalyptus pilularis","Eucalyptus microcorys","large_small","N_NSW","N_AUS",NA,"Canopy","Canopy","Canopy_Canopy"
"742","Eucalyptus pilularis small","Eucalyptus microcorys small",0.059551151112041,-0.645202501684104,0.764304803908186,0.0487421655827568,0.0703601366413252,"Potential 1","BirdTree",1.40950730559229,"small","small","Eucalyptus pilularis","Eucalyptus microcorys","small_small","N_NSW","N_AUS",NA,"Canopy","Canopy","Canopy_Canopy"
"743","Schizomeria ovata large","Eucalyptus microcorys small",0.39375499535632,-0.765744327920409,1.55325431863305,0.378789516220067,0.408720474492573,"Potential 1","BirdTree",2.31899864655346,"large","small","Schizomeria ovata","Eucalyptus microcorys","large_small","N_NSW","N_AUS",NA,"Canopy","Subcanopy","Subcanopy_Canopy"
"744","Schizomeria ovata small","Eucalyptus microcorys small",-0.652281545720271,-1.3500082427287,0.0454451512881616,-0.663655117258959,-0.640907974181583,"Potential 1","BirdTree",1.39545339401687,"small","small","Schizomeria ovata","Eucalyptus microcorys","small_small","N_NSW","N_AUS",NA,"Canopy","Subcanopy","Subcanopy_Canopy"
"745","Syncarpia glomulifera subsp glabra small","Eucalyptus microcorys small",0.334158033065943,-0.704220206287337,1.37253627241922,0.317730934676601,0.350585131455286,"Potential 1","BirdTree",2.07675647870656,"small","small","Syncarpia glomulifera","Eucalyptus microcorys","small_small","N_NSW","N_AUS",NA,"Canopy","Canopy","Canopy_Canopy"
"746","Synoum glandulosum subsp glandulsoum small","Eucalyptus microcorys small",0.15901309294955,-0.292082654805346,0.610108840704446,0.150197511061746,0.167828674837353,"Potential 1","BirdTree",0.902191495509792,"small","small","Synoum glandulosum","Eucalyptus microcorys","small_small","N_NSW","N_AUS",NA,"Canopy","Subcanopy","Subcanopy_Canopy"
"747","Eucalyptus pilularis large","Eucalyptus pilularis large",-2.23485150829967,-4.17450960539808,-0.295193411201251,-2.26726872794679,-2.20243428865254,"Potential 1","BirdTree",3.87931619419683,"large","large","Eucalyptus pilularis","Eucalyptus pilularis","large_large","N_NSW","N_AUS","1","Canopy","Canopy","Canopy_Canopy"
"748","Eucalyptus pilularis small","Eucalyptus pilularis large",0.422100747400412,-0.324604942126133,1.16880643692696,0.4072037183464,0.436997776454424,"Potential 1","BirdTree",1.49341137905309,"small","large","Eucalyptus pilularis","Eucalyptus pilularis","small_large","N_NSW","N_AUS",NA,"Canopy","Canopy","Canopy_Canopy"
"749","Schizomeria ovata large","Eucalyptus pilularis large",1.4581102213611,0.219499121607888,2.69672132111431,1.43378466420409,1.48243577851811,"Potential 1","BirdTree",2.47722219950642,"large","large","Schizomeria ovata","Eucalyptus pilularis","large_large","N_NSW","N_AUS","1","Canopy","Subcanopy","Subcanopy_Canopy"
"750","Schizomeria ovata small","Eucalyptus pilularis large",-0.205287919259105,-0.751969676318811,0.341393837800601,-0.21506577835312,-0.195510060165091,"Potential 1","BirdTree",1.09336351411941,"small","large","Schizomeria ovata","Eucalyptus pilularis","small_large","N_NSW","N_AUS",NA,"Canopy","Subcanopy","Subcanopy_Canopy"
"751","Syncarpia glomulifera subsp glabra small","Eucalyptus pilularis large",1.17353037911526,-0.385139465622971,2.73220022385349,1.14970611030179,1.19735464792872,"Potential 1","BirdTree",3.11733968947646,"small","large","Syncarpia glomulifera","Eucalyptus pilularis","small_large","N_NSW","N_AUS",NA,"Canopy","Canopy","Canopy_Canopy"
"752","Synoum glandulosum subsp glandulsoum small","Eucalyptus pilularis large",0.324503924028022,-0.20670932162971,0.855717169685755,0.314954264823976,0.334053583232068,"Potential 1","BirdTree",1.06242649131546,"small","large","Synoum glandulosum","Eucalyptus pilularis","small_large","N_NSW","N_AUS",NA,"Canopy","Subcanopy","Subcanopy_Canopy"
"753","Eucalyptus pilularis small","Eucalyptus pilularis small",-0.324798810871523,-0.95746495795439,0.307867336211344,-0.334034558651701,-0.315563063091345,"Potential 1","BirdTree",1.26533229416573,"small","small","Eucalyptus pilularis","Eucalyptus pilularis","small_small","N_NSW","N_AUS",NA,"Canopy","Canopy","Canopy_Canopy"
"754","Schizomeria ovata large","Eucalyptus pilularis small",-0.477901012724951,-1.18675510702584,0.230953081575934,-0.489077263514721,-0.466724761935181,"Potential 1","BirdTree",1.41770818860177,"large","small","Schizomeria ovata","Eucalyptus pilularis","large_small","N_NSW","N_AUS",NA,"Canopy","Subcanopy","Subcanopy_Canopy"
"755","Schizomeria ovata small","Eucalyptus pilularis small",0.201377817359506,-0.114359708488323,0.517115343207335,0.195429058658346,0.207326576060666,"Potential 1","BirdTree",0.631475051695658,"small","small","Schizomeria ovata","Eucalyptus pilularis","small_small","N_NSW","N_AUS",NA,"Canopy","Subcanopy","Subcanopy_Canopy"
"756","Syncarpia glomulifera subsp glabra small","Eucalyptus pilularis small",0.0481995599862314,-0.652022856944206,0.748421976916668,0.0388508406515977,0.057548279320865,"Potential 1","BirdTree",1.40044483386087,"small","small","Syncarpia glomulifera","Eucalyptus pilularis","small_small","N_NSW","N_AUS",NA,"Canopy","Canopy","Canopy_Canopy"
"757","Synoum glandulosum subsp glandulsoum small","Eucalyptus pilularis small",0.185873796315297,-0.115133534293028,0.486881126923622,0.180784377465457,0.190963215165137,"Potential 1","BirdTree",0.602014661216651,"small","small","Synoum glandulosum","Eucalyptus pilularis","small_small","N_NSW","N_AUS",NA,"Canopy","Subcanopy","Subcanopy_Canopy"
"758","Schizomeria ovata large","Schizomeria ovata large",-1.06043075316738,-2.41821131562136,0.297349809286595,-1.08157588937688,-1.03928561695788,"Potential 1","BirdTree",2.71556112490795,"large","large","Schizomeria ovata","Schizomeria ovata","large_large","N_NSW","N_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"759","Schizomeria ovata small","Schizomeria ovata large",0.450384450363336,-0.122000648824489,1.02276954955116,0.441942047226681,0.458826853499992,"Potential 1","BirdTree",1.14477019837565,"small","large","Schizomeria ovata","Schizomeria ovata","small_large","N_NSW","N_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"760","Syncarpia glomulifera subsp glabra small","Schizomeria ovata large",-1.09015480662227,-2.6204337171204,0.44012410387586,-1.10999450661408,-1.07031510663046,"Potential 1","BirdTree",3.06055782099626,"small","large","Syncarpia glomulifera","Schizomeria ovata","small_large","N_NSW","N_AUS",NA,"Subcanopy","Canopy","Canopy_Subcanopy"
"761","Synoum glandulosum subsp glandulsoum small","Schizomeria ovata large",0.0593170082573146,-0.413608750695113,0.532242767209742,0.0516498603258461,0.0669841561887832,"Potential 1","BirdTree",0.945851517904855,"small","large","Synoum glandulosum","Schizomeria ovata","small_large","N_NSW","N_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"762","Schizomeria ovata small","Schizomeria ovata small",-0.103117195329954,-0.465465843529912,0.259231452870004,-0.112286879651303,-0.0939475110086045,"Potential 1","BirdTree",0.724697296399915,"small","small","Schizomeria ovata","Schizomeria ovata","small_small","N_NSW","N_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"763","Syncarpia glomulifera subsp glabra small","Schizomeria ovata small",0.330017539449902,-0.231499722976032,0.891534801875836,0.321348378596693,0.338686700303111,"Potential 1","BirdTree",1.12303452485187,"small","small","Syncarpia glomulifera","Schizomeria ovata","small_small","N_NSW","N_AUS",NA,"Subcanopy","Canopy","Canopy_Subcanopy"
"764","Synoum glandulosum subsp glandulsoum small","Schizomeria ovata small",-0.056411243469758,-0.322538733851821,0.209716246912306,-0.0606126631967232,-0.0522098237427927,"Potential 1","BirdTree",0.532254980764127,"small","small","Synoum glandulosum","Schizomeria ovata","small_small","N_NSW","N_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"765","Syncarpia glomulifera subsp glabra small","Syncarpia glomulifera subsp glabra small",-0.937533425451318,-2.58274909966911,0.707682248766473,-0.956810012429731,-0.918256838472905,"Potential 1","BirdTree",3.29043134843558,"small","small","Syncarpia glomulifera","Syncarpia glomulifera","small_small","N_NSW","N_AUS",NA,"Canopy","Canopy","Canopy_Canopy"
"766","Synoum glandulosum subsp glandulsoum small","Syncarpia glomulifera subsp glabra small",-0.353727675077324,-0.8968068653681,0.189351515213451,-0.361940824098575,-0.345514526056073,"Potential 1","BirdTree",1.08615838058155,"small","small","Synoum glandulosum","Syncarpia glomulifera","small_small","N_NSW","N_AUS",NA,"Canopy","Subcanopy","Subcanopy_Canopy"
"767","Synoum glandulosum subsp glandulsoum small","Synoum glandulosum subsp glandulsoum small",0.114943192805766,-0.137223605487692,0.367109991099225,0.107770051591511,0.122116334020022,"Potential 1","BirdTree",0.504333596586916,"small","small","Synoum glandulosum","Synoum glandulosum","small_small","N_NSW","N_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"768","Acacia melanoxylon small","Acacia melanoxylon small",0.0524675860288002,-0.273536238624728,0.378471410682329,0.0465158434566472,0.0584193286009532,"Potential 1","Bird",0.652007649307057,"small","small","Acacia melanoxylon","Acacia melanoxylon","small_small","o_TAS","TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"769","Eucalyptus obliqua large","Acacia melanoxylon small",0.103368293389629,-0.122921856250307,0.329658443029565,0.0993720249054911,0.107364561873766,"Potential 1","Bird",0.452580299279872,"large","small","Eucalyptus obliqua","Acacia melanoxylon","large_small","o_TAS","TAS",NA,"Subcanopy","Canopy","Canopy_Subcanopy"
"770","Eucalyptus obliqua small","Acacia melanoxylon small",-0.145847759609377,-0.358719949102051,0.0670244298832956,-0.149392901480941,-0.142302617737814,"Potential 1","Bird",0.425744378985346,"small","small","Eucalyptus obliqua","Acacia melanoxylon","small_small","o_TAS","TAS",NA,"Subcanopy","Canopy","Canopy_Subcanopy"
"771","Monotoca glauca small","Acacia melanoxylon small",0.253857508401805,-0.0476821650269847,0.555397181830595,0.249202393237654,0.258512623565956,"Potential 1","Bird",0.60307934685758,"small","small","Monotoca glauca","Acacia melanoxylon","small_small","o_TAS","TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"772","Nothofagus cunninghamii large","Acacia melanoxylon small",-0.016604954856011,-0.2522871530969,0.219077243384878,-0.0198551166355668,-0.0133547930764552,"Potential 1","Bird",0.471364396481779,"large","small","Nothofagus cunninghamii","Acacia melanoxylon","large_small","o_TAS","TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"773","Nothofagus cunninghamii small","Acacia melanoxylon small",0.0511995253769888,-0.0575529272966808,0.159951978050658,0.0488375468240232,0.0535615039299545,"Potential 1","Bird",0.217504905347339,"small","small","Nothofagus cunninghamii","Acacia melanoxylon","small_small","o_TAS","TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"774","Phyllocladus aspleniifolius small","Acacia melanoxylon small",0.239464777880984,-0.105444880194173,0.584374435956141,0.234368368573934,0.244561187188034,"Potential 1","Bird",0.689819316150314,"small","small","Phyllocladus aspleniifolius","Acacia melanoxylon","small_small","o_TAS","TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"775","Eucalyptus obliqua large","Eucalyptus obliqua large",-0.132527980149567,-0.440326601197883,0.175270640898749,-0.138852426833601,-0.126203533465534,"Potential 1","Bird",0.615597242096631,"large","large","Eucalyptus obliqua","Eucalyptus obliqua","large_large","o_TAS","TAS",NA,"Canopy","Canopy","Canopy_Canopy"
"776","Eucalyptus obliqua small","Eucalyptus obliqua large",0.0610765112410541,-0.153818078095216,0.275971100577324,0.0567464014036783,0.0654066210784299,"Potential 1","Bird",0.42978917867254,"small","large","Eucalyptus obliqua","Eucalyptus obliqua","small_large","o_TAS","TAS",NA,"Canopy","Canopy","Canopy_Canopy"
"777","Monotoca glauca small","Eucalyptus obliqua large",-0.0226131150592563,-0.343464685916285,0.298238455797773,-0.0274942195349299,-0.0177320105835828,"Potential 1","Bird",0.641703141714058,"small","large","Monotoca glauca","Eucalyptus obliqua","small_large","o_TAS","TAS",NA,"Canopy","Subcanopy","Subcanopy_Canopy"
"778","Nothofagus cunninghamii large","Eucalyptus obliqua large",-0.0901013507788975,-0.318208663101614,0.138005961543819,-0.0940357748789655,-0.0861669266788294,"Potential 1","Bird",0.456214624645434,"large","large","Nothofagus cunninghamii","Eucalyptus obliqua","large_large","o_TAS","TAS",NA,"Canopy","Subcanopy","Subcanopy_Canopy"
"779","Nothofagus cunninghamii small","Eucalyptus obliqua large",0.0499635343683762,-0.0590842072452469,0.159011275981999,0.0472719972702783,0.0526550714664741,"Potential 1","Bird",0.218095483227246,"small","large","Nothofagus cunninghamii","Eucalyptus obliqua","small_large","o_TAS","TAS",NA,"Canopy","Subcanopy","Subcanopy_Canopy"
"780","Phyllocladus aspleniifolius small","Eucalyptus obliqua large",0.334250944042765,-0.105278374225415,0.773780262310945,0.326636318336059,0.341865569749471,"Potential 1","Bird",0.87905863653636,"small","large","Phyllocladus aspleniifolius","Eucalyptus obliqua","small_large","o_TAS","TAS",NA,"Canopy","Subcanopy","Subcanopy_Canopy"
"781","Eucalyptus obliqua small","Eucalyptus obliqua small",-0.0712974457334902,-0.364516412624343,0.221921521157362,-0.0781105799158857,-0.0644843115510946,"Potential 1","Bird",0.586437933781705,"small","small","Eucalyptus obliqua","Eucalyptus obliqua","small_small","o_TAS","TAS",NA,"Canopy","Canopy","Canopy_Canopy"
"782","Monotoca glauca small","Eucalyptus obliqua small",0.235950812280552,-0.0752052238289762,0.54710684839008,0.229835194758106,0.242066429802998,"Potential 1","Bird",0.622312072219056,"small","small","Monotoca glauca","Eucalyptus obliqua","small_small","o_TAS","TAS",NA,"Canopy","Subcanopy","Subcanopy_Canopy"
"783","Nothofagus cunninghamii large","Eucalyptus obliqua small",0.10829780018675,-0.130268516735314,0.346864117108815,0.103772999213491,0.11282260116001,"Potential 1","Bird",0.477132633844129,"large","small","Nothofagus cunninghamii","Eucalyptus obliqua","large_small","o_TAS","TAS",NA,"Canopy","Subcanopy","Subcanopy_Canopy"
"784","Nothofagus cunninghamii small","Eucalyptus obliqua small",0.0989232332347094,-0.0203838382876247,0.218230304757044,0.0958894009432132,0.101957065526206,"Potential 1","Bird",0.238614143044668,"small","small","Nothofagus cunninghamii","Eucalyptus obliqua","small_small","o_TAS","TAS",NA,"Canopy","Subcanopy","Subcanopy_Canopy"
"785","Phyllocladus aspleniifolius small","Eucalyptus obliqua small",0.28926996462328,-0.0405496235889979,0.619089552835558,0.283034645832298,0.295505283414262,"Potential 1","Bird",0.659639176424555,"small","small","Phyllocladus aspleniifolius","Eucalyptus obliqua","small_small","o_TAS","TAS",NA,"Canopy","Subcanopy","Subcanopy_Canopy"
"786","Monotoca glauca small","Monotoca glauca small",-0.0579417190409906,-0.661701002566294,0.545817564484313,-0.0665864498151207,-0.0492969882668605,"Potential 1","Bird",1.20751856705061,"small","small","Monotoca glauca","Monotoca glauca","small_small","o_TAS","TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"787","Nothofagus cunninghamii large","Monotoca glauca small",-0.046725222966694,-0.384155639784089,0.290705193850701,-0.0519172863095686,-0.0415331596238195,"Potential 1","Bird",0.674860833634791,"large","small","Nothofagus cunninghamii","Monotoca glauca","large_small","o_TAS","TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"788","Nothofagus cunninghamii small","Monotoca glauca small",-0.272937948295881,-0.44093853453019,-0.104937362061572,-0.277774322250857,-0.268101574340905,"Potential 1","Bird",0.336001172468617,"small","small","Nothofagus cunninghamii","Monotoca glauca","small_small","o_TAS","TAS","1","Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"789","Phyllocladus aspleniifolius small","Monotoca glauca small",-0.110097944955994,-0.694500877376582,0.474304987464595,-0.117572120447512,-0.102623769464475,"Potential 1","Bird",1.16880586484118,"small","small","Phyllocladus aspleniifolius","Monotoca glauca","small_small","o_TAS","TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"790","Nothofagus cunninghamii large","Nothofagus cunninghamii large",-0.186233263136738,-0.534661285322472,0.162194759048996,-0.191909915534956,-0.18055661073852,"Potential 1","Bird",0.696856044371469,"large","large","Nothofagus cunninghamii","Nothofagus cunninghamii","large_large","o_TAS","TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"791","Nothofagus cunninghamii small","Nothofagus cunninghamii large",0.0363749688601057,-0.0835704808568879,0.156320418577099,0.0335584062618713,0.03919153145834,"Potential 1","Bird",0.239890899433987,"small","large","Nothofagus cunninghamii","Nothofagus cunninghamii","small_large","o_TAS","TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"792","Phyllocladus aspleniifolius small","Nothofagus cunninghamii large",0.136995683199914,-0.290220726237044,0.564212092636871,0.131348037057208,0.14264332934262,"Potential 1","Bird",0.854432818873915,"small","large","Phyllocladus aspleniifolius","Nothofagus cunninghamii","small_large","o_TAS","TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"793","Nothofagus cunninghamii small","Nothofagus cunninghamii small",0.396341279664101,0.273705759901086,0.518976799427117,0.385977678717992,0.406704880610211,"Potential 1","Bird",0.245271039526031,"small","small","Nothofagus cunninghamii","Nothofagus cunninghamii","small_small","o_TAS","TAS","1","Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"794","Phyllocladus aspleniifolius small","Nothofagus cunninghamii small",-0.121805861311106,-0.320391225048245,0.0767795024260335,-0.125719678919218,-0.117892043702993,"Potential 1","Bird",0.397170727474278,"small","small","Phyllocladus aspleniifolius","Nothofagus cunninghamii","small_small","o_TAS","TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"795","Phyllocladus aspleniifolius small","Phyllocladus aspleniifolius small",-0.419045926922861,-1.19043986721249,0.352348013366766,-0.430066081946512,-0.408025771899211,"Potential 1","Bird",1.54278788057925,"small","small","Phyllocladus aspleniifolius","Phyllocladus aspleniifolius","small_small","o_TAS","TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"796","Allocasuarina torulosa small","Allocasuarina torulosa small",0.0774574520098519,-0.32385516706628,0.478770071085984,0.0656968891677991,0.0892180148519047,"Potential 1","Bruxner",0.802625238152264,"small","small","Allocasuarina torulosa","Allocasuarina torulosa","small_small","N_NSW","N_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"797","Archontophoenix cunninghamiana small","Allocasuarina torulosa small",0.0339836962498435,-0.162913731525634,0.230881124025321,0.0291482002535182,0.0388191922461689,"Potential 1","Bruxner",0.393794855550956,"small","small","Archontophoenix cunninghamiana","Allocasuarina torulosa","small_small","N_NSW","N_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"798","Caldcluvia paniculosa small","Allocasuarina torulosa small",-0.119114331220851,-0.404425696498864,0.166197034057163,-0.124924710112267,-0.113303952329435,"Potential 1","Bruxner",0.570622730556027,"small","small","Caldcluvia paniculosa","Allocasuarina torulosa","small_small","N_NSW","N_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"799","Ceratopetalum apetalum small","Allocasuarina torulosa small",0.0246115966645775,-0.349665114455181,0.398888307784336,0.0183422194801943,0.0308809738489606,"Potential 1","Bruxner",0.748553422239518,"small","small","Ceratopetalum apetalum","Allocasuarina torulosa","small_small","N_NSW","N_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"800","Eucalyptus grandis large","Allocasuarina torulosa small",0.209104826526438,-0.250432028129318,0.668641681182194,0.201402383390386,0.21680726966249,"Potential 1","Bruxner",0.919073709311513,"large","small","Eucalyptus grandis","Allocasuarina torulosa","large_small","N_NSW","N_AUS",NA,"Subcanopy","Canopy","Canopy_Subcanopy"
"801","Eucalyptus grandis small","Allocasuarina torulosa small",0.159073236478551,-0.166007345207898,0.484153818165,0.151480916535565,0.166665556421537,"Potential 1","Bruxner",0.650161163372897,"small","small","Eucalyptus grandis","Allocasuarina torulosa","small_small","N_NSW","N_AUS",NA,"Subcanopy","Canopy","Canopy_Subcanopy"
"802","Geissois benthamii small","Allocasuarina torulosa small",-0.99515178079565,-2.39129517421063,0.400991612619326,-1.01459381974137,-0.975709741849926,"Potential 1","Bruxner",2.79228678682995,"small","small","Geissois benthamii","Allocasuarina torulosa","small_small","N_NSW","N_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"803","Lophostemon sp. small","Allocasuarina torulosa small",0.00129462220724824,-0.279363081773037,0.281952326187533,-0.0029617804639637,0.00555102487846019,"Potential 1","Bruxner",0.56131540796057,"small","small","Lophostemon sp","Allocasuarina torulosa","small_small","N_NSW","N_AUS",NA,"Subcanopy","Canopy","Canopy_Subcanopy"
"804","Niemeyeria whitei small","Allocasuarina torulosa small",-0.0393874775816119,-0.630049441746169,0.551274486582945,-0.0476563723635129,-0.0311185827997109,"Potential 1","Bruxner",1.18132392832911,"small","small","Niemeyeria whitei","Allocasuarina torulosa","small_small","N_NSW","N_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"805","Schizomeria ovata small","Allocasuarina torulosa small",0.475189955540116,-0.204055098521157,1.15443500960139,0.464368062678125,0.486011848402107,"Potential 1","Bruxner",1.35849010812255,"small","small","Schizomeria ovata","Allocasuarina torulosa","small_small","N_NSW","N_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"806","Syncarpia glomulifera subsp glabra small","Allocasuarina torulosa small",0.10607435238391,-0.34497504418943,0.55712374895725,0.0981961175919583,0.113952587175862,"Potential 1","Bruxner",0.90209879314668,"small","small","Syncarpia glomulifera","Allocasuarina torulosa","small_small","N_NSW","N_AUS",NA,"Subcanopy","Canopy","Canopy_Subcanopy"
"807","Archontophoenix cunninghamiana small","Archontophoenix cunninghamiana small",0.218100909439628,0.073663915649622,0.362537903229635,0.207963653941606,0.228238164937651,"Potential 1","Bruxner",0.288873987580013,"small","small","Archontophoenix cunninghamiana","Archontophoenix cunninghamiana","small_small","N_NSW","N_AUS","1","Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"808","Caldcluvia paniculosa small","Archontophoenix cunninghamiana small",0.063168060085246,-0.0628994179731506,0.189235538143643,0.0594076162210655,0.0669285039494266,"Potential 1","Bruxner",0.252134956116793,"small","small","Caldcluvia paniculosa","Archontophoenix cunninghamiana","small_small","N_NSW","N_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"809","Ceratopetalum apetalum small","Archontophoenix cunninghamiana small",0.0785046385391459,-0.032389632210614,0.189398909288906,0.0740403307787693,0.0829689462995225,"Potential 1","Bruxner",0.22178854149952,"small","small","Ceratopetalum apetalum","Archontophoenix cunninghamiana","small_small","N_NSW","N_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"810","Eucalyptus grandis large","Archontophoenix cunninghamiana small",-0.267337584843075,-0.497532708371495,-0.0371424613146562,-0.273449939450597,-0.261225230235553,"Potential 1","Bruxner",0.460390247056838,"large","small","Eucalyptus grandis","Archontophoenix cunninghamiana","large_small","N_NSW","N_AUS","1","Subcanopy","Canopy","Canopy_Subcanopy"
"811","Eucalyptus grandis small","Archontophoenix cunninghamiana small",-0.0550925498522877,-0.196489397923218,0.086304298218643,-0.0591326730476677,-0.0510524266569077,"Potential 1","Bruxner",0.282793696141862,"small","small","Eucalyptus grandis","Archontophoenix cunninghamiana","small_small","N_NSW","N_AUS",NA,"Subcanopy","Canopy","Canopy_Subcanopy"
"812","Geissois benthamii small","Archontophoenix cunninghamiana small",0.0446402121854005,-0.21155981943144,0.300840243802241,0.0388338569685686,0.0504465674022324,"Potential 1","Bruxner",0.512400063233681,"small","small","Geissois benthamii","Archontophoenix cunninghamiana","small_small","N_NSW","N_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"813","Lophostemon sp. small","Archontophoenix cunninghamiana small",-0.102844806305311,-0.236337881423885,0.030648268813262,-0.105908353086123,-0.0997812595245001,"Potential 1","Bruxner",0.266986150237147,"small","small","Lophostemon sp","Archontophoenix cunninghamiana","small_small","N_NSW","N_AUS",NA,"Subcanopy","Canopy","Canopy_Subcanopy"
"814","Niemeyeria whitei small","Archontophoenix cunninghamiana small",0.0955015430016671,-0.212265266660534,0.403268352663868,0.090364452277219,0.100638633726115,"Potential 1","Bruxner",0.615533619324401,"small","small","Niemeyeria whitei","Archontophoenix cunninghamiana","small_small","N_NSW","N_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"815","Schizomeria ovata small","Archontophoenix cunninghamiana small",0.0556500621307529,-0.247199066135144,0.35849919039665,0.0499627670519994,0.0613373572095064,"Potential 1","Bruxner",0.605698256531794,"small","small","Schizomeria ovata","Archontophoenix cunninghamiana","small_small","N_NSW","N_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
