"","site","from","to","alpha","lo","hi","lo_numerical","hi_numerical","Potential","range_ci","sig","species_from","species_to","size_from","size_to","region"
"1212","BondTier","small Non-euc","small Eucalypt",0.0946728362454442,-0.0131256696478787,0.202471342138767,0.0919819397863605,0.0973637327045279,"Potential 1",0.215597011786646,NA,"Non-euc","Eucalypt","small","small","o_TAS"
"165","BondTier","small Non-euc","small Non-euc",0.232710887016504,0.132457212437557,0.33296456159545,0.218281510707103,0.247140263325904,"Potential 1",0.200507349157894,1,"Non-euc","Non-euc","small","small","o_TAS"
"149","Supersite","large Eucalypt","large Eucalypt",-0.0762673842305322,-0.325204082111394,0.17266931365033,-0.083146904519898,-0.0693878639411664,"Potential 1",0.497873395761724,NA,"Eucalypt","Eucalypt","large","large","o_TAS"
"241","Supersite","large Non-euc","large Eucalypt",-0.405463713646265,-0.770871942188751,-0.0400554851037801,-0.413522039651937,-0.397405387640594,"Potential 1",0.73081645708497,1,"Non-euc","Eucalypt","large","large","o_TAS"
"338","Supersite","small Eucalypt","large Eucalypt",0.104746792650322,-0.128457028185015,0.33795061348566,0.0991948300643866,0.110298755236258,"Potential 1",0.466407641670675,NA,"Eucalypt","Eucalypt","small","large","o_TAS"
"49","Supersite","small Non-euc","large Eucalypt",0.0952479119485732,-0.00109086039422146,0.191586684291368,0.0908633759607773,0.099632447936369,"Potential 1",0.192677544685589,NA,"Non-euc","Eucalypt","small","large","o_TAS"
"638","Supersite","large Non-euc","large Non-euc",-0.423328707110521,-0.997636955244785,0.150979541023744,-0.435182590120284,-0.411474824100757,"Potential 1",1.14861649626853,NA,"Non-euc","Non-euc","large","large","o_TAS"
"76","Supersite","small Eucalypt","large Non-euc",-0.612848852373997,-1.16678481057239,-0.0589128941756065,-0.621853677135328,-0.603844027612666,"Potential 1",1.10787191639678,1,"Eucalypt","Non-euc","small","large","o_TAS"
"86","Supersite","small Non-euc","large Non-euc",0.162511351260214,-0.0261376947145664,0.351160397234995,0.156553981137431,0.168468721382997,"Potential 1",0.377298091949561,NA,"Non-euc","Non-euc","small","large","o_TAS"
"1113","Supersite","small Eucalypt","small Eucalypt",-0.0438605211704714,-0.416177803320386,0.328456760979443,-0.0503928429254846,-0.0373281994154582,"Potential 1",0.74463456429983,NA,"Eucalypt","Eucalypt","small","small","o_TAS"
"1213","Supersite","small Non-euc","small Eucalypt",0.0755242973655537,-0.0236144100693335,0.174663004800441,0.0719710260904707,0.0790775686406368,"Potential 1",0.198277414869774,NA,"Non-euc","Eucalypt","small","small","o_TAS"
"166","Supersite","small Non-euc","small Non-euc",0.354232904323848,0.263821244473727,0.444644564173969,0.340821106753887,0.367644701893808,"Potential 1",0.180823319700242,1,"Non-euc","Non-euc","small","small","o_TAS"
"150","Mackenzie","large Eucalypt","large Eucalypt",0.000227195385713121,-0.182834675925539,0.183289066696965,-0.00538279437563863,0.00583718514706487,"Potential 1",0.366123742622504,NA,"Eucalypt","Eucalypt","large","large","d_TAS"
"242","Mackenzie","small Eucalypt","large Eucalypt",-0.0326224306305189,-0.0958383494864833,0.0305934882254456,-0.0343779844190529,-0.0308668768419849,"Potential 1",0.126431837711929,NA,"Eucalypt","Eucalypt","small","large","d_TAS"
"339","Mackenzie","small Non-euc","large Eucalypt",-0.0119116369613531,-0.0746086769993227,0.0507854030766165,-0.0145735596007063,-0.00924971432199983,"Potential 1",0.125394080075939,NA,"Non-euc","Eucalypt","small","large","d_TAS"
"532","Mackenzie","small Eucalypt","small Eucalypt",0.177245985987699,0.0447859608437672,0.309706011131631,0.169687785609718,0.18480418636568,"Potential 1",0.264920050287864,1,"Eucalypt","Eucalypt","small","small","d_TAS"
"639","Mackenzie","small Non-euc","small Eucalypt",-0.0591487791807659,-0.105553736849475,-0.0127438215120568,-0.0619586701508596,-0.0563388882106721,"Potential 1",0.0928099153374181,1,"Non-euc","Eucalypt","small","small","d_TAS"
"932","Mackenzie","small Non-euc","small Non-euc",0.268441217735838,0.167222049967484,0.369660385504193,0.255949844023203,0.280932591448474,"Potential 1",0.202438335536709,1,"Non-euc","Non-euc","small","small","d_TAS"
"151","MtMaurice","large Eucalypt","large Eucalypt",-0.284487070200812,-0.573914994801682,0.00494085440005715,-0.295978024654289,-0.272996115747335,"Potential 1",0.578855849201739,NA,"Eucalypt","Eucalypt","large","large","d_TAS"
"243","MtMaurice","small Eucalypt","large Eucalypt",-0.0428554410454517,-0.142299756976702,0.056588874885799,-0.0471049188703937,-0.0386059632205097,"Potential 1",0.198888631862501,NA,"Eucalypt","Eucalypt","small","large","d_TAS"
"340","MtMaurice","small Non-euc","large Eucalypt",-0.0116298343599875,-0.152530246106474,0.129270577386499,-0.0157347845438147,-0.00752488417616017,"Potential 1",0.281800823492973,NA,"Non-euc","Eucalypt","small","large","d_TAS"
"533","MtMaurice","small Eucalypt","small Eucalypt",0.25052946945243,0.131724369428614,0.369334569476245,0.237040909391728,0.264018029513132,"Potential 1",0.237610200047631,1,"Eucalypt","Eucalypt","small","small","d_TAS"
"640","MtMaurice","small Non-euc","small Eucalypt",0.104755504599756,0.00592434616961228,0.2035866630299,0.0998991712940816,0.109611837905431,"Potential 1",0.197662316860288,1,"Non-euc","Eucalypt","small","small","d_TAS"
"933","MtMaurice","small Non-euc","small Non-euc",0.214916261366922,0.0351978290028126,0.394634693731032,0.207562322955758,0.222270199778087,"Potential 1",0.35943686472822,1,"Non-euc","Non-euc","small","small","d_TAS"
"152","BenRidge","large Eucalypt","large Eucalypt",-0.046398714058217,-0.233827349678147,0.141029921561713,-0.0540340635527819,-0.0387633645636522,"Potential 1",0.37485727123986,NA,"Eucalypt","Eucalypt","large","large","d_TAS"
"244","BenRidge","small Eucalypt","large Eucalypt",-0.0833065768178701,-0.126394232603091,-0.0402189210326495,-0.0851893037774717,-0.0814238498582686,"Potential 1",0.0861753115704412,1,"Eucalypt","Eucalypt","small","large","d_TAS"
"341","BenRidge","small Non-euc","large Eucalypt",-0.0443143404912719,-0.10145660615724,0.0128279251746966,-0.0465821408249686,-0.0420465401575752,"Potential 1",0.114284531331937,NA,"Non-euc","Eucalypt","small","large","d_TAS"
"534","BenRidge","small Eucalypt","small Eucalypt",0.309043664172977,0.204374784698686,0.413712543647269,0.298769481452237,0.319317846893718,"Potential 1",0.209337758948583,1,"Eucalypt","Eucalypt","small","small","d_TAS"
"641","BenRidge","small Non-euc","small Eucalypt",-0.0206076589208024,-0.0459631697235273,0.00474785188192261,-0.0229904563033931,-0.0182248615382116,"Potential 1",0.0507110216054499,NA,"Non-euc","Eucalypt","small","small","d_TAS"
"934","BenRidge","small Non-euc","small Non-euc",0.279048198823945,0.177130068287191,0.3809663293607,0.268590180755453,0.289506216892438,"Potential 1",0.203836261073508,1,"Non-euc","Non-euc","small","small","d_TAS"
"153","MtField","large Eucalypt","large Eucalypt",-0.361082375146589,-0.635265146087962,-0.0868996042052159,-0.373894803459672,-0.348269946833506,"Potential 1",0.548365541882747,1,"Eucalypt","Eucalypt","large","large","d_TAS"
"245","MtField","small Eucalypt","large Eucalypt",0.167577541978346,0.00382762953586821,0.331327454420824,0.161297463200195,0.173857620756497,"Potential 1",0.327499824884956,1,"Eucalypt","Eucalypt","small","large","d_TAS"
"342","MtField","small Non-euc","large Eucalypt",-0.0261973202466328,-0.115069358758528,0.0626747182652622,-0.0305495512003793,-0.0218450892928864,"Potential 1",0.17774407702379,NA,"Non-euc","Eucalypt","small","large","d_TAS"
"535","MtField","small Eucalypt","small Eucalypt",-0.0163705993871831,-0.187832990020732,0.155091791246366,-0.0246436892419786,-0.00809750953238749,"Potential 1",0.342924781267098,NA,"Eucalypt","Eucalypt","small","small","d_TAS"
"642","MtField","small Non-euc","small Eucalypt",0.0114366013505554,-0.0646123774611227,0.0874855801622336,0.00695365255629136,0.0159195501448195,"Potential 1",0.152097957623356,NA,"Non-euc","Eucalypt","small","small","d_TAS"
"935","MtField","small Non-euc","small Non-euc",0.152691299299203,0.0285506040126351,0.276831994585771,0.137416560040899,0.167966038557507,"Potential 1",0.248281390573136,1,"Non-euc","Non-euc","small","small","d_TAS"
"154","Caveside","large Eucalypt","large Eucalypt",-0.162994462599169,-0.434047793573306,0.108058868374969,-0.170090437671706,-0.155898487526632,"Potential 1",0.542106661948275,NA,"Eucalypt","Eucalypt","large","large","d_TAS"
"246","Caveside","small Eucalypt","large Eucalypt",0.0377202952592595,-0.0605820728679055,0.136022663386425,0.0351614989540505,0.0402790915644685,"Potential 1",0.19660473625433,NA,"Eucalypt","Eucalypt","small","large","d_TAS"
"343","Caveside","small Non-euc","large Eucalypt",-0.00759310316551149,-0.0332394605907682,0.0180532542597452,-0.00846582589659325,-0.00672038043442973,"Potential 1",0.0512927148505134,NA,"Non-euc","Eucalypt","small","large","d_TAS"
"536","Caveside","small Eucalypt","small Eucalypt",0.142413723382275,-0.0228555758211983,0.307683022585747,0.131895721006334,0.152931725758215,"Potential 1",0.330538598406946,NA,"Eucalypt","Eucalypt","small","small","d_TAS"
"643","Caveside","small Non-euc","small Eucalypt",-0.0290056558053982,-0.042397384339179,-0.0156139272716175,-0.0300076060968097,-0.0280037055139868,"Potential 1",0.0267834570675615,1,"Non-euc","Eucalypt","small","small","d_TAS"
"936","Caveside","small Non-euc","small Non-euc",0.203025521867755,0.0936229681962505,0.312428075539259,0.166271256005412,0.239779787730098,"Potential 1",0.218805107343009,1,"Non-euc","Non-euc","small","small","d_TAS"
