"","site","from","to","alpha","lo","hi","lo_numerical","hi_numerical","Potential","range_ci","sig","species_from","species_to","size_from","size_to"
"1","Frankland","large Eucalyptus diversicolor","large Eucalyptus diversicolor",-0.042979435039209,-0.445404448802855,0.359445578724437,-0.0500605773053214,-0.0358982927730966,"Potential 1",0.804850027527293,NA,"Eucalyptus diversicolor","Eucalyptus diversicolor","large","large"
"2","Frankland","large Eucalyptus guilfoylei","large Eucalyptus diversicolor",-0.583420666743311,-1.16121073243022,-0.00563060105640567,-0.593495748192194,-0.573345585294428,"Potential 1",1.15558013137381,1,"Eucalyptus guilfoylei","Eucalyptus diversicolor","large","large"
"3","Frankland","small Eucalyptus diversicolor","large Eucalyptus diversicolor",-0.0958553605101063,-0.260346700548948,0.0686359795287349,-0.0980627616149719,-0.0936479594052408,"Potential 1",0.328982680077682,NA,"Eucalyptus diversicolor","Eucalyptus diversicolor","small","large"
"4","Frankland","small Eucalyptus guilfoylei","large Eucalyptus diversicolor",-0.0249386709411448,-0.275665642038068,0.225788300155779,-0.029772386591831,-0.0201049552904585,"Potential 1",0.501453942193847,NA,"Eucalyptus guilfoylei","Eucalyptus diversicolor","small","large"
"5","Frankland","small Non-euc","large Eucalyptus diversicolor",-0.194882920029254,-0.915765749033875,0.525999908975367,-0.205406416348618,-0.184359423709889,"Potential 1",1.44176565800924,NA,"Non-euc","Eucalyptus diversicolor","small","large"
"7","Frankland","large Eucalyptus guilfoylei","large Eucalyptus guilfoylei",-0.80680980741242,-1.83944031648788,0.225820701663045,-0.828646608524057,-0.784973006300783,"Potential 1",2.06526101815093,NA,"Eucalyptus guilfoylei","Eucalyptus guilfoylei","large","large"
"8","Frankland","small Eucalyptus diversicolor","large Eucalyptus guilfoylei",-0.157003781157429,-0.486868197391631,0.172860635076774,-0.162672495765419,-0.151335066549439,"Potential 1",0.659728832468405,NA,"Eucalyptus diversicolor","Eucalyptus guilfoylei","small","large"
"9","Frankland","small Eucalyptus guilfoylei","large Eucalyptus guilfoylei",0.276202270436898,-0.18941864639552,0.741823187269316,0.267289062292506,0.28511547858129,"Potential 1",0.931241833664836,NA,"Eucalyptus guilfoylei","Eucalyptus guilfoylei","small","large"
"10","Frankland","small Non-euc","large Eucalyptus guilfoylei",-1.1181741291878,-2.50813592712143,0.271787668745823,-1.13989558059525,-1.09645267778036,"Potential 1",2.77992359586725,NA,"Non-euc","Eucalyptus guilfoylei","small","large"
"13","Frankland","small Eucalyptus diversicolor","small Eucalyptus diversicolor",0.424683947079289,0.241821102532798,0.607546791625781,0.415901303381664,0.433466590776914,"Potential 1",0.365725689092983,1,"Eucalyptus diversicolor","Eucalyptus diversicolor","small","small"
"14","Frankland","small Eucalyptus guilfoylei","small Eucalyptus diversicolor",0.0237840818468325,-0.102352092464724,0.149920256158389,0.0205300924638913,0.0270380712297737,"Potential 1",0.252272348623113,NA,"Eucalyptus guilfoylei","Eucalyptus diversicolor","small","small"
"15","Frankland","small Non-euc","small Eucalyptus diversicolor",-0.0894134008991994,-0.426841935543066,0.248015133744668,-0.0958143134836458,-0.083012488314753,"Potential 1",0.674857069287734,NA,"Non-euc","Eucalyptus diversicolor","small","small"
"19","Frankland","small Eucalyptus guilfoylei","small Eucalyptus guilfoylei",0.140299927498654,-0.097856441755988,0.378456296753295,0.129443155868449,0.151156699128859,"Potential 1",0.476312738509283,NA,"Eucalyptus guilfoylei","Eucalyptus guilfoylei","small","small"
"20","Frankland","small Non-euc","small Eucalyptus guilfoylei",0.693489729393216,0.134714010413354,1.25226544837308,0.679156309854778,0.707823148931654,"Potential 1",1.11755143795972,1,"Non-euc","Eucalyptus guilfoylei","small","small"
"25","Frankland","small Non-euc","small Non-euc",-1.48609168315326,-3.41335138141201,0.441168015105489,-1.52159863069906,-1.45058473560746,"Potential 1",3.8545193965175,NA,"Non-euc","Non-euc","small","small"
"11","Collins","large Eucalyptus diversicolor","large Eucalyptus diversicolor",-0.588670017615591,-1.15881679309847,-0.0185232421327158,-0.600158779023674,-0.577181256207507,"Potential 1",1.14029355096575,1,"Eucalyptus diversicolor","Eucalyptus diversicolor","large","large"
"21","Collins","small Eucalyptus diversicolor","large Eucalyptus diversicolor",-0.0116765724978171,-0.251873868890696,0.228520723895061,-0.0145578823505931,-0.00879526264504113,"Potential 1",0.480394592785757,NA,"Eucalyptus diversicolor","Eucalyptus diversicolor","small","large"
"31","Collins","small Non-euc","large Eucalyptus diversicolor",-0.196543943307402,-0.45939110199132,0.0663032153765152,-0.201278663384788,-0.191809223230017,"Potential 1",0.525694317367835,NA,"Non-euc","Eucalyptus diversicolor","small","large"
"51","Collins","small Eucalyptus diversicolor","small Eucalyptus diversicolor",0.337392273059134,0.196867836411191,0.477916709707078,0.331342688530654,0.343441857587614,"Potential 1",0.281048873295887,1,"Eucalyptus diversicolor","Eucalyptus diversicolor","small","small"
"6","Collins","small Non-euc","small Eucalyptus diversicolor",-0.0167946639306103,-0.110246272166052,0.0766569443048316,-0.0196474991853108,-0.0139418286759099,"Potential 1",0.186903216470884,NA,"Non-euc","Eucalyptus diversicolor","small","small"
"91","Collins","small Non-euc","small Non-euc",0.359811762496817,0.244564623157118,0.475058901836516,0.348702932147641,0.370920592845993,"Potential 1",0.230494278679399,1,"Non-euc","Non-euc","small","small"
"12","Clare","large Eucalyptus jacksonii","large Eucalyptus jacksonii",-1.85514599436146,-3.64507411558459,-0.0652178731383213,-1.9049923148793,-1.80529967384362,"Potential 1",3.57985624244627,1,"Eucalyptus jacksonii","Eucalyptus jacksonii","large","large"
"22","Clare","large Non-euc","large Eucalyptus jacksonii",0.298567832792895,-0.270239706249981,0.867375371835772,0.283457338943025,0.313678326642765,"Potential 1",1.13761507808575,NA,"Non-euc","Eucalyptus jacksonii","large","large"
"32","Clare","small Non-euc","large Eucalyptus jacksonii",-0.380845962502005,-0.96265139335957,0.20095946835556,-0.39480679565603,-0.366885129347981,"Potential 1",1.16361086171513,NA,"Non-euc","Eucalyptus jacksonii","small","large"
"52","Clare","large Non-euc","large Non-euc",-6.91432324999871e-05,-0.324371849268214,0.324233562803214,-0.00504688015902874,0.00490859369402877,"Potential 1",0.648605412071427,NA,"Non-euc","Non-euc","large","large"
"61","Clare","small Non-euc","large Non-euc",0.263083427715203,-0.0906215567440804,0.616788412174487,0.258222532250545,0.267944323179862,"Potential 1",0.707409968918568,NA,"Non-euc","Non-euc","small","large"
"92","Clare","small Non-euc","small Non-euc",-0.0643751688258436,-0.595068389049596,0.466318051397908,-0.0716889509154253,-0.057061386736262,"Potential 1",1.0613864404475,NA,"Non-euc","Non-euc","small","small"
"17","Sutton","large Eucalyptus diversicolor","large Eucalyptus diversicolor",-0.0263574050137257,-0.225591593899357,0.172876783871906,-0.0322488998733952,-0.0204659101540563,"Potential 1",0.398468377771263,NA,"Eucalyptus diversicolor","Eucalyptus diversicolor","large","large"
"23","Sutton","small Corymbia calophylla","large Eucalyptus diversicolor",-0.039977258697042,-0.092111713665003,0.0121571962709189,-0.0415818251949138,-0.0383726921991702,"Potential 1",0.104268909935922,NA,"Corymbia calophylla","Eucalyptus diversicolor","small","large"
"33","Sutton","small Eucalyptus diversicolor","large Eucalyptus diversicolor",-0.0880544070750645,-0.193046925981615,0.016938111831486,-0.0907957760473638,-0.0853130381027651,"Potential 1",0.209985037813101,NA,"Eucalyptus diversicolor","Eucalyptus diversicolor","small","large"
"41","Sutton","small Non-euc","large Eucalyptus diversicolor",-0.0969893028432283,-0.208933719888287,0.0149551142018304,-0.099847865626403,-0.0941307400600535,"Potential 1",0.223888834090117,NA,"Non-euc","Eucalyptus diversicolor","small","large"
"62","Sutton","small Corymbia calophylla","small Corymbia calophylla",0.437639159349522,0.3326196564631,0.542658662235945,0.427371162553939,0.447907156145106,"Potential 1",0.210039005772845,1,"Corymbia calophylla","Corymbia calophylla","small","small"
"71","Sutton","small Eucalyptus diversicolor","small Corymbia calophylla",-0.0612886576292507,-0.110242680631122,-0.0123346346273788,-0.0633460065677296,-0.0592313086907718,"Potential 1",0.0979080460037436,1,"Eucalyptus diversicolor","Corymbia calophylla","small","small"
"81","Sutton","small Non-euc","small Corymbia calophylla",-0.0238072774094485,-0.0930214354283804,0.0454068806094833,-0.0265042185632968,-0.0211103362556003,"Potential 1",0.138428316037864,NA,"Non-euc","Corymbia calophylla","small","small"
"111","Sutton","small Eucalyptus diversicolor","small Eucalyptus diversicolor",0.00123555553001296,-0.227013094430718,0.229484205490744,-0.00648717697222724,0.00895828803225317,"Potential 1",0.456497299921463,NA,"Eucalyptus diversicolor","Eucalyptus diversicolor","small","small"
"121","Sutton","small Non-euc","small Eucalyptus diversicolor",-0.124997254390716,-0.258247884522223,0.00825337574079088,-0.128963620200922,-0.121030888580511,"Potential 1",0.266501260263014,NA,"Non-euc","Eucalyptus diversicolor","small","small"
"16","Sutton","small Non-euc","small Non-euc",0.406304483239169,0.242660610693783,0.569948355784555,0.391689710847655,0.420919255630684,"Potential 1",0.327287745090772,1,"Non-euc","Non-euc","small","small"
"18","Giants","large Eucalyptus jacksonii","large Eucalyptus jacksonii",-0.581341783589438,-1.09416136952348,-0.0685221976554002,-0.603653287912367,-0.559030279266508,"Potential 1",1.02563917186807,1,"Eucalyptus jacksonii","Eucalyptus jacksonii","large","large"
"24","Giants","large Non-euc","large Eucalyptus jacksonii",-0.697527981201013,-1.23825538004836,-0.156800582353665,-0.708879929935872,-0.686176032466153,"Potential 1",1.0814547976947,1,"Non-euc","Eucalyptus jacksonii","large","large"
"34","Giants","small Eucalyptus jacksonii","large Eucalyptus jacksonii",0.31123136697823,0.0766161308471534,0.545846603109306,0.29936395240135,0.323098781555109,"Potential 1",0.469230472262152,1,"Eucalyptus jacksonii","Eucalyptus jacksonii","small","large"
"42","Giants","small Non-euc","large Eucalyptus jacksonii",-0.0675045276864878,-0.24329151756738,0.108282462194404,-0.0721660088701224,-0.0628430465028532,"Potential 1",0.351573979761784,NA,"Non-euc","Eucalyptus jacksonii","small","large"
"63","Giants","large Non-euc","large Non-euc",-0.182507868648457,-1.00733663115068,0.642320893853771,-0.194216099204897,-0.170799638092017,"Potential 1",1.64965752500445,NA,"Non-euc","Non-euc","large","large"
"72","Giants","small Eucalyptus jacksonii","large Non-euc",0.0935516981965449,-0.261214365130384,0.448317761523473,0.0856791581370627,0.101424238256027,"Potential 1",0.709532126653857,NA,"Eucalyptus jacksonii","Non-euc","small","large"
"82","Giants","small Non-euc","large Non-euc",-0.0671043721929151,-0.297962412276103,0.163753667890273,-0.0723827724420306,-0.0618259719437996,"Potential 1",0.461716080166376,NA,"Non-euc","Non-euc","small","large"
"112","Giants","small Eucalyptus jacksonii","small Eucalyptus jacksonii",0.381053703177037,0.239060480803937,0.523046925550137,0.368826996729978,0.393280409624096,"Potential 1",0.283986444746201,1,"Eucalyptus jacksonii","Eucalyptus jacksonii","small","small"
"122","Giants","small Non-euc","small Eucalyptus jacksonii",-0.0338445255725507,-0.118252164775089,0.0505631136299876,-0.036984910287252,-0.0307041408578495,"Potential 1",0.168815278405077,NA,"Non-euc","Eucalyptus jacksonii","small","small"
"161","Giants","small Non-euc","small Non-euc",0.277291128503523,0.141271736510705,0.413310520496341,0.268603402144647,0.285978854862399,"Potential 1",0.272038783985636,1,"Non-euc","Non-euc","small","small"
"110","Warren","large Eucalyptus diversicolor","large Eucalyptus diversicolor",-0.377450552049879,-0.656960498606004,-0.0979406054937533,-0.388955485729241,-0.365945618370517,"Potential 1",0.559019893112251,1,"Eucalyptus diversicolor","Eucalyptus diversicolor","large","large"
"26","Warren","small Eucalyptus diversicolor","large Eucalyptus diversicolor",-0.233666082961718,-0.421014543493999,-0.0463176224294367,-0.239089698323343,-0.228242467600093,"Potential 1",0.374696921064563,1,"Eucalyptus diversicolor","Eucalyptus diversicolor","small","large"
"35","Warren","small Non-euc","large Eucalyptus diversicolor",-0.0808083652665512,-0.215815950553157,0.0541992200200542,-0.0849848049273802,-0.0766319256057222,"Potential 1",0.270015170573211,NA,"Non-euc","Eucalyptus diversicolor","small","large"
"53","Warren","small Eucalyptus diversicolor","small Eucalyptus diversicolor",-0.0230359104900789,-0.360685303895414,0.314613482915256,-0.0309107580082131,-0.0151610629719446,"Potential 1",0.67529878681067,NA,"Eucalyptus diversicolor","Eucalyptus diversicolor","small","small"
"64","Warren","small Non-euc","small Eucalyptus diversicolor",-0.143205963590292,-0.308213239273057,0.0218013120924729,-0.146596108616116,-0.139815818564468,"Potential 1",0.33001455136553,NA,"Non-euc","Eucalyptus diversicolor","small","small"
"93","Warren","small Non-euc","small Non-euc",0.348744585709527,0.201906737012361,0.495582434406693,0.338135340556862,0.359353830862191,"Potential 1",0.293675697394331,1,"Non-euc","Non-euc","small","small"
"113","Dawson","large Eucalyptus diversicolor","large Eucalyptus diversicolor",-0.20991936236489,-0.551787641350813,0.131948916621034,-0.21626356564699,-0.203575159082789,"Potential 1",0.683736557971848,NA,"Eucalyptus diversicolor","Eucalyptus diversicolor","large","large"
"27","Dawson","small Eucalyptus diversicolor","large Eucalyptus diversicolor",0.150769343884502,-0.0550055368798807,0.356544224648884,0.147194966525249,0.154343721243755,"Potential 1",0.411549761528765,NA,"Eucalyptus diversicolor","Eucalyptus diversicolor","small","large"
"36","Dawson","small Non-euc","large Eucalyptus diversicolor",-0.140271896601461,-0.311274336672779,0.0307305434698578,-0.144048223963237,-0.136495569239684,"Potential 1",0.342004880142637,NA,"Non-euc","Eucalyptus diversicolor","small","large"
"54","Dawson","small Eucalyptus diversicolor","small Eucalyptus diversicolor",0.133440122421928,-0.117568577107457,0.384448821951313,0.129082180460373,0.137798064383483,"Potential 1",0.50201739905877,NA,"Eucalyptus diversicolor","Eucalyptus diversicolor","small","small"
"65","Dawson","small Non-euc","small Eucalyptus diversicolor",0.00912244104933144,-0.13890471475846,0.157149596857123,0.00586625430201831,0.0123786277966446,"Potential 1",0.296054311615583,NA,"Non-euc","Eucalyptus diversicolor","small","small"
"94","Dawson","small Non-euc","small Non-euc",0.242173162066584,0.114364004645784,0.369982319487383,0.23370996907437,0.250636355058798,"Potential 1",0.255618314841599,1,"Non-euc","Non-euc","small","small"
"114","Carey","large Eucalyptus diversicolor","large Eucalyptus diversicolor",-0.121337409916854,-0.392642532318816,0.149967712485107,-0.127013684278017,-0.115661135555692,"Potential 1",0.542610244803923,NA,"Eucalyptus diversicolor","Eucalyptus diversicolor","large","large"
"28","Carey","small Corymbia calophylla","large Eucalyptus diversicolor",-0.0398860255851041,-0.225790261286351,0.146018210116143,-0.0431184171293132,-0.036653634040895,"Potential 1",0.371808471402495,NA,"Corymbia calophylla","Eucalyptus diversicolor","small","large"
"37","Carey","small Non-euc","large Eucalyptus diversicolor",-0.0993889551738298,-0.229947507191019,0.0311695968433599,-0.101870975376952,-0.0969069349707078,"Potential 1",0.261117104034379,NA,"Non-euc","Eucalyptus diversicolor","small","large"
"55","Carey","small Corymbia calophylla","small Corymbia calophylla",0.457050703827454,-0.131856748371745,1.04595815602665,0.444914611875841,0.469186795779067,"Potential 1",1.1778149043984,NA,"Corymbia calophylla","Corymbia calophylla","small","small"
"66","Carey","small Non-euc","small Corymbia calophylla",-0.137472612231078,-0.410846884720711,0.135901660258556,-0.141028664381425,-0.13391656008073,"Potential 1",0.546748544979267,NA,"Non-euc","Corymbia calophylla","small","small"
"95","Carey","small Non-euc","small Non-euc",0.211696279806861,0.0112343839296374,0.412158175684084,0.205716024804232,0.21767653480949,"Potential 1",0.400923791754447,1,"Non-euc","Non-euc","small","small"
"115","Dombakup","large Eucalyptus diversicolor","large Eucalyptus diversicolor",-0.116018632872639,-0.379689957744793,0.147652691999516,-0.12145129276594,-0.110585972979337,"Potential 1",0.527342649744309,NA,"Eucalyptus diversicolor","Eucalyptus diversicolor","large","large"
"29","Dombakup","large Non-euc","large Eucalyptus diversicolor",0.0645910851037979,-0.231595266723988,0.360777436931583,0.0602870053915394,0.0688951648160563,"Potential 1",0.592372703655571,NA,"Non-euc","Eucalyptus diversicolor","large","large"
"38","Dombakup","small Eucalyptus diversicolor","large Eucalyptus diversicolor",0.18658219716742,-0.130665552430142,0.503829946764982,0.180652797581378,0.192511596753462,"Potential 1",0.634495499195124,NA,"Eucalyptus diversicolor","Eucalyptus diversicolor","small","large"
"43","Dombakup","small Non-euc","large Eucalyptus diversicolor",0.00297639178471756,-0.087670706885468,0.0936234904549031,-0.00024947565165447,0.00620225922108959,"Potential 1",0.181294197340371,NA,"Non-euc","Eucalyptus diversicolor","small","large"
"67","Dombakup","large Non-euc","large Non-euc",-0.00848972796796826,-0.576040394770998,0.559060938835061,-0.0165039005770934,-0.000475555358843152,"Potential 1",1.13510133360606,NA,"Non-euc","Non-euc","large","large"
"73","Dombakup","small Eucalyptus diversicolor","large Non-euc",-0.569837160249234,-1.15315397196178,0.0134796514633084,-0.575611526308012,-0.564062794190456,"Potential 1",1.16663362342508,NA,"Eucalyptus diversicolor","Non-euc","small","large"
"83","Dombakup","small Non-euc","large Non-euc",-0.10839062959031,-0.221854585829087,0.00507332664846635,-0.110924741059172,-0.105856518121449,"Potential 1",0.226927912477553,NA,"Non-euc","Non-euc","small","large"
"116","Dombakup","small Eucalyptus diversicolor","small Eucalyptus diversicolor",-0.0598530658306607,-0.719140306601782,0.599434174940461,-0.067955190909761,-0.0517509407515604,"Potential 1",1.31857448154224,NA,"Eucalyptus diversicolor","Eucalyptus diversicolor","small","small"
"123","Dombakup","small Non-euc","small Eucalyptus diversicolor",-0.0498470578541551,-0.16766841273506,0.0679742970267496,-0.0527011184233134,-0.0469929972849968,"Potential 1",0.235642709761809,NA,"Non-euc","Eucalyptus diversicolor","small","small"
"162","Dombakup","small Non-euc","small Non-euc",0.328709788931488,0.229930887788686,0.42748869007429,0.317383323560987,0.34003625430199,"Potential 1",0.197557802285604,1,"Non-euc","Non-euc","small","small"
"117","Bird","large Eucalyptus obliqua","large Eucalyptus obliqua",0.0237403348840883,-0.194532454855447,0.242013124623623,0.018007506529678,0.0294731632384987,"Potential 1",0.43654557947907,NA,"Eucalyptus obliqua","Eucalyptus obliqua","large","large"
"210","Bird","small Eucalyptus obliqua","large Eucalyptus obliqua",0.125221384998678,-0.0612316842079485,0.311674454205304,0.120743368458366,0.129699401538989,"Potential 1",0.372906138413252,NA,"Eucalyptus obliqua","Eucalyptus obliqua","small","large"
"39","Bird","small Non-euc","large Eucalyptus obliqua",0.065610960433403,-0.0227426708751686,0.153964591741975,0.0621083800086352,0.0691135408581707,"Potential 1",0.176707262617143,NA,"Non-euc","Eucalyptus obliqua","small","large"
"56","Bird","small Eucalyptus obliqua","small Eucalyptus obliqua",-0.099637803648495,-0.426852757325968,0.227577150028978,-0.106062894551597,-0.0932127127453933,"Potential 1",0.654429907354947,NA,"Eucalyptus obliqua","Eucalyptus obliqua","small","small"
"68","Bird","small Non-euc","small Eucalyptus obliqua",0.0329888081755497,-0.0659306471669553,0.131908263518055,0.0296514988253122,0.0363261175257873,"Potential 1",0.19783891068501,NA,"Non-euc","Eucalyptus obliqua","small","small"
"96","Bird","small Non-euc","small Non-euc",0.209746637989348,0.094148207023301,0.325345068955395,0.196033208423136,0.22346006755556,"Potential 1",0.231196861932094,1,"Non-euc","Non-euc","small","small"
"118","Flowerdale","large Eucalyptus obliqua","large Eucalyptus obliqua",-0.202449861722555,-0.43335592305041,0.0284561996053013,-0.211565009031211,-0.193334714413898,"Potential 1",0.461812122655712,NA,"Eucalyptus obliqua","Eucalyptus obliqua","large","large"
"211","Flowerdale","small Eucalyptus obliqua","large Eucalyptus obliqua",0.0221172265192083,-0.110957557698662,0.155192010737078,0.0185586529114425,0.0256758001269741,"Potential 1",0.26614956843574,NA,"Eucalyptus obliqua","Eucalyptus obliqua","small","large"
"310","Flowerdale","small Non-euc","large Eucalyptus obliqua",-0.0834842879244321,-0.160948081386081,-0.00602049446278317,-0.0869794672362974,-0.0799891086125668,"Potential 1",0.154927586923298,1,"Non-euc","Eucalyptus obliqua","small","large"
"57","Flowerdale","small Eucalyptus obliqua","small Eucalyptus obliqua",0.136356665082987,-0.0590813459614941,0.331794676127468,0.129533679451144,0.14317965071483,"Potential 1",0.390876022088962,NA,"Eucalyptus obliqua","Eucalyptus obliqua","small","small"
"69","Flowerdale","small Non-euc","small Eucalyptus obliqua",-0.0216366546501027,-0.0971856406418881,0.0539123313416826,-0.0247148763832757,-0.0185584329169297,"Potential 1",0.151097971983571,NA,"Non-euc","Eucalyptus obliqua","small","small"
"97","Flowerdale","small Non-euc","small Non-euc",0.27579525214974,0.169078257271129,0.382512247028351,0.264297066725581,0.287293437573899,"Potential 1",0.213433989757222,1,"Non-euc","Non-euc","small","small"
"119","Dip","large Eucalyptus obliqua","large Eucalyptus obliqua",-0.136215639425813,-0.495766906829016,0.22333562797739,-0.142619104864382,-0.129812173987245,"Potential 1",0.719102534806406,NA,"Eucalyptus obliqua","Eucalyptus obliqua","large","large"
"212","Dip","large Non-euc","large Eucalyptus obliqua",-0.419036557729936,-0.768827425855586,-0.0692456896042857,-0.424409878429076,-0.413663237030795,"Potential 1",0.6995817362513,1,"Non-euc","Eucalyptus obliqua","large","large"
"311","Dip","small Non-euc","large Eucalyptus obliqua",0.00362311258529128,-0.0378448372013055,0.045091062371888,0.0024070698242602,0.00483915534632236,"Potential 1",0.0829358995731935,NA,"Non-euc","Eucalyptus obliqua","small","large"
"58","Dip","large Non-euc","large Non-euc",-0.224111157124626,-0.811231646335452,0.3630093320862,-0.231270118265945,-0.216952195983307,"Potential 1",1.17424097842165,NA,"Non-euc","Non-euc","large","large"
"610","Dip","small Non-euc","large Non-euc",-0.00180222167024079,-0.0561174822948432,0.0525130389543616,-0.00343398891065739,-0.000170454429824197,"Potential 1",0.108630521249205,NA,"Non-euc","Non-euc","small","large"
"98","Dip","small Non-euc","small Non-euc",0.480500230450474,0.398479574096007,0.562520886804941,0.461859640803585,0.499140820097363,"Potential 1",0.164041312708934,1,"Non-euc","Non-euc","small","small"
"120","Weld","large Eucalyptus regnans","large Eucalyptus regnans",-0.481727637866923,-1.33946282100486,0.376007545271011,-0.492399873360782,-0.471055402373065,"Potential 1",1.71547036627587,NA,"Eucalyptus regnans","Eucalyptus regnans","large","large"
"213","Weld","large Non-euc","large Eucalyptus regnans",-0.489887388511138,-1.12986473785359,0.150089960831315,-0.497052821709379,-0.482721955312897,"Potential 1",1.27995469868491,NA,"Non-euc","Eucalyptus regnans","large","large"
"312","Weld","small Eucalyptus obliqua","large Eucalyptus regnans",0.382467011522968,-0.140991685211287,0.905925708257223,0.374822697486655,0.390111325559282,"Potential 1",1.04691739346851,NA,"Eucalyptus obliqua","Eucalyptus regnans","small","large"
"44","Weld","small Eucalyptus regnans","large Eucalyptus regnans",0.174801046205643,-0.17716227150954,0.526764363920826,0.16859435181584,0.181007740595447,"Potential 1",0.703926635430366,NA,"Eucalyptus regnans","Eucalyptus regnans","small","large"
"59","Weld","small Non-euc","large Eucalyptus regnans",0.0683921198398877,-0.0567499126154474,0.193534152295223,0.0666401054248099,0.0701441342549655,"Potential 1",0.25028406491067,NA,"Non-euc","Eucalyptus regnans","small","large"
"74","Weld","large Non-euc","large Non-euc",-0.08556817133328,-0.909071259595322,0.737934916928762,-0.0944628416386174,-0.0766735010279426,"Potential 1",1.64700617652408,NA,"Non-euc","Non-euc","large","large"
"84","Weld","small Eucalyptus obliqua","large Non-euc",0.098892288375381,-0.567416757596584,0.765201334347346,0.0918086339251825,0.105975942825579,"Potential 1",1.33261809194393,NA,"Eucalyptus obliqua","Non-euc","small","large"
"99","Weld","small Eucalyptus regnans","large Non-euc",-0.0770749621086996,-0.557623816284842,0.403473892067443,-0.082688123133717,-0.0714618010836823,"Potential 1",0.961097708352285,NA,"Eucalyptus regnans","Non-euc","small","large"
"101","Weld","small Non-euc","large Non-euc",-0.0156430387906553,-0.145774119678073,0.114488042096762,-0.0176993191408566,-0.0135867584404541,"Potential 1",0.260262161774835,NA,"Non-euc","Non-euc","small","large"
"131","Weld","small Eucalyptus obliqua","small Eucalyptus obliqua",-0.0866808065437747,-0.604399854889993,0.431038241802443,-0.0958214718198145,-0.0775401412677349,"Potential 1",1.03543809669244,NA,"Eucalyptus obliqua","Eucalyptus obliqua","small","small"
"141","Weld","small Eucalyptus regnans","small Eucalyptus obliqua",0.342690882919072,-0.0698984609475491,0.755280226785693,0.334172753106426,0.351209012731717,"Potential 1",0.825178687733242,NA,"Eucalyptus regnans","Eucalyptus obliqua","small","small"
"151","Weld","small Non-euc","small Eucalyptus obliqua",-0.0164767314764544,-0.119228400820874,0.0862749378679657,-0.0186887046476439,-0.0142647583052649,"Potential 1",0.20550333868884,NA,"Non-euc","Eucalyptus obliqua","small","small"
"191","Weld","small Eucalyptus regnans","small Eucalyptus regnans",-0.0351166302711384,-0.478090126826697,0.40785686628442,-0.0430998242162742,-0.0271334363260025,"Potential 1",0.885946993111118,NA,"Eucalyptus regnans","Eucalyptus regnans","small","small"
"201","Weld","small Non-euc","small Eucalyptus regnans",-0.051444534532909,-0.148077332965921,0.0451882639001026,-0.0532672524512586,-0.0496218166145595,"Potential 1",0.193265596866023,NA,"Non-euc","Eucalyptus regnans","small","small"
"251","Weld","small Non-euc","small Non-euc",0.249566601543063,0.135252819446714,0.363880383639412,0.242473696616849,0.256659506469277,"Potential 1",0.228627564192698,1,"Non-euc","Non-euc","small","small"
"124","ZigZag","large Eucalyptus obliqua","large Eucalyptus obliqua",-0.368368658489366,-0.640645669488631,-0.0960916474901001,-0.379427352899607,-0.357309964079124,"Potential 1",0.544554021998531,1,"Eucalyptus obliqua","Eucalyptus obliqua","large","large"
"214","ZigZag","small Eucalyptus obliqua","large Eucalyptus obliqua",0.0921748403806054,-0.0259452190020254,0.210294899763236,0.0885675217463772,0.0957821590148336,"Potential 1",0.236240118765262,NA,"Eucalyptus obliqua","Eucalyptus obliqua","small","large"
"313","ZigZag","small Non-euc","large Eucalyptus obliqua",-0.0417268632682343,-0.0944891878108981,0.0110354612744296,-0.0443401029944574,-0.0391136235420111,"Potential 1",0.105524649085328,NA,"Non-euc","Eucalyptus obliqua","small","large"
"510","ZigZag","small Eucalyptus obliqua","small Eucalyptus obliqua",0.167848648897435,0.0311688589017699,0.3045284388931,0.159747922897274,0.175949374897595,"Potential 1",0.27335957999133,1,"Eucalyptus obliqua","Eucalyptus obliqua","small","small"
"611","ZigZag","small Non-euc","small Eucalyptus obliqua",-0.00333396203206526,-0.0436041703623713,0.0369362462982408,-0.00580135263991432,-0.000866571424216206,"Potential 1",0.080540416660612,NA,"Non-euc","Eucalyptus obliqua","small","small"
"910","ZigZag","small Non-euc","small Non-euc",0.0212530438204493,-0.103970746175664,0.146476833816562,-0.00670179305218602,0.0492078806930846,"Potential 1",0.250447579992226,NA,"Non-euc","Non-euc","small","small"
"125","NorthStyx","large Eucalyptus regnans","large Eucalyptus regnans",-0.0279161683774912,-0.230037870482351,0.174205533727369,-0.0346473863507818,-0.0211849504042006,"Potential 1",0.40424340420972,NA,"Eucalyptus regnans","Eucalyptus regnans","large","large"
"215","NorthStyx","small Eucalyptus delegatensis","large Eucalyptus regnans",-0.0515091345221762,-0.122246802707291,0.0192285336629387,-0.0537454721808879,-0.0492727968634646,"Potential 1",0.14147533637023,NA,"Eucalyptus delegatensis","Eucalyptus regnans","small","large"
"314","NorthStyx","small Eucalyptus regnans","large Eucalyptus regnans",-0.00052165367581816,-0.05063955033919,0.0495962429875536,-0.0023832957587647,0.00133998840712838,"Potential 1",0.100235793326744,NA,"Eucalyptus regnans","Eucalyptus regnans","small","large"
