"","from","to","alpha","mean_effect","quan_0","quan_25","quan_50","quan_75","quan_100","site","class_int","species_from","species_to","which_species","int","group","se","sig","lo","hi","range_ci"
"946","Olearia argophylla large","Acacia melanoxylon small",-0.183206114088256,0.605892449251629,0.181036547034102,0.391089818502613,0.608329925356947,0.833623997487969,0.983339596526688,"Lardner","large_small","Olearia argophylla","Acacia melanoxylon","between","Olearia argophylla large_Acacia melanoxylon small","between_species_large_small",0.112158573230012,NA,-0.411901083991248,0.0277524441851942,0.439653528176442
"947","Nematolepis squamea subsp squamea large","Acacia melanoxylon small",-0.166275830414442,0.743766154001609,0.275010395786862,0.580419814512455,0.79377160577807,0.939460229733017,0.997221458029219,"Lardner","large_small","Nematolepis squamea","Acacia melanoxylon","between","Nematolepis squamea subsp squamea large_Acacia melanoxylon small","between_species_large_small",0.150562607959628,NA,-0.476280043245685,0.113914534792906,0.59019457803859
"948","Olearia argophylla large","Hedycarya angustifolia small",-0.140260482644524,0.705429310822226,0.287103083156076,0.535955599402964,0.73388107726231,0.88920464148356,0.987219908730543,"Lardner","large_small","Olearia argophylla","Hedycarya angustifolia","between","Olearia argophylla large_Hedycarya angustifolia small","between_species_large_small",0.116976207402522,NA,-0.37793370238165,0.0806046047324133,0.458538307114063
"949","Eucalyptus regnans large","Olearia argophylla small",-0.127392935554226,0.570262863792039,0.356578806812687,0.507112614791096,0.571097673114928,0.632574476535807,0.871899773603035,"Lardner","large_small","Eucalyptus regnans","Olearia argophylla","between","Eucalyptus regnans large_Olearia argophylla small","between_species_large_small",NA,NA,NA,NA,NA
"950","Nematolepis squamea subsp squamea small","Hedycarya angustifolia small",-0.117524438796423,0.653836605064353,0.189692449192452,0.499118543798606,0.672161716071313,0.827375504248165,0.985669409452256,"Lardner","small_small","Nematolepis squamea","Hedycarya angustifolia","between","Nematolepis squamea subsp squamea small_Hedycarya angustifolia small","between_species_small_small",0.0834016721199996,NA,-0.280553561463769,0.0463749857474666,0.326928547211235
"951","Eucalyptus regnans large","Eucalyptus regnans small",-0.110362668657801,0.604657217418266,0.401356993357551,0.548876877183493,0.598600095242556,0.663854093280952,0.897413803711507,"Lardner","large_small","Eucalyptus regnans","Eucalyptus regnans","within","Eucalyptus regnans large_Eucalyptus regnans small","within_species_large_small",NA,NA,NA,NA,NA
"952","Olearia argophylla large","Nematolepis squamea subsp squamea small",-0.107597756402434,0.720622523202001,0.343415255546288,0.556651641686458,0.744553579947652,0.899210490315092,0.990181366886595,"Lardner","large_small","Olearia argophylla","Nematolepis squamea","between","Olearia argophylla large_Nematolepis squamea subsp squamea small","between_species_large_small",0.0892694690517024,NA,-0.285238740891747,0.0646911476289528,0.349929888520699
"953","Nematolepis squamea subsp squamea large","Olearia argophylla small",-0.0978889870834274,0.860735305430945,0.510661072677093,0.79167466059201,0.897658403009216,0.967243974818799,0.998363296260866,"Lardner","large_small","Nematolepis squamea","Olearia argophylla","between","Nematolepis squamea subsp squamea large_Olearia argophylla small","between_species_large_small",NA,NA,NA,NA,NA
"954","Nematolepis squamea subsp squamea small","Acacia melanoxylon small",-0.0751540057849571,0.74386789519268,0.386038352350052,0.633134093829257,0.747589630518479,0.873119643025053,0.990812109288669,"Lardner","small_small","Nematolepis squamea","Acacia melanoxylon","between","Nematolepis squamea subsp squamea small_Acacia melanoxylon small","between_species_small_small",0.0690832117575449,NA,-0.211837610510035,0.0589636034522488,0.270801213962284
"955","Nematolepis squamea subsp squamea large","Hedycarya angustifolia small",-0.055418776604108,0.907952497503365,0.665046915916627,0.860976560841258,0.932735930959195,0.979871612291189,0.999073068877416,"Lardner","large_small","Nematolepis squamea","Hedycarya angustifolia","between","Nematolepis squamea subsp squamea large_Hedycarya angustifolia small","between_species_large_small",0.154936215080719,NA,-0.368122256562256,0.239216546356064,0.60733880291832
"956","Eucalyptus regnans small","Eucalyptus regnans small",-0.0461827389791145,0.49663721489379,0.282458242175385,0.371931132868494,0.455379294579179,0.622683870902803,0.949600468533329,"Lardner","small_small","Eucalyptus regnans","Eucalyptus regnans","within","Eucalyptus regnans small_Eucalyptus regnans small","within_species_small_small",0.149963175464897,NA,-0.335965924476455,0.251878921360461,0.587844845836916
"957","Nematolepis squamea subsp squamea small","Eucalyptus regnans large",-0.0413829189459443,0.862756337776684,0.612877135465795,0.799668407422143,0.874298684967701,0.9389832537981,0.994930274989005,"Lardner","large_small","Nematolepis squamea","Eucalyptus regnans","between","Nematolepis squamea subsp squamea small_Eucalyptus regnans large","between_species_large_small",0.0948570610561492,NA,-0.226465903082664,0.145366943616074,0.371832846698739
"958","Eucalyptus regnans small","Olearia argophylla small",-0.0354444988298296,0.825113720099137,0.660683988395332,0.7922729297077,0.821144890726306,0.86032015048666,0.964008463399052,"Lardner","small_small","Eucalyptus regnans","Olearia argophylla","between","Eucalyptus regnans small_Olearia argophylla small","between_species_small_small",NA,NA,NA,NA,NA
"959","Nematolepis squamea subsp squamea large","Nematolepis squamea subsp squamea small",-0.0174287589994739,0.970276616562301,0.894725812374671,0.95532536689545,0.979639320140217,0.993547177199957,0.999708394961296,"Lardner","large_small","Nematolepis squamea","Nematolepis squamea","within","Nematolepis squamea subsp squamea large_Nematolepis squamea subsp squamea small","within_species_large_small",NA,NA,NA,NA,NA
"960","Nematolepis squamea subsp squamea small","Olearia argophylla small",-0.0168273220734064,0.943519616252679,0.81281799256646,0.919801768784538,0.955407852897525,0.97588780152622,0.997935414873679,"Lardner","small_small","Nematolepis squamea","Olearia argophylla","between","Nematolepis squamea subsp squamea small_Olearia argophylla small","between_species_small_small",NA,NA,NA,NA,NA
"961","Hedycarya angustifolia small","Hedycarya angustifolia small",-0.0147681281568578,0.665345273117554,0.43121295148048,0.534352720847963,0.648453449434927,0.770545270066898,1.06338888982799,"Lardner","small_small","Hedycarya angustifolia","Hedycarya angustifolia","within","Hedycarya angustifolia small_Hedycarya angustifolia small","within_species_small_small",0.155398686344547,NA,-0.330703868228202,0.278447788732095,0.609151656960296
"962","Olearia argophylla small","Acacia melanoxylon small",0.0132619790370567,1.11508588652949,1.0145483447231,1.07720640047443,1.10664494133648,1.14867238050258,1.2437863069797,"Lardner","small_small","Olearia argophylla","Acacia melanoxylon","between","Olearia argophylla small_Acacia melanoxylon small","between_species_small_small",0.0566553688865531,NA,-0.0963319043254112,0.125753060771539,0.22208496509695
"963","Olearia argophylla small","Olearia argophylla large",0.0324088627449984,1.3555521438753,1.0507455568554,1.20399509586054,1.31875983338789,1.47645663858552,1.89595367000139,"Lardner","large_small","Olearia argophylla","Olearia argophylla","within","Olearia argophylla small_Olearia argophylla large","within_species_large_small",0.0557663453431191,NA,-0.0755399156977409,0.143060141146132,0.218600056843873
"964","Eucalyptus regnans small","Hedycarya angustifolia small",0.0367429983264098,1.27540442186718,1.04368466802679,1.20429522243976,1.27351780176176,1.33559192341178,1.60338932190719,"Lardner","small_small","Eucalyptus regnans","Hedycarya angustifolia","between","Eucalyptus regnans small_Hedycarya angustifolia small","between_species_small_small",NA,NA,NA,NA,NA
"965","Eucalyptus regnans small","Nematolepis squamea subsp squamea small",0.054242416469973,1.5248843697017,1.06835764042083,1.38137034894085,1.51561436912637,1.6674939382356,2.01328737100599,"Lardner","small_small","Eucalyptus regnans","Nematolepis squamea","between","Eucalyptus regnans small_Nematolepis squamea subsp squamea small","between_species_small_small",NA,NA,NA,NA,NA
"966","Acacia melanoxylon small","Acacia melanoxylon small",0.064933052733854,1.30425659495831,1.05097145590701,1.19513153504228,1.29460867300263,1.40200751971331,1.69615934736669,"Lardner","small_small","Acacia melanoxylon","Acacia melanoxylon","within","Acacia melanoxylon small_Acacia melanoxylon small","within_species_small_small",0.138378095354587,NA,-0.221611471669683,0.320820694618796,0.542432166288479
"967","Olearia argophylla small","Hedycarya angustifolia small",0.0709229723940226,1.66247111345744,1.09166681587137,1.40556383017304,1.59994593785634,1.87872417492564,2.82503625951423,"Lardner","small_small","Olearia argophylla","Hedycarya angustifolia","between","Olearia argophylla small_Hedycarya angustifolia small","between_species_small_small",0.0676925377255494,NA,-0.0593558530259323,0.205994018902459,0.265349871928391
"968","Eucalyptus regnans small","Acacia melanoxylon small",0.0732226067271228,1.79777335640224,1.08797947164644,1.49221885209645,1.76960977398325,2.0605946680161,2.80103180743011,"Lardner","small_small","Eucalyptus regnans","Acacia melanoxylon","between","Eucalyptus regnans small_Acacia melanoxylon small","between_species_small_small",0.0952203552147717,NA,-0.105143994460988,0.268112939171138,0.373256933632127
"969","Nematolepis squamea subsp squamea large","Nematolepis squamea subsp squamea large",0.0919858970718453,1.14365792159288,0.984972277287623,1.02287900241712,1.07807579523458,1.19996387364392,1.78976903746915,"Lardner","large_large","Nematolepis squamea","Nematolepis squamea","within","Nematolepis squamea subsp squamea large_Nematolepis squamea subsp squamea large","within_species_large_large",0.223074006429249,NA,-0.363437766817315,0.510996270159452,0.874434036976767
"970","Eucalyptus regnans large","Olearia argophylla large",0.137566541522596,2.45004838891352,1.27510407561445,1.98665609088965,2.38398616092792,2.79363401379666,4.64490776868998,"Lardner","large_large","Eucalyptus regnans","Olearia argophylla","between","Eucalyptus regnans large_Olearia argophylla large","between_species_large_large",NA,NA,NA,NA,NA
"971","Olearia argophylla small","Olearia argophylla small",0.148557847851772,4.01875451363831,1.50174275227121,2.83492276637643,3.64561826438062,4.8609544719655,9.6117049663073,"Lardner","small_small","Olearia argophylla","Olearia argophylla","within","Olearia argophylla small_Olearia argophylla small","within_species_small_small",0.0781994656699208,NA,-0.00512826056274285,0.301408012083899,0.306536272646642
"972","Olearia argophylla large","Olearia argophylla large",0.168782482981569,0.990124166662945,0.709027366119008,0.879961358433896,0.955174840650973,1.01691431767386,2.28804971439579,"Lardner","large_large","Olearia argophylla","Olearia argophylla","within","Olearia argophylla large_Olearia argophylla large","within_species_large_large",0.163445332309522,NA,-0.16160029731765,0.479093632218036,0.640693929535686
"973","Eucalyptus regnans large","Nematolepis squamea subsp squamea large",0.183767558473029,4.34655061334053,1.37762345673199,2.97255177221278,4.09133044173984,5.46353637475117,8.77214979225863,"Lardner","large_large","Eucalyptus regnans","Nematolepis squamea","between","Eucalyptus regnans large_Nematolepis squamea subsp squamea large","between_species_large_large",NA,NA,NA,NA,NA
"974","Eucalyptus regnans large","Hedycarya angustifolia small",0.197553050056227,2.8987265614423,1.28198383815939,2.27462342848483,2.74897497722175,3.31781277824064,6.22186073746312,"Lardner","large_small","Eucalyptus regnans","Hedycarya angustifolia","between","Eucalyptus regnans large_Hedycarya angustifolia small","between_species_large_small",NA,NA,NA,NA,NA
"975","Eucalyptus regnans small","Nematolepis squamea subsp squamea large",0.211847428899106,8.75730482238794,1.58389136211919,5.3453658059777,7.62994416266219,11.3057293667942,24.624108011711,"Lardner","large_small","Eucalyptus regnans","Nematolepis squamea","between","Eucalyptus regnans small_Nematolepis squamea subsp squamea large","between_species_large_small",NA,NA,NA,NA,NA
"976","Eucalyptus regnans large","Acacia melanoxylon small",0.215032296186678,3.65724421550236,1.26412157881833,2.70793901700727,3.53493900134446,4.44605255880965,7.20269412308356,"Lardner","large_small","Eucalyptus regnans","Acacia melanoxylon","between","Eucalyptus regnans large_Acacia melanoxylon small","between_species_large_small",0.1284336883994,NA,-0.0161751431373622,0.487275664191564,0.503450807328926
"977","Nematolepis squamea subsp squamea small","Nematolepis squamea subsp squamea small",0.221091990008137,4.54624917870789,1.1882264564188,2.54865144779062,3.77125156359909,5.83180224741509,17.9127529852745,"Lardner","small_small","Nematolepis squamea","Nematolepis squamea","within","Nematolepis squamea subsp squamea small_Nematolepis squamea subsp squamea small","within_species_small_small",0.10354032341816,1,0.0139294446780645,0.419800054372512,0.405870609694447
"978","Eucalyptus regnans small","Olearia argophylla large",0.231486349508999,7.09254827973198,1.52537190536685,4.58880797485184,6.11270004098527,8.81747218456404,28.5430439816881,"Lardner","large_small","Eucalyptus regnans","Olearia argophylla","between","Eucalyptus regnans small_Olearia argophylla large","between_species_large_small",NA,NA,NA,NA,NA
"979","Eucalyptus delegatensis large","Eucalyptus delegatensis large",-0.956607160622393,0.00234185834965935,4.01230849289014e-06,5.64392060332373e-05,0.000194418544058952,0.00108020590076655,0.0818273083546902,"Caveside","large_large","Eucalyptus delegatensis","Eucalyptus delegatensis","within","Eucalyptus delegatensis large_Eucalyptus delegatensis large","within_species_large_large",0.638355324236669,NA,-2.19596890604691,0.30633798363961,2.50230688968652
"980","Eucalyptus obliqua large","Eucalyptus delegatensis large",-0.550717129716171,0.21395124901166,0.00265873976520002,0.0418648432862024,0.127440229697566,0.346578553595021,0.864624177602484,"Caveside","large_large","Eucalyptus obliqua","Eucalyptus delegatensis","between","Eucalyptus obliqua large_Eucalyptus delegatensis large","between_species_large_large",0.524131754294392,NA,-1.58978721944497,0.464771503696643,2.05455872314161
"981","Eucalyptus obliqua large","Eucalyptus obliqua large",-0.476029622097252,0.0238192090840185,9.99962852685269e-07,7.15544090266094e-05,0.0016241032264333,0.0251430965590177,0.450550447361598,"Caveside","large_large","Eucalyptus obliqua","Eucalyptus obliqua","within","Eucalyptus obliqua large_Eucalyptus obliqua large","within_species_large_large",0.570618319708509,NA,-1.59404271002747,0.642740001067409,2.23678271109488
"982","Bedfordia salicina large","Nothofagus cunninghamii small",-0.245742241968497,0.559619159937734,0.0596983254989238,0.285261074879722,0.52378120224948,0.879811805928915,0.995077686426565,"Caveside","large_small","Bedfordia salicina","Nothofagus cunninghamii","between","Bedfordia salicina large_Nothofagus cunninghamii small","between_species_large_small",NA,NA,NA,NA,NA
"983","Eucalyptus obliqua large","Eucalyptus delegatensis small",-0.223848209087256,0.493833743917461,0.10988242316515,0.311497265250276,0.466859741448775,0.662885714243269,0.94258913153265,"Caveside","large_small","Eucalyptus obliqua","Eucalyptus delegatensis","between","Eucalyptus obliqua large_Eucalyptus delegatensis small","between_species_large_small",0.165039638620581,NA,-0.531632247390617,0.115311248045071,0.646943495435688
"984","Bedfordia salicina large","Nothofagus cunninghamii large",-0.195161546206395,0.605757280094956,0.100161889052619,0.362211993192888,0.582913610795426,0.897470344168673,0.996088853403369,"Caveside","large_large","Bedfordia salicina","Nothofagus cunninghamii","between","Bedfordia salicina large_Nothofagus cunninghamii large","between_species_large_large",NA,NA,NA,NA,NA
"985","Nothofagus cunninghamii large","Pomaderris apetala large",-0.172311674616168,0.529021819598055,0.0460515501922965,0.170918175196868,0.582814938026839,0.855324909986156,0.992603080963873,"Caveside","large_large","Nothofagus cunninghamii","Pomaderris apetala","between","Nothofagus cunninghamii large_Pomaderris apetala large","between_species_large_large",NA,NA,NA,NA,NA
"986","Bedfordia salicina large","Bedfordia salicina large",-0.148367004502274,0.828461312107013,0.0409767869951014,0.362051215588537,0.758336470710813,1.31704183536274,1.61173312668108,"Caveside","large_large","Bedfordia salicina","Bedfordia salicina","within","Bedfordia salicina large_Bedfordia salicina large","within_species_large_large",0.433408043378463,NA,-0.986694100035128,0.712234211228392,1.69892831126352
"987","Eucalyptus obliqua large","Bedfordia salicina small",-0.130066849834328,0.685431834169053,0.279564960229272,0.585567058677113,0.678746968974749,0.812149784555656,0.966228991234359,"Caveside","large_small","Eucalyptus obliqua","Bedfordia salicina","between","Eucalyptus obliqua large_Bedfordia salicina small","between_species_large_small",0.0658079561156935,1,-0.260275274297668,-0.00231282653176454,0.257962447765903
"988","Eucalyptus delegatensis large","Bedfordia salicina small",-0.103245345603025,0.684887218579022,0.501352053576317,0.62149438174729,0.676953109529562,0.755679950268493,0.917131302794503,"Caveside","large_small","Eucalyptus delegatensis","Bedfordia salicina","between","Eucalyptus delegatensis large_Bedfordia salicina small","between_species_large_small",0.108640327722284,NA,-0.315127759480509,0.110734499728101,0.42586225920861
"989","Nothofagus cunninghamii large","Nothofagus cunninghamii large",-0.0955377714370547,3.71900524417239,0.750714605670467,2.20480183089601,3.27486167394123,4.86343611825983,9.95902192030061,"Caveside","large_large","Nothofagus cunninghamii","Nothofagus cunninghamii","within","Nothofagus cunninghamii large_Nothofagus cunninghamii large","within_species_large_large",0.156561709094104,NA,-0.398263735171774,0.215446887193189,0.613710622364963
"990","Eucalyptus delegatensis large","Pomaderris apetala large",-0.0768937387032278,0.737630774123536,0.569193259494897,0.678547034661053,0.741156380187079,0.792939235704491,0.934183936077113,"Caveside","large_large","Eucalyptus delegatensis","Pomaderris apetala","between","Eucalyptus delegatensis large_Pomaderris apetala large","between_species_large_large",NA,NA,NA,NA,NA
"991","Bedfordia salicina large","Pomaderris apetala small",-0.0735696235026905,0.881587715486533,0.582116503232275,0.816607324791616,0.891178401915443,0.964617748432085,0.998523823407036,"Caveside","large_small","Bedfordia salicina","Pomaderris apetala","between","Bedfordia salicina large_Pomaderris apetala small","between_species_large_small",NA,NA,NA,NA,NA
"992","Eucalyptus obliqua small","Pomaderris apetala small",-0.058315627501947,0.883103876701044,0.635692284598931,0.82359047245143,0.900725496428683,0.954478062036082,0.992981233270713,"Caveside","small_small","Eucalyptus obliqua","Pomaderris apetala","between","Eucalyptus obliqua small_Pomaderris apetala small","between_species_small_small",NA,NA,NA,NA,NA
"993","Eucalyptus obliqua small","Pomaderris apetala large",-0.0570141851585321,0.85505874695207,0.558993053736262,0.786737043270638,0.875768286399486,0.949409242461399,0.993137333860903,"Caveside","large_small","Eucalyptus obliqua","Pomaderris apetala","between","Eucalyptus obliqua small_Pomaderris apetala large","between_species_large_small",NA,NA,NA,NA,NA
"994","Nothofagus cunninghamii small","Pomaderris apetala small",-0.0554928696736592,0.802016084649822,0.323176175179258,0.711876567021292,0.84405566598204,0.942779532915367,0.997533025255851,"Caveside","small_small","Nothofagus cunninghamii","Pomaderris apetala","between","Nothofagus cunninghamii small_Pomaderris apetala small","between_species_small_small",NA,NA,NA,NA,NA
"995","Nothofagus cunninghamii large","Eucalyptus delegatensis small",-0.0539330441014998,0.799713752757506,0.431655004918425,0.650009499488883,0.84363120358368,0.946604307280157,0.997678879028803,"Caveside","large_small","Nothofagus cunninghamii","Eucalyptus delegatensis","between","Nothofagus cunninghamii large_Eucalyptus delegatensis small","between_species_large_small",0.109545411109196,NA,-0.26448345000372,0.164926670887595,0.429410120891315
"996","Nothofagus cunninghamii large","Pomaderris apetala small",-0.0487314211633748,0.860077293808935,0.570062380758207,0.772531916272805,0.891880440865238,0.958015736144969,0.99790250676591,"Caveside","large_small","Nothofagus cunninghamii","Pomaderris apetala","between","Nothofagus cunninghamii large_Pomaderris apetala small","between_species_large_small",NA,NA,NA,NA,NA
"997","Eucalyptus delegatensis small","Bedfordia salicina small",-0.039690283697346,0.838222083779823,0.595203886597921,0.791587489387782,0.844810725256425,0.899399745939368,0.973884692419531,"Caveside","small_small","Eucalyptus delegatensis","Bedfordia salicina","between","Eucalyptus delegatensis small_Bedfordia salicina small","between_species_small_small",0.0317048822740288,NA,-0.105569646903194,0.0187112078791632,0.124280854782358
"998","Eucalyptus obliqua small","Nothofagus cunninghamii large",-0.0359921603826996,0.892607401306927,0.629035901665426,0.845945196813616,0.923702964683072,0.966705082018489,0.995662208170146,"Caveside","large_small","Eucalyptus obliqua","Nothofagus cunninghamii","between","Eucalyptus obliqua small_Nothofagus cunninghamii large","between_species_large_small",NA,NA,NA,NA,NA
"999","Pomaderris apetala large","Bedfordia salicina small",-0.0289685156489623,0.853801053053652,0.611697150329375,0.806612510141248,0.861511421987301,0.917253261090626,0.980425438799365,"Caveside","large_small","Pomaderris apetala","Bedfordia salicina","between","Pomaderris apetala large_Bedfordia salicina small","between_species_large_small",0.0310355652108307,NA,-0.0935226322936217,0.0281345478125231,0.121657180106145
"1000","Eucalyptus obliqua large","Pomaderris apetala large",-0.0276944408279909,0.915697138445472,0.794939715979276,0.883243143672983,0.915231364928694,0.953220961903437,0.992711784915752,"Caveside","large_large","Eucalyptus obliqua","Pomaderris apetala","between","Eucalyptus obliqua large_Pomaderris apetala large","between_species_large_large",NA,NA,NA,NA,NA
"1001","Eucalyptus obliqua small","Eucalyptus delegatensis large",-0.0264657581540963,0.912763442386613,0.711940918093132,0.871841162031233,0.936572289671026,0.974280127270853,0.996808500150283,"Caveside","large_small","Eucalyptus obliqua","Eucalyptus delegatensis","between","Eucalyptus obliqua small_Eucalyptus delegatensis large","between_species_large_small",0.182874606600023,NA,-0.38128388222991,0.335571403016042,0.716855285245952
"1002","Nothofagus cunninghamii large","Bedfordia salicina small",-0.0228422021876927,0.900951332538903,0.692488351985263,0.820978204072835,0.944341320877775,0.980072262068953,0.999016279715621,"Caveside","large_small","Nothofagus cunninghamii","Bedfordia salicina","between","Nothofagus cunninghamii large_Bedfordia salicina small","between_species_large_small",0.0468084191566742,NA,-0.111855535443756,0.0716300959969162,0.183485631440672
"1003","Eucalyptus obliqua large","Nothofagus cunninghamii small",-0.0190253402718056,0.930937593364707,0.804685510414638,0.89712181827105,0.936893505026684,0.967045833083537,0.994928092573392,"Caveside","large_small","Eucalyptus obliqua","Nothofagus cunninghamii","between","Eucalyptus obliqua large_Nothofagus cunninghamii small","between_species_large_small",NA,NA,NA,NA,NA
"1004","Bedfordia salicina large","Eucalyptus delegatensis small",-0.0185076517353899,0.953200203921163,0.809968937204622,0.930217673706526,0.95936430002772,0.990465711056316,0.999628438122546,"Caveside","large_small","Bedfordia salicina","Eucalyptus delegatensis","between","Bedfordia salicina large_Eucalyptus delegatensis small","between_species_large_small",NA,NA,NA,NA,NA
"1005","Eucalyptus obliqua small","Nothofagus cunninghamii small",-0.0130102276595358,0.961270233556387,0.852877565542011,0.94525940505417,0.972532038015877,0.987795978350544,0.998429824664624,"Caveside","small_small","Eucalyptus obliqua","Nothofagus cunninghamii","between","Eucalyptus obliqua small_Nothofagus cunninghamii small","between_species_small_small",NA,NA,NA,NA,NA
"1006","Bedfordia salicina small","Pomaderris apetala small",-0.00194109842697187,0.990013747950242,0.964457953465115,0.987639275349047,0.991261467351372,0.993863130822812,0.999392951178312,"Caveside","small_small","Bedfordia salicina","Pomaderris apetala","between","Bedfordia salicina small_Pomaderris apetala small","between_species_small_small",NA,NA,NA,NA,NA
"1007","Bedfordia salicina small","Eucalyptus obliqua small",0.00395846580183321,1.08313831203842,1.00164679408059,1.02029175490336,1.04996186223153,1.13445906727785,1.32700061635716,"Caveside","small_small","Bedfordia salicina","Eucalyptus obliqua","between","Bedfordia salicina small_Eucalyptus obliqua small","between_species_small_small",NA,NA,NA,NA,NA
"1008","Nothofagus cunninghamii small","Nothofagus cunninghamii large",0.0107811692663252,1.05306318281951,1.00047999182466,1.01236577153277,1.04504263692775,1.08394870142415,1.17653179386764,"Caveside","large_small","Nothofagus cunninghamii","Nothofagus cunninghamii","within","Nothofagus cunninghamii small_Nothofagus cunninghamii large","within_species_large_small",0.0741918530818325,NA,-0.130032138542691,0.160794581430666,0.290826719973357
"1009","Bedfordia salicina small","Nothofagus cunninghamii small",0.0167630105502002,1.30629911538973,1.0052577404598,1.0809206165501,1.17062922834876,1.46971190541635,2.60586563002404,"Caveside","small_small","Bedfordia salicina","Nothofagus cunninghamii","between","Bedfordia salicina small_Nothofagus cunninghamii small","between_species_small_small",NA,NA,NA,NA,NA
"1010","Pomaderris apetala small","Pomaderris apetala large",0.0216385332183586,1.56558054018727,1.11524723222488,1.33192196610778,1.49068376799173,1.68424140865094,2.58593515635576,"Caveside","large_small","Pomaderris apetala","Pomaderris apetala","within","Pomaderris apetala small_Pomaderris apetala large","within_species_large_small",0.0268787349488145,NA,-0.0293010931727996,0.0760616117265493,0.105362704899349
"1011","Pomaderris apetala large","Eucalyptus delegatensis small",0.0256556261944049,1.20212099987166,1.01664153546412,1.09823869122591,1.19928542742798,1.2779397957011,1.51283087473629,"Caveside","large_small","Pomaderris apetala","Eucalyptus delegatensis","between","Pomaderris apetala large_Eucalyptus delegatensis small","between_species_large_small",0.0766036772327807,NA,-0.125637013534601,0.174643883384561,0.300280896919162
"1012","Pomaderris apetala small","Eucalyptus delegatensis small",0.035454669968566,2.87546925383715,1.25755449682066,1.82112296941086,2.51814819676744,3.57525139758313,6.9650262615354,"Caveside","small_small","Pomaderris apetala","Eucalyptus delegatensis","between","Pomaderris apetala small_Eucalyptus delegatensis small","between_species_small_small",0.031047834396037,NA,-0.0284364388369424,0.0932688355914505,0.121705274428393
"1013","Nothofagus cunninghamii small","Eucalyptus delegatensis large",0.040675867890566,1.46691463632795,1.00181214857627,1.05198101313632,1.22153137306491,1.64468184612242,3.42143954105698,"Caveside","large_small","Nothofagus cunninghamii","Eucalyptus delegatensis","between","Nothofagus cunninghamii small_Eucalyptus delegatensis large","between_species_large_small",0.103054106981022,NA,-0.162612996085485,0.241351680197996,0.403964676283481
"1014","Eucalyptus obliqua small","Bedfordia salicina large",0.0423158957943524,1.23719638810536,1.00512410822828,1.0526913498724,1.14654586974055,1.36155038879459,1.84872125433138,"Caveside","large_small","Eucalyptus obliqua","Bedfordia salicina","between","Eucalyptus obliqua small_Bedfordia salicina large","between_species_large_small",0.184514171298552,NA,-0.321296891286914,0.401985369477918,0.723282260764831
"1015","Nothofagus cunninghamii small","Pomaderris apetala large",0.0488167693364336,1.82532988000595,1.00217522767271,1.05455955825693,1.26177444873992,2.06583895966601,6.3146245938103,"Caveside","large_small","Nothofagus cunninghamii","Pomaderris apetala","between","Nothofagus cunninghamii small_Pomaderris apetala large","between_species_large_small",NA,NA,NA,NA,NA
"1016","Eucalyptus obliqua small","Eucalyptus obliqua small",0.0556505682236364,3.34699409679623,1.23883159099866,1.86963747000952,2.64595188317045,4.20173111998013,9.99002642928335,"Caveside","small_small","Eucalyptus obliqua","Eucalyptus obliqua","within","Eucalyptus obliqua small_Eucalyptus obliqua small","within_species_small_small",0.187901737776051,NA,-0.301837176974575,0.434724100372523,0.736561277347098
"1017","Nothofagus cunninghamii small","Eucalyptus delegatensis small",0.0634566926757635,1.66621393397554,1.00282849019228,1.08052341442949,1.34147855793161,1.91254859894154,5.45677316171583,"Caveside","small_small","Nothofagus cunninghamii","Eucalyptus delegatensis","between","Nothofagus cunninghamii small_Eucalyptus delegatensis small","between_species_small_small",0.0598989471137756,NA,-0.0572360550519287,0.177563503057811,0.234799558109739
"1018","Eucalyptus delegatensis small","Eucalyptus obliqua small",0.0892424718286278,1.71886816431199,1.11012702588052,1.44830320357093,1.62800418150184,1.94325198090195,3.22817503235345,"Caveside","small_small","Eucalyptus delegatensis","Eucalyptus obliqua","between","Eucalyptus delegatensis small_Eucalyptus obliqua small","between_species_small_small",NA,NA,NA,NA,NA
"1019","Pomaderris apetala large","Bedfordia salicina large",0.0951429331326038,2.44512955460073,1.09671238383208,1.55853260011218,2.28148924237542,3.19012426982974,6.18866501901862,"Caveside","large_large","Pomaderris apetala","Bedfordia salicina","between","Pomaderris apetala large_Bedfordia salicina large","between_species_large_large",0.256011182946628,NA,-0.37782687704686,0.625718519382912,1.00354539642977
"1020","Bedfordia salicina small","Bedfordia salicina large",0.105104174310736,8.63409423294547,1.04936684399557,1.96808879607216,3.21944288584254,8.82680139761391,122.605007253726,"Caveside","large_small","Bedfordia salicina","Bedfordia salicina","within","Bedfordia salicina small_Bedfordia salicina large","within_species_large_small",0.159565576448312,NA,-0.194258948350814,0.431226617671313,0.625485566022127
"1021","Pomaderris apetala small","Eucalyptus delegatensis large",0.138169987283117,321.726692579795,2.20818136209131,15.8826843312555,81.3431481370785,366.504966588212,2895.74738905521,"Caveside","large_small","Pomaderris apetala","Eucalyptus delegatensis","between","Pomaderris apetala small_Eucalyptus delegatensis large","between_species_large_small",0.0857964502717736,NA,-0.0303508221175214,0.305965082950594,0.336315905068116
