"","iter","types","value","split","site"
"180",5,"Non-euc Suppressed",0.60687255859375,"test","Frankland"
"181",6,"Eucalyptus diversicolor Co/dominant",0.5433837890625,"test","Frankland"
"182",6,"Eucalyptus diversicolor Suppressed",0.67489013671875,"test","Frankland"
"183",6,"Eucalyptus guilfoylei Suppressed",0.558966064453125,"test","Frankland"
"184",6,"Non-euc Suppressed",0.659619140625,"test","Frankland"
"185",7,"Eucalyptus diversicolor Co/dominant",0.42325439453125,"test","Frankland"
"186",7,"Eucalyptus diversicolor Suppressed",0.781903076171875,"test","Frankland"
"187",7,"Eucalyptus guilfoylei Suppressed",0.5547607421875,"test","Frankland"
"188",7,"Non-euc Suppressed",0.613330078125,"test","Frankland"
"189",8,"Eucalyptus diversicolor Co/dominant",0.476953125,"test","Frankland"
"190",8,"Eucalyptus diversicolor Suppressed",0.82445068359375,"test","Frankland"
"191",8,"Eucalyptus guilfoylei Suppressed",0.5799072265625,"test","Frankland"
"192",8,"Non-euc Suppressed",0.619720458984375,"test","Frankland"
"193",9,"Eucalyptus diversicolor Co/dominant",0.461627197265625,"test","Frankland"
"194",9,"Eucalyptus diversicolor Suppressed",0.76312255859375,"test","Frankland"
"195",9,"Eucalyptus guilfoylei Suppressed",0.745074462890625,"test","Frankland"
"196",9,"Non-euc Suppressed",0.637420654296875,"test","Frankland"
"197",10,"Eucalyptus diversicolor Co/dominant",0.63883056640625,"test","Frankland"
"198",10,"Eucalyptus diversicolor Suppressed",0.828204345703125,"test","Frankland"
"199",10,"Eucalyptus guilfoylei Suppressed",0.5620849609375,"test","Frankland"
"200",10,"Non-euc Suppressed",0.659185791015625,"test","Frankland"
"201",11,"Eucalyptus diversicolor Co/dominant",0.588763427734375,"test","Frankland"
"202",11,"Eucalyptus diversicolor Suppressed",0.80316162109375,"test","Frankland"
"203",11,"Eucalyptus guilfoylei Suppressed",0.57633056640625,"test","Frankland"
"204",11,"Non-euc Suppressed",0.539447021484375,"test","Frankland"
"205",12,"Eucalyptus diversicolor Co/dominant",0.453125,"test","Frankland"
"206",12,"Eucalyptus diversicolor Suppressed",0.80037841796875,"test","Frankland"
"207",12,"Eucalyptus guilfoylei Suppressed",0.65892333984375,"test","Frankland"
"208",12,"Non-euc Suppressed",0.670684814453125,"test","Frankland"
