"","from","to","alpha","lo","hi","lo_numerical","hi_numerical","se","site","range_ci","size_from","size_to","species_from","species_to","size_int","georegion","sig","class_from","class_to","class_int","group"
"953","Misc_small","Leptospermum lanigerum small",-0.779399139290513,-2.84361903797109,1.28482075939006,-0.799737940234662,-0.759060338346364,1.05319277035847,"MtMaurice",4.12843979736115,"small","small","Misc","Leptospermum lanigerum","small_small","d_TAS",NA,"Misc","Subcanopy","Misc_Subcanopy","Misc.small_Subcanopy.small"
"954","Misc_large","Misc_large",-0.416028103085828,-1.74098517099979,0.908928964828132,-0.429066720787246,-0.40298948538441,0.676010925897135,"MtMaurice",2.64991413582792,"large","large","Misc","Misc","large_large","d_TAS",NA,"Misc","Misc","Misc_Misc","Misc.large_Misc.large"
"955","Misc_small","Misc_large",0.294440458493611,-0.507339692159116,1.09622060914634,0.28401747172917,0.304863445258052,0.409079022358098,"MtMaurice",1.60356030130545,"small","large","Misc","Misc","small_large","d_TAS",NA,"Misc","Misc","Misc_Misc","Misc.small_Misc.large"
"956","Misc_small","Misc_small",-0.930586752833676,-2.57209398689417,0.710920481226815,-0.952172923037913,-0.909000582629439,0.83751908045683,"MtMaurice",3.28301446812098,"small","small","Misc","Misc","small_small","d_TAS",NA,"Misc","Misc","Misc_Misc","Misc.small_Misc.small"
"957","Acacia dealbata large","Acacia dealbata large",-0.04032373499179,-0.385155522427517,0.304508052443937,-0.0478214426876335,-0.0328260272959465,0.17593781832509,"BenRidge",0.689663574871454,"large","large","Acacia dealbata","Acacia dealbata","large_large","d_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.large"
"958","Acacia dealbata small","Acacia dealbata large",-0.0101480988517073,-0.164492575415398,0.144196377711984,-0.0137636535190636,-0.0065325441843511,0.0787486289447871,"BenRidge",0.308688953127382,"small","large","Acacia dealbata","Acacia dealbata","small_large","d_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"959","Eucalyptus delegatensis large","Acacia dealbata large",-0.0680891440745762,-0.243339566948404,0.107161278799251,-0.0729493810647696,-0.0632289070843829,0.0894151240819629,"BenRidge",0.350500845747655,"large","large","Eucalyptus delegatensis","Acacia dealbata","large_large","d_TAS",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.large_Subcanopy.large"
"960","Eucalyptus delegatensis small","Acacia dealbata large",-0.00352041618974907,-0.0616039717739438,0.0545631393944457,-0.00495733678766519,-0.00208349559183296,0.0296350116850873,"BenRidge",0.11616711116839,"small","large","Eucalyptus delegatensis","Acacia dealbata","small_large","d_TAS",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.small_Subcanopy.large"
"961","Tasmannia lanceolata small","Acacia dealbata large",-0.110626832013341,-0.239817426955836,0.0185637629291549,-0.113841141895895,-0.107412522130786,0.0659147800477634,"BenRidge",0.258381189884991,"small","large","Tasmannia lanceolata","Acacia dealbata","small_large","d_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"962","Acacia dealbata small","Acacia dealbata small",0.206829078161891,0.0406691049658352,0.372989051357947,0.199569215236798,0.214088941086984,0.0847770543268675,"BenRidge",0.332319946392111,"small","small","Acacia dealbata","Acacia dealbata","small_small","d_TAS",1,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"963","Eucalyptus delegatensis large","Acacia dealbata small",0.136262924234285,-0.00179920065231051,0.27432504912088,0.131919799255238,0.140606049213331,0.070441154008753,"BenRidge",0.27612424977319,"large","small","Eucalyptus delegatensis","Acacia dealbata","large_small","d_TAS",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"964","Eucalyptus delegatensis small","Acacia dealbata small",0.00579945139340602,-0.0464979572420221,0.0580968600288342,0.00387340262388362,0.00772550016292842,0.026682841648083,"BenRidge",0.104594817270856,"small","small","Eucalyptus delegatensis","Acacia dealbata","small_small","d_TAS",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"965","Tasmannia lanceolata small","Acacia dealbata small",-0.127513858892045,-0.213529336773569,-0.0414983810105203,-0.130644825291996,-0.124382892492093,0.0438862543189587,"BenRidge",0.172030955763049,"small","small","Tasmannia lanceolata","Acacia dealbata","small_small","d_TAS",1,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"966","Eucalyptus delegatensis large","Eucalyptus delegatensis large",-0.35367110878616,-0.602914595969444,-0.104427621602876,-0.366387512497411,-0.340954705074909,0.127167381211739,"BenRidge",0.498486974366568,"large","large","Eucalyptus delegatensis","Eucalyptus delegatensis","large_large","d_TAS",1,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.large"
"967","Eucalyptus delegatensis small","Eucalyptus delegatensis large",-0.0365665809599649,-0.108710716893009,0.0355775549730797,-0.0392670253857087,-0.0338661365342211,0.0368089089912408,"BenRidge",0.144288271866089,"small","large","Eucalyptus delegatensis","Eucalyptus delegatensis","small_large","d_TAS",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.small"
"968","Tasmannia lanceolata small","Eucalyptus delegatensis large",0.0456635303164484,-0.0427942585985703,0.134121319231467,0.0425074864414668,0.0488195741914301,0.0451323542742431,"BenRidge",0.176915577830038,"small","large","Tasmannia lanceolata","Eucalyptus delegatensis","small_large","d_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"969","Eucalyptus delegatensis small","Eucalyptus delegatensis small",0.387339224352981,0.269844986194264,0.504833462511699,0.377119854022451,0.397558594683512,0.0599471414196878,"BenRidge",0.234988476317435,"small","small","Eucalyptus delegatensis","Eucalyptus delegatensis","small_small","d_TAS",1,"Canopy","Canopy","Canopy_Canopy","Canopy.small_Canopy.small"
"970","Tasmannia lanceolata small","Eucalyptus delegatensis small",-0.00166837322265699,-0.0290899957721939,0.0257532493268799,-0.00371546634620829,0.000378719900894315,0.0139908808354823,"BenRidge",0.0548432450990738,"small","small","Tasmannia lanceolata","Eucalyptus delegatensis","small_small","d_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"971","Tasmannia lanceolata small","Tasmannia lanceolata small",0.513534799139535,0.41104766643097,0.616021931848101,0.497364652279339,0.529704945999732,0.0522903142695329,"BenRidge",0.20497426541713,"small","small","Tasmannia lanceolata","Tasmannia lanceolata","small_small","d_TAS",1,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"972","Acacia melanoxylon small","Acacia melanoxylon small",-0.0678757864079885,-0.483204382018043,0.347452809202066,-0.0750962876528853,-0.0606552851630916,0.211906238525868,"Bird",0.830657191220109,"small","small","Acacia melanoxylon","Acacia melanoxylon","small_small","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"973","Eucalyptus obliqua large","Acacia melanoxylon small",0.0290304137762484,-0.267761199757996,0.325822027310493,0.023127966138851,0.0349328614136459,0.151427075127553,"Bird",0.593583227068489,"large","small","Eucalyptus obliqua","Acacia melanoxylon","large_small","o_TAS",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"974","Eucalyptus obliqua small","Acacia melanoxylon small",-0.125352234433213,-0.396805095693116,0.14610062682669,-0.130146359549713,-0.120558109316713,0.138498902735504,"Bird",0.542905722519806,"small","small","Eucalyptus obliqua","Acacia melanoxylon","small_small","o_TAS",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"975","Misc_large","Acacia melanoxylon small",0.616206518168314,-0.0722290378065091,1.30464207414314,0.60563575125926,0.626777285077368,0.351249084883761,"Bird",1.37687111194965,"large","small","Misc","Acacia melanoxylon","large_small","o_TAS",NA,"Misc","Subcanopy","Misc_Subcanopy","Misc.large_Subcanopy.small"
"976","Misc_small","Acacia melanoxylon small",-0.356973996681991,-0.789156219842754,0.0752082264787718,-0.364563752248607,-0.349384241115375,0.220505186100235,"Bird",0.864364446321526,"small","small","Misc","Acacia melanoxylon","small_small","o_TAS",NA,"Misc","Subcanopy","Misc_Subcanopy","Misc.small_Subcanopy.small"
"977","Monotoca glauca small","Acacia melanoxylon small",0.669072622730583,-0.00157421853396789,1.33971946399513,0.659851299574406,0.678293945886759,0.342173043257186,"Bird",1.3412936825291,"small","small","Monotoca glauca","Acacia melanoxylon","small_small","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"978","Nothofagus cunninghamii large","Acacia melanoxylon small",0.15308666873722,-0.203149723800017,0.509323061274457,0.147329972213614,0.158843365260826,0.181756601318792,"Bird",0.712472785074473,"large","small","Nothofagus cunninghamii","Acacia melanoxylon","large_small","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"979","Nothofagus cunninghamii small","Acacia melanoxylon small",0.117604177707809,-0.0694037258943724,0.30461208130999,0.114289995771691,0.120918359643927,0.0954139489691013,"Bird",0.374015807204362,"small","small","Nothofagus cunninghamii","Acacia melanoxylon","small_small","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"980","Phyllocladus aspleniifolius small","Acacia melanoxylon small",0.288218432644426,-0.143694369867127,0.720131235155978,0.280149475645358,0.296287389643493,0.220367724059435,"Bird",0.863825605023105,"small","small","Phyllocladus aspleniifolius","Acacia melanoxylon","small_small","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"981","Eucalyptus obliqua large","Eucalyptus obliqua large",-0.222462489616339,-0.563281645181848,0.11835666594917,-0.230593343168735,-0.214331636063943,0.17389051954722,"Bird",0.681638311131018,"large","large","Eucalyptus obliqua","Eucalyptus obliqua","large_large","o_TAS",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.large"
"982","Eucalyptus obliqua small","Eucalyptus obliqua large",0.118888086401643,-0.126180347092315,0.363956519895602,0.113390928625066,0.124385244178221,0.125037212636062,"Bird",0.490136866987917,"small","large","Eucalyptus obliqua","Eucalyptus obliqua","small_large","o_TAS",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.small"
"983","Misc_large","Eucalyptus obliqua large",0.114216335227484,-0.310519131220873,0.53895180167584,0.104892056748927,0.12354061370604,0.216705750615121,"Bird",0.849470932896713,"large","large","Misc","Eucalyptus obliqua","large_large","o_TAS",NA,"Misc","Canopy","Misc_Canopy","Misc.large_Canopy.large"
"984","Misc_small","Eucalyptus obliqua large",0.281913955348713,-0.129901603940292,0.693729514637718,0.273527130793693,0.290300779903733,0.210113840120203,"Bird",0.823631118578009,"small","large","Misc","Eucalyptus obliqua","small_large","o_TAS",NA,"Misc","Canopy","Misc_Canopy","Misc.small_Canopy.large"
"985","Monotoca glauca small","Eucalyptus obliqua large",0.0483008900934011,-0.477594245492233,0.574196025679035,0.0389462914767172,0.057655488710085,0.268318775107006,"Bird",1.05179027117127,"small","large","Monotoca glauca","Eucalyptus obliqua","small_large","o_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"986","Nothofagus cunninghamii large","Eucalyptus obliqua large",-0.159750283531778,-0.48415460901199,0.164654041948435,-0.165786741228108,-0.153713825835448,0.16551545234457,"Bird",0.648808650960425,"large","large","Nothofagus cunninghamii","Eucalyptus obliqua","large_large","o_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.large_Subcanopy.large"
"987","Nothofagus cunninghamii small","Eucalyptus obliqua large",0.120724412639547,-0.0238015822073339,0.265250407486428,0.116816999551725,0.124631825727369,0.0737391074463019,"Bird",0.289051989693762,"small","large","Nothofagus cunninghamii","Eucalyptus obliqua","small_large","o_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"988","Phyllocladus aspleniifolius small","Eucalyptus obliqua large",0.438854342318652,-0.0381366626175678,0.915845347254873,0.428602638978813,0.449106045658492,0.243367229550474,"Bird",0.95398200987244,"small","large","Phyllocladus aspleniifolius","Eucalyptus obliqua","small_large","o_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"989","Eucalyptus obliqua small","Eucalyptus obliqua small",-0.0636109299434614,-0.355472659635841,0.228250799748918,-0.0710525330315506,-0.0561693268553722,0.148911782050358,"Bird",0.583723459384758,"small","small","Eucalyptus obliqua","Eucalyptus obliqua","small_small","o_TAS",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.small_Canopy.small"
"990","Misc_large","Eucalyptus obliqua small",-0.0173859492172273,-0.416094701658278,0.381322803223823,-0.0245470673724337,-0.010224831062021,0.203426570889064,"Bird",0.797417504882101,"large","small","Misc","Eucalyptus obliqua","large_small","o_TAS",NA,"Misc","Canopy","Misc_Canopy","Misc.large_Canopy.small"
"991","Misc_small","Eucalyptus obliqua small",-0.133972694248091,-0.470637304129584,0.202691915633401,-0.139887379204715,-0.128058009291468,0.171770814431826,"Bird",0.673329219762986,"small","small","Misc","Eucalyptus obliqua","small_small","o_TAS",NA,"Misc","Canopy","Misc_Canopy","Misc.small_Canopy.small"
"992","Monotoca glauca small","Eucalyptus obliqua small",0.212549603015562,-0.223310563013702,0.648409769044826,0.204680849592693,0.220418356438431,0.222381722045544,"Bird",0.871720332058528,"small","small","Monotoca glauca","Eucalyptus obliqua","small_small","o_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"993","Nothofagus cunninghamii large","Eucalyptus obliqua small",0.129881488704233,-0.173352749324499,0.433115726732965,0.124141518229163,0.135621459179302,0.154714188842553,"Bird",0.606468476057464,"large","small","Nothofagus cunninghamii","Eucalyptus obliqua","large_small","o_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.small_Subcanopy.large"
"994","Nothofagus cunninghamii small","Eucalyptus obliqua small",0.0641938209281999,-0.0647477187063321,0.193135360562732,0.0607078833364363,0.0676797585199636,0.0657877086781219,"Bird",0.257883079269064,"small","small","Nothofagus cunninghamii","Eucalyptus obliqua","small_small","o_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"995","Phyllocladus aspleniifolius small","Eucalyptus obliqua small",0.230431549978702,-0.105067516545415,0.565930616502819,0.22400893350566,0.236854166451744,0.171176138526264,"Bird",0.670998133048233,"small","small","Phyllocladus aspleniifolius","Eucalyptus obliqua","small_small","o_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"996","Misc_large","Misc_large",-1.16817964165074,-2.2081514440536,-0.128207839247891,-1.19708709503088,-1.13927218827061,0.530607608408123,"Bird",2.07994360480571,"large","large","Misc","Misc","large_large","o_TAS",1,"Misc","Misc","Misc_Misc","Misc.large_Misc.large"
"997","Misc_small","Misc_large",0.732725242796188,0.0383562132443894,1.42709427234799,0.717440550156189,0.748009935436186,0.35427642294904,"Bird",1.3887380591036,"small","large","Misc","Misc","small_large","o_TAS",1,"Misc","Misc","Misc_Misc","Misc.small_Misc.large"
"998","Monotoca glauca small","Misc_large",-0.980202337764888,-1.94503359028247,-0.0153710852473005,-0.996970291460971,-0.963434384068804,0.492269888695942,"Bird",1.92966250503517,"small","large","Monotoca glauca","Misc","small_large","o_TAS",1,"Subcanopy","Misc","Misc_Subcanopy","Misc.large_Subcanopy.small"
"999","Nothofagus cunninghamii large","Misc_large",-0.498959298106231,-1.03541273332617,0.0374941371137074,-0.509641664086642,-0.48827693212582,0.273705761662671,"Bird",1.07290687043988,"large","large","Nothofagus cunninghamii","Misc","large_large","o_TAS",NA,"Subcanopy","Misc","Misc_Subcanopy","Misc.large_Subcanopy.large"
"1000","Nothofagus cunninghamii small","Misc_large",-0.107487708995662,-0.289582884407758,0.0746074664164339,-0.111740805703697,-0.103234612287627,0.0929074089363068,"Bird",0.364190350824192,"small","large","Nothofagus cunninghamii","Misc","small_large","o_TAS",NA,"Subcanopy","Misc","Misc_Subcanopy","Misc.large_Subcanopy.small"
"1001","Phyllocladus aspleniifolius small","Misc_large",-0.0118131114154035,-0.871797987206605,0.848171764375798,-0.0243419836010566,0.000715760770249601,0.438775856380348,"Bird",1.7199697515824,"small","large","Phyllocladus aspleniifolius","Misc","small_large","o_TAS",NA,"Subcanopy","Misc","Misc_Subcanopy","Misc.large_Subcanopy.small"
"1002","Misc_small","Misc_small",-0.492792464743753,-1.14635166694291,0.160766737455404,-0.506827874068052,-0.478757055419455,0.333454699858951,"Bird",1.30711840439831,"small","small","Misc","Misc","small_small","o_TAS",NA,"Misc","Misc","Misc_Misc","Misc.small_Misc.small"
