"","from","to","alpha","lo","hi","lo_numerical","hi_numerical","se","site","range_ci","size_from","size_to","species_from","species_to","size_int","georegion","sig","class_from","class_to","class_int","group"
"873","Pomaderris apetala large","Pomaderris apetala large",-0.110644724093218,-0.61158394070328,0.390294492516844,-0.122113254243818,-0.0991761939426183,0.255585929415748,"BondTier",1.00187843322012,"large","large","Pomaderris apetala","Pomaderris apetala","large_large","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.large"
"874","Pomaderris apetala small","Pomaderris apetala large",0.183647199167054,0.0197202425657272,0.347574155768381,0.179000664925698,0.18829373340841,0.0836377392107006,"BondTier",0.327853913202653,"small","large","Pomaderris apetala","Pomaderris apetala","small_large","o_TAS",1,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"875","Pomaderris apetala small","Pomaderris apetala small",0.325164328095759,0.181800419781995,0.468528236409522,0.312870548118663,0.337458108072855,0.0731461952589944,"BondTier",0.286727816627527,"small","small","Pomaderris apetala","Pomaderris apetala","small_small","o_TAS",1,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"876","Acacia melanoxylon large","Acacia melanoxylon large",-0.542944363506872,-1.27126506254647,0.185376335532725,-0.554143886704618,-0.531744840309125,0.371599021606773,"Supersite",1.45664139807919,"large","large","Acacia melanoxylon","Acacia melanoxylon","large_large","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.large"
"877","Acacia melanoxylon small","Acacia melanoxylon large",0.269403349179789,-0.301681394660724,0.840488093020303,0.259823446571348,0.27898325178823,0.291375121351799,"Supersite",1.14216948768103,"small","large","Acacia melanoxylon","Acacia melanoxylon","small_large","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"878","Eucalyptus obliqua large","Acacia melanoxylon large",0.00738358181715599,-0.492859592171012,0.507626755805324,-0.000608420131006864,0.0153755837653188,0.255230799103464,"Supersite",1.00048634797634,"large","large","Eucalyptus obliqua","Acacia melanoxylon","large_large","o_TAS",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.large_Subcanopy.large"
"879","Eucalyptus obliqua small","Acacia melanoxylon large",-0.286308827924668,-0.629524862154497,0.0569072063051612,-0.291957284303336,-0.280660371545999,0.175113439296371,"Supersite",0.686432068459658,"small","large","Eucalyptus obliqua","Acacia melanoxylon","small_large","o_TAS",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.small_Subcanopy.large"
"880","Misc_small","Acacia melanoxylon large",-0.162452808454418,-0.577607535373304,0.252701918464468,-0.168109528991845,-0.156796087916991,0.211817528379896,"Supersite",0.830309453837772,"small","large","Misc","Acacia melanoxylon","small_large","o_TAS",NA,"Misc","Subcanopy","Misc_Subcanopy","Misc.small_Subcanopy.large"
"881","Nothofagus cunninghamii large","Acacia melanoxylon large",0.232275112962801,-0.563403879760405,1.02795410568601,0.214592139092293,0.24995808683331,0.405966129479634,"Supersite",1.59135798544641,"large","large","Nothofagus cunninghamii","Acacia melanoxylon","large_large","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.large"
"882","Nothofagus cunninghamii small","Acacia melanoxylon large",-0.139912477832018,-0.688147284915838,0.408322329251802,-0.151964661372736,-0.1278602942913,0.279716776128657,"Supersite",1.09646961416764,"small","large","Nothofagus cunninghamii","Acacia melanoxylon","small_large","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"883","Pomaderris apetala large","Acacia melanoxylon large",-0.0862246779569499,-0.651140589264629,0.478691233350729,-0.0932060589086404,-0.0792432970052595,0.288227699980032,"Supersite",1.12983182261536,"large","large","Pomaderris apetala","Acacia melanoxylon","large_large","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.large"
"884","Pomaderris apetala small","Acacia melanoxylon large",0.0464913046377759,-0.114245445976434,0.207228055251986,0.0424565500880732,0.0505260591874785,0.0820100531857121,"Supersite",0.32147350122842,"small","large","Pomaderris apetala","Acacia melanoxylon","small_large","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"885","Acacia melanoxylon small","Acacia melanoxylon small",-0.601218147715406,-1.65033595539982,0.447899659969011,-0.615334787113103,-0.58710150831771,0.535274023379881,"Supersite",2.09823561536883,"small","small","Acacia melanoxylon","Acacia melanoxylon","small_small","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"886","Eucalyptus obliqua large","Acacia melanoxylon small",0.26683185164296,-0.242733353250373,0.776397056536292,0.257857459654694,0.275806243631225,0.259987024717147,"Supersite",1.01913040978667,"large","small","Eucalyptus obliqua","Acacia melanoxylon","large_small","o_TAS",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"887","Eucalyptus obliqua small","Acacia melanoxylon small",0.336768988950132,-0.0327779052259706,0.706315883126235,0.330211236141377,0.343326741758887,0.188547798373359,"Supersite",0.739093788352206,"small","small","Eucalyptus obliqua","Acacia melanoxylon","small_small","o_TAS",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"888","Misc_small","Acacia melanoxylon small",0.286585564170107,-0.0918005318954636,0.664971660235677,0.281247148183936,0.291923980156277,0.193057678125839,"Supersite",0.756772192131141,"small","small","Misc","Acacia melanoxylon","small_small","o_TAS",NA,"Misc","Subcanopy","Misc_Subcanopy","Misc.small_Subcanopy.small"
"889","Nothofagus cunninghamii large","Acacia melanoxylon small",0.520753259154714,0.0178272158971174,1.02367930241231,0.505109542922935,0.536396975386492,0.256599635107896,"Supersite",1.00585208651519,"large","small","Nothofagus cunninghamii","Acacia melanoxylon","large_small","o_TAS",1,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"890","Nothofagus cunninghamii small","Acacia melanoxylon small",-0.502037095918175,-0.884981917416655,-0.119092274419696,-0.512448965289189,-0.491625226547162,0.195383601188134,"Supersite",0.765889642996959,"small","small","Nothofagus cunninghamii","Acacia melanoxylon","small_small","o_TAS",1,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"891","Pomaderris apetala large","Acacia melanoxylon small",0.312771776138318,-0.305708660945194,0.93125221322183,0.304809140477167,0.320734411799469,0.31555704184465,"Supersite",1.23696087416702,"large","small","Pomaderris apetala","Acacia melanoxylon","large_small","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"892","Pomaderris apetala small","Acacia melanoxylon small",0.0949529655913061,-0.118261044755448,0.30816697593806,0.0909941321325558,0.0989117990500565,0.108784657283786,"Supersite",0.426428020693508,"small","small","Pomaderris apetala","Acacia melanoxylon","small_small","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"893","Eucalyptus obliqua large","Eucalyptus obliqua large",-0.386136019549968,-0.851031729565085,0.0787596904651481,-0.394137186611739,-0.378134852488198,0.237196047316254,"Supersite",0.929791420030233,"large","large","Eucalyptus obliqua","Eucalyptus obliqua","large_large","o_TAS",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.large"
"894","Eucalyptus obliqua small","Eucalyptus obliqua large",0.0758986540814977,-0.244214145626068,0.396011453789064,0.0701270085412221,0.0816702996217734,0.163325858144627,"Supersite",0.640225599415132,"small","large","Eucalyptus obliqua","Eucalyptus obliqua","small_large","o_TAS",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.small"
"895","Misc_small","Eucalyptus obliqua large",-0.196954146971519,-0.568141505175951,0.174233211232914,-0.202169388394814,-0.191738905548223,0.189384785196213,"Supersite",0.742374716408864,"small","large","Misc","Eucalyptus obliqua","small_large","o_TAS",NA,"Misc","Canopy","Misc_Canopy","Misc.small_Canopy.large"
"896","Nothofagus cunninghamii large","Eucalyptus obliqua large",-0.603092490614452,-1.2372494154237,0.0310644341947979,-0.616201798503192,-0.589983182725712,0.323555396839635,"Supersite",1.2683138496185,"large","large","Nothofagus cunninghamii","Eucalyptus obliqua","large_large","o_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.large_Subcanopy.large"
"897","Nothofagus cunninghamii small","Eucalyptus obliqua large",0.37898506674585,-0.0734395694850822,0.831409702976782,0.369199909900376,0.388770223591324,0.230833137649263,"Supersite",0.904849272461864,"small","large","Nothofagus cunninghamii","Eucalyptus obliqua","small_large","o_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"898","Pomaderris apetala large","Eucalyptus obliqua large",0.189675649471998,-0.325972205216622,0.705323504160617,0.181913144640792,0.197438154303203,0.263090474496462,"Supersite",1.03129570937724,"large","large","Pomaderris apetala","Eucalyptus obliqua","large_large","o_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.large_Subcanopy.large"
"899","Pomaderris apetala small","Eucalyptus obliqua large",0.00527511481096812,-0.141644698112469,0.152194927734406,0.00188216661221202,0.00866806300972423,0.0749604656423905,"Supersite",0.293839625846875,"small","large","Pomaderris apetala","Eucalyptus obliqua","small_large","o_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"900","Eucalyptus obliqua small","Eucalyptus obliqua small",-0.0268294283328374,-0.300361166132012,0.246702309466338,-0.033933972810976,-0.0197248838546988,0.139559573521125,"Supersite",0.54706347559835,"small","small","Eucalyptus obliqua","Eucalyptus obliqua","small_small","o_TAS",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.small_Canopy.small"
"901","Misc_small","Eucalyptus obliqua small",-0.243328086325984,-0.491885109068431,0.00522893641646291,-0.248271020447941,-0.238385152204027,0.126817137816324,"Supersite",0.497114045484894,"small","small","Misc","Eucalyptus obliqua","small_small","o_TAS",NA,"Misc","Canopy","Misc_Canopy","Misc.small_Canopy.small"
"902","Nothofagus cunninghamii large","Eucalyptus obliqua small",0.112797785934112,-0.271010447715528,0.496606019583752,0.103001718736482,0.122593853131743,0.195824125686528,"Supersite",0.76761646729928,"large","small","Nothofagus cunninghamii","Eucalyptus obliqua","large_small","o_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.small_Subcanopy.large"
"903","Nothofagus cunninghamii small","Eucalyptus obliqua small",0.122844542603945,-0.14957672675507,0.39526581196296,0.115216532557229,0.130472552650661,0.138992997579465,"Supersite",0.544842538718029,"small","small","Nothofagus cunninghamii","Eucalyptus obliqua","small_small","o_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"904","Pomaderris apetala large","Eucalyptus obliqua small",-0.346613973069319,-0.789334542436705,0.0961065962980664,-0.352781708948939,-0.3404462371897,0.225881992148585,"Supersite",0.885441138734771,"large","small","Pomaderris apetala","Eucalyptus obliqua","large_small","o_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.small_Subcanopy.large"
"905","Pomaderris apetala small","Eucalyptus obliqua small",0.031346902566143,-0.0732535469132574,0.135947352045543,0.0286585906081869,0.0340352145240991,0.0533685569247575,"Supersite",0.209200898958801,"small","small","Pomaderris apetala","Eucalyptus obliqua","small_small","o_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"906","Misc_small","Misc_small",0.16655908614803,-0.253496199305402,0.586614371601461,0.158620822370223,0.174497349925837,0.214317859290668,"Supersite",0.840110570906863,"small","small","Misc","Misc","small_small","o_TAS",NA,"Misc","Misc","Misc_Misc","Misc.small_Misc.small"
"907","Nothofagus cunninghamii large","Misc_small",0.0597431972702453,-0.353084898035244,0.472571292575735,0.0531987792553585,0.0662876152851321,0.210630449621434,"Supersite",0.825656190610979,"large","small","Nothofagus cunninghamii","Misc","large_small","o_TAS",NA,"Subcanopy","Misc","Misc_Subcanopy","Misc.small_Subcanopy.large"
"908","Nothofagus cunninghamii small","Misc_small",0.124242117267473,-0.153375835375677,0.401860069910622,0.118195717384122,0.130288517150823,0.141644415322406,"Supersite",0.555235905286299,"small","small","Nothofagus cunninghamii","Misc","small_small","o_TAS",NA,"Subcanopy","Misc","Misc_Subcanopy","Misc.small_Subcanopy.small"
"909","Pomaderris apetala large","Misc_small",-0.0952718412855313,-0.619822897189826,0.429279214618764,-0.101557136704093,-0.0889865458669696,0.267633007566408,"Supersite",1.04910211180859,"large","small","Pomaderris apetala","Misc","large_small","o_TAS",NA,"Subcanopy","Misc","Misc_Subcanopy","Misc.small_Subcanopy.large"
"910","Pomaderris apetala small","Misc_small",-0.0618509477260238,-0.204514360849057,0.0808124653970097,-0.0654459188532147,-0.0582559765988329,0.072788793186173,"Supersite",0.285326826246067,"small","small","Pomaderris apetala","Misc","small_small","o_TAS",NA,"Subcanopy","Misc","Misc_Subcanopy","Misc.small_Subcanopy.small"
"911","Nothofagus cunninghamii large","Nothofagus cunninghamii large",-0.283310887339327,-0.958509139448767,0.391887364770114,-0.30245464783685,-0.264167126841803,0.344495234318242,"Supersite",1.35039650421888,"large","large","Nothofagus cunninghamii","Nothofagus cunninghamii","large_large","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.large"
"912","Nothofagus cunninghamii small","Nothofagus cunninghamii large",0.504036656311367,0.0795471427534271,0.928526169869306,0.482342211179628,0.525731101443105,0.216580262140661,"Supersite",0.848979027115879,"small","large","Nothofagus cunninghamii","Nothofagus cunninghamii","small_large","o_TAS",1,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"913","Pomaderris apetala large","Nothofagus cunninghamii large",0.12494288498225,-0.642436411635274,0.892322181599774,0.11261369361491,0.13727207634959,0.391527243699636,"Supersite",1.53475859323505,"large","large","Pomaderris apetala","Nothofagus cunninghamii","large_large","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.large"
"914","Pomaderris apetala small","Nothofagus cunninghamii large",-0.212549748089905,-0.463867149742421,0.0387676535626106,-0.218253330447951,-0.20684616573186,0.128225520282452,"Supersite",0.502634803305032,"small","large","Pomaderris apetala","Nothofagus cunninghamii","small_large","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"915","Nothofagus cunninghamii small","Nothofagus cunninghamii small",0.107677631438964,-0.214492123206616,0.429847386084544,0.0878177727533784,0.12753749012455,0.164375344234289,"Supersite",0.64433950929116,"small","small","Nothofagus cunninghamii","Nothofagus cunninghamii","small_small","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"916","Pomaderris apetala large","Nothofagus cunninghamii small",-0.18066517528571,-0.762087546547351,0.400757195975932,-0.191060644206542,-0.170269706364878,0.296649517974732,"Supersite",1.16284474252328,"large","small","Pomaderris apetala","Nothofagus cunninghamii","large_small","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"917","Pomaderris apetala small","Nothofagus cunninghamii small",0.0472246213613308,-0.0866672599409425,0.181116502663604,0.0429835999692021,0.0514656427534596,0.0683134396133783,"Supersite",0.267783762604547,"small","small","Pomaderris apetala","Nothofagus cunninghamii","small_small","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"918","Pomaderris apetala large","Pomaderris apetala large",-0.525388702715217,-1.49675021957778,0.445972814147348,-0.535376235941579,-0.515401169488856,0.495601717442025,"Supersite",1.94272303372513,"large","large","Pomaderris apetala","Pomaderris apetala","large_large","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.large"
"919","Pomaderris apetala small","Pomaderris apetala large",-0.00814770053343485,-0.189241094152977,0.172945693086107,-0.0122163584940228,-0.00407904257284686,0.0923962863848437,"Supersite",0.362186787239084,"small","large","Pomaderris apetala","Pomaderris apetala","small_large","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"920","Pomaderris apetala small","Pomaderris apetala small",0.468932055657433,0.332163815645975,0.605700295668892,0.455756807495242,0.482107303819625,0.0697809965337472,"Supersite",0.273536480022917,"small","small","Pomaderris apetala","Pomaderris apetala","small_small","o_TAS",1,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"921","Acacia dealbata small","Acacia dealbata small",-0.184488549917559,-0.965246951830614,0.596269851995496,-0.196119478771538,-0.17285762106358,0.398353443263028,"MtMaurice",1.56151680382611,"small","small","Acacia dealbata","Acacia dealbata","small_small","d_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"922","Eucalyptus dalrympleana large","Acacia dealbata small",-0.0495772696373167,-0.528435847440284,0.429281308165651,-0.0563398762097862,-0.0428146630648472,0.244320090358876,"MtMaurice",0.957717155605936,"large","small","Eucalyptus dalrympleana","Acacia dealbata","large_small","d_TAS",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"923","Eucalyptus dalrympleana small","Acacia dealbata small",0.193523535663812,-0.242149966295779,0.629197037623403,0.187039057063604,0.20000801426402,0.222286483525273,"MtMaurice",0.871347003919182,"small","small","Eucalyptus dalrympleana","Acacia dealbata","small_small","d_TAS",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"924","Eucalyptus delegatensis large","Acacia dealbata small",0.27431286772179,-0.143898179239957,0.692523914683536,0.265710046443825,0.282915688999754,0.213376903994432,"MtMaurice",0.836422093923494,"large","small","Eucalyptus delegatensis","Acacia dealbata","large_small","d_TAS",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"925","Eucalyptus delegatensis small","Acacia dealbata small",-0.0944031243314606,-0.347552328029161,0.15874607936624,-0.0992473403642059,-0.0895589082987152,0.129160130336327,"MtMaurice",0.5062984073954,"small","small","Eucalyptus delegatensis","Acacia dealbata","small_small","d_TAS",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"926","Leptospermum lanigerum small","Acacia dealbata small",0.826210696995449,-0.219455242578821,1.87187663656972,0.808615703865966,0.843805690124932,0.533512833818555,"MtMaurice",2.09133187914854,"small","small","Leptospermum lanigerum","Acacia dealbata","small_small","d_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"927","Misc_large","Acacia dealbata small",-0.892147330185066,-1.93390571467261,0.149611054302479,-0.907395537610357,-0.876899122759774,0.531519146629633,"MtMaurice",2.08351676897509,"large","small","Misc","Acacia dealbata","large_small","d_TAS",NA,"Misc","Subcanopy","Misc_Subcanopy","Misc.large_Subcanopy.small"
"928","Misc_small","Acacia dealbata small",0.230344489714609,-0.512284086292718,0.972973065721936,0.219793498486222,0.240895480942996,0.378899092975731,"MtMaurice",1.48525715201465,"small","small","Misc","Acacia dealbata","small_small","d_TAS",NA,"Misc","Subcanopy","Misc_Subcanopy","Misc.small_Subcanopy.small"
"929","Eucalyptus dalrympleana large","Eucalyptus dalrympleana large",-0.357949369413914,-0.885548366583447,0.169649627755619,-0.367889073951732,-0.348009664876097,0.269188108215848,"MtMaurice",1.05519799433907,"large","large","Eucalyptus dalrympleana","Eucalyptus dalrympleana","large_large","d_TAS",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.large"
"930","Eucalyptus dalrympleana small","Eucalyptus dalrympleana large",0.0151913906753042,-0.241194655801144,0.271577437151753,0.0109716908078798,0.0194110905427285,0.130811611079994,"MtMaurice",0.512772092952897,"small","large","Eucalyptus dalrympleana","Eucalyptus dalrympleana","small_large","d_TAS",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.small"
"931","Eucalyptus delegatensis large","Eucalyptus dalrympleana large",0.195011345104608,-0.102675032464024,0.492697722673241,0.187311219004634,0.202711471204583,0.15188359577867,"MtMaurice",0.595372755137264,"large","large","Eucalyptus delegatensis","Eucalyptus dalrympleana","large_large","d_TAS",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.large"
"932","Eucalyptus delegatensis small","Eucalyptus dalrympleana large",-0.29621061890242,-0.510878656948564,-0.0815425808562764,-0.300927792865887,-0.291493444938954,0.109526521782756,"MtMaurice",0.429336076092288,"small","large","Eucalyptus delegatensis","Eucalyptus dalrympleana","small_large","d_TAS",1,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.small"
"933","Leptospermum lanigerum small","Eucalyptus dalrympleana large",-0.278025223116449,-1.36322285009267,0.807172403859772,-0.292044461093898,-0.264005985139,0.553682432705969,"MtMaurice",2.17039525395244,"small","large","Leptospermum lanigerum","Eucalyptus dalrympleana","small_large","d_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"934","Misc_large","Eucalyptus dalrympleana large",0.0541486383251831,-0.473295528520141,0.581592805170507,0.0467686703400971,0.061528606310269,0.269109111700897,"MtMaurice",1.05488833369065,"large","large","Misc","Eucalyptus dalrympleana","large_large","d_TAS",NA,"Misc","Canopy","Misc_Canopy","Misc.large_Canopy.large"
"935","Misc_small","Eucalyptus dalrympleana large",0.438925541137471,-0.146295474768977,1.02414655704392,0.427860374897855,0.449990707377086,0.298587637590587,"MtMaurice",1.1704420318129,"small","large","Misc","Eucalyptus dalrympleana","small_large","d_TAS",NA,"Misc","Canopy","Misc_Canopy","Misc.small_Canopy.large"
"936","Eucalyptus dalrympleana small","Eucalyptus dalrympleana small",0.126155316689517,-0.126995779192704,0.379306412571738,0.120547382780668,0.131763250598366,0.129161095754333,"MtMaurice",0.506302191764442,"small","small","Eucalyptus dalrympleana","Eucalyptus dalrympleana","small_small","d_TAS",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.small_Canopy.small"
"937","Eucalyptus delegatensis large","Eucalyptus dalrympleana small",0.00131220026883134,-0.219120128567219,0.221744529104881,-0.00364495204547828,0.00626935258314096,0.112467540513393,"MtMaurice",0.4408646576721,"large","small","Eucalyptus delegatensis","Eucalyptus dalrympleana","large_small","d_TAS",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.small"
"938","Eucalyptus delegatensis small","Eucalyptus dalrympleana small",0.00457300673783348,-0.154406937351152,0.163552950826819,0.0015695956591249,0.00757641781654207,0.0811137068553298,"MtMaurice",0.317959888177972,"small","small","Eucalyptus delegatensis","Eucalyptus dalrympleana","small_small","d_TAS",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.small_Canopy.small"
"939","Leptospermum lanigerum small","Eucalyptus dalrympleana small",-0.197357059449094,-0.81683180313571,0.422117684237522,-0.205851943432824,-0.188862175465364,0.316064350453863,"MtMaurice",1.23894948737323,"small","small","Leptospermum lanigerum","Eucalyptus dalrympleana","small_small","d_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"940","Misc_large","Eucalyptus dalrympleana small",0.355082402934924,-0.119582613710314,0.829747419580163,0.347910779751148,0.362254026118701,0.242180479023766,"MtMaurice",0.949330033290477,"large","small","Misc","Eucalyptus dalrympleana","large_small","d_TAS",NA,"Misc","Canopy","Misc_Canopy","Misc.large_Canopy.small"
"941","Misc_small","Eucalyptus dalrympleana small",-0.189804005167674,-0.625644928876188,0.246036918540841,-0.195244387761566,-0.184363622573782,0.222371904354556,"MtMaurice",0.871681847417029,"small","small","Misc","Eucalyptus dalrympleana","small_small","d_TAS",NA,"Misc","Canopy","Misc_Canopy","Misc.small_Canopy.small"
"942","Eucalyptus delegatensis large","Eucalyptus delegatensis large",-0.422307179555109,-0.812880547902586,-0.0317338112076321,-0.435074141987471,-0.409540217122746,0.199275788447272,"MtMaurice",0.781146736694953,"large","large","Eucalyptus delegatensis","Eucalyptus delegatensis","large_large","d_TAS",1,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.large"
"943","Eucalyptus delegatensis small","Eucalyptus delegatensis large",0.161711453124976,-0.0371494010346037,0.360572307284556,0.155748046044049,0.167674860205903,0.101461483847749,"MtMaurice",0.397721708319159,"small","large","Eucalyptus delegatensis","Eucalyptus delegatensis","small_large","d_TAS",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.small"
"944","Leptospermum lanigerum small","Eucalyptus delegatensis large",-0.165950287583606,-0.764603329516882,0.432702754349669,-0.176387957952633,-0.155512617214579,0.305440838023236,"MtMaurice",1.19730608386655,"small","large","Leptospermum lanigerum","Eucalyptus delegatensis","small_large","d_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"945","Misc_large","Eucalyptus delegatensis large",0.0654595804124272,-0.43376715996563,0.564686320790485,0.0566438493711452,0.0742753114537092,0.254712200997515,"MtMaurice",0.998453480756115,"large","large","Misc","Eucalyptus delegatensis","large_large","d_TAS",NA,"Misc","Canopy","Misc_Canopy","Misc.large_Canopy.large"
"946","Misc_small","Eucalyptus delegatensis large",0.0213058304462717,-0.440267614402491,0.482879275295034,0.0129233389170643,0.0296883219754791,0.235500982920908,"MtMaurice",0.923146889697524,"small","large","Misc","Eucalyptus delegatensis","small_large","d_TAS",NA,"Misc","Canopy","Misc_Canopy","Misc.small_Canopy.large"
"947","Eucalyptus delegatensis small","Eucalyptus delegatensis small",0.0940238561715418,-0.131970738377395,0.320018450720478,0.0842632924224907,0.103784419920593,0.115305483331098,"MtMaurice",0.451989189097873,"small","small","Eucalyptus delegatensis","Eucalyptus delegatensis","small_small","d_TAS",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.small_Canopy.small"
"948","Leptospermum lanigerum small","Eucalyptus delegatensis small",0.21926252750344,-0.341066916069859,0.779591971076739,0.2107202837848,0.22780477122208,0.285887622422201,"MtMaurice",1.1206588871466,"small","small","Leptospermum lanigerum","Eucalyptus delegatensis","small_small","d_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"949","Misc_large","Eucalyptus delegatensis small",0.0129518750061011,-0.279940928726802,0.305844678739004,0.00765886438386794,0.0182448856283344,0.149437849900918,"MtMaurice",0.585785607465805,"large","small","Misc","Eucalyptus delegatensis","large_small","d_TAS",NA,"Misc","Canopy","Misc_Canopy","Misc.large_Canopy.small"
"950","Misc_small","Eucalyptus delegatensis small",0.376974624223716,-0.16899207179422,0.922941320241653,0.368069917514775,0.385879330932657,0.278559555341043,"MtMaurice",1.09193339203587,"small","small","Misc","Eucalyptus delegatensis","small_small","d_TAS",NA,"Misc","Canopy","Misc_Canopy","Misc.small_Canopy.small"
"951","Leptospermum lanigerum small","Leptospermum lanigerum small",-1.23852351212886,-3.24003974077084,0.762992716513127,-1.26587444565224,-1.21117257860547,1.02120051410622,"MtMaurice",4.00303245728397,"small","small","Leptospermum lanigerum","Leptospermum lanigerum","small_small","d_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"952","Misc_large","Leptospermum lanigerum small",0.93154185880386,-0.194104917345467,2.05718863495319,0.913835419276966,0.949248298330755,0.574320132935241,"MtMaurice",2.25129355229865,"large","small","Misc","Leptospermum lanigerum","large_small","d_TAS",NA,"Misc","Subcanopy","Misc_Subcanopy","Misc.large_Subcanopy.small"
