,from,to,alpha,lo,hi,lo_numerical,hi_numerical,Potential,site,range_ci,size_from,size_to,species_from,species_to,size_int,georegion,region,sig,class_from,class_to,class_int
522,Polyscias elegans small,Polyscias elegans small,0.284712001,0.039273227,0.530150775,0.27733607,0.292087932,Potential 1,Koombooloomba,0.490877548,small,small,Polyscias elegans,Polyscias elegans,small_small,QLD,N_AUS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
523,Sloanea langii small,Polyscias elegans small,0.191251865,-0.020679837,0.403183566,0.186216887,0.196286842,Potential 1,Koombooloomba,0.423863403,small,small,Sloanea langii,Polyscias elegans,small_small,QLD,N_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
524,Syncarpia glomulifera large,Polyscias elegans small,0.186828464,-0.404595622,0.778252551,0.174603898,0.19905303,Potential 1,Koombooloomba,1.182848173,large,small,Syncarpia glomulifera,Polyscias elegans,large_small,QLD,N_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
525,Syncarpia glomulifera small,Polyscias elegans small,-0.257683654,-0.75339733,0.238030022,-0.268061192,-0.247306116,Potential 1,Koombooloomba,0.991427352,small,small,Syncarpia glomulifera,Polyscias elegans,small_small,QLD,N_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
526,Sloanea langii small,Sloanea langii small,0.288036328,0.080685616,0.495387039,0.279737827,0.296334829,Potential 1,Koombooloomba,0.414701423,small,small,Sloanea langii,Sloanea langii,small_small,QLD,N_AUS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
527,Syncarpia glomulifera large,Sloanea langii small,-0.089498944,-0.591585247,0.412587358,-0.097819631,-0.081178258,Potential 1,Koombooloomba,1.004172605,large,small,Syncarpia glomulifera,Sloanea langii,large_small,QLD,N_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
528,Syncarpia glomulifera small,Sloanea langii small,0.096292048,-0.254457878,0.447041974,0.089495138,0.103088958,Potential 1,Koombooloomba,0.701499852,small,small,Syncarpia glomulifera,Sloanea langii,small_small,QLD,N_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
529,Syncarpia glomulifera large,Syncarpia glomulifera large,-0.922482323,-3.048812235,1.203847589,-0.960680356,-0.88428429,Potential 1,Koombooloomba,4.252659824,large,large,Syncarpia glomulifera,Syncarpia glomulifera,large_large,QLD,N_AUS,NA,Canopy,Canopy,Canopy_Canopy
530,Syncarpia glomulifera small,Syncarpia glomulifera large,0.978514704,-0.402623221,2.359652628,0.951685797,1.00534361,Potential 1,Koombooloomba,2.76227585,small,large,Syncarpia glomulifera,Syncarpia glomulifera,small_large,QLD,N_AUS,NA,Canopy,Canopy,Canopy_Canopy
531,Syncarpia glomulifera small,Syncarpia glomulifera small,-0.201768465,-1.109881788,0.706344857,-0.221722876,-0.181814054,Potential 1,Koombooloomba,1.816226645,small,small,Syncarpia glomulifera,Syncarpia glomulifera,small_small,QLD,N_AUS,NA,Canopy,Canopy,Canopy_Canopy
532,Acacia melanoxylon large,Acacia melanoxylon large,-0.137123349,-0.631417679,0.357170981,-0.143882766,-0.130363932,Potential 1,BondTier,0.988588659,large,large,Acacia melanoxylon,Acacia melanoxylon,large_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
533,Acacia melanoxylon small,Acacia melanoxylon large,-0.090261458,-0.727055731,0.546532816,-0.098222071,-0.082300844,Potential 1,BondTier,1.273588548,small,large,Acacia melanoxylon,Acacia melanoxylon,small_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
534,Eucalyptus obliqua large,Acacia melanoxylon large,0.043165936,-0.417439206,0.503771079,0.037100376,0.049231497,Potential 1,BondTier,0.921210285,large,large,Eucalyptus obliqua,Acacia melanoxylon,large_large,o_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
535,Eucalyptus obliqua small,Acacia melanoxylon large,0.045926615,-0.299097023,0.390950253,0.041192339,0.050660891,Potential 1,BondTier,0.690047276,small,large,Eucalyptus obliqua,Acacia melanoxylon,small_large,o_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
536,Nothofagus cunninghamii large,Acacia melanoxylon large,-0.412104999,-1.21035728,0.386147281,-0.421745578,-0.402464421,Potential 1,BondTier,1.596504562,large,large,Nothofagus cunninghamii,Acacia melanoxylon,large_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
537,Nothofagus cunninghamii small,Acacia melanoxylon large,-0.016030833,-0.405432031,0.373370365,-0.022360197,-0.009701468,Potential 1,BondTier,0.778802396,small,large,Nothofagus cunninghamii,Acacia melanoxylon,small_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
538,Olearia argophylla small,Acacia melanoxylon large,0.267226243,-0.153769539,0.688222024,0.2595997,0.274852785,Potential 1,BondTier,0.841991564,small,large,Olearia argophylla,Acacia melanoxylon,small_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
539,Pittosporum bicolor large,Acacia melanoxylon large,0.161456009,-0.404745331,0.727657348,0.152503294,0.170408723,Potential 1,BondTier,1.132402678,large,large,Pittosporum bicolor,Acacia melanoxylon,large_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
540,Pittosporum bicolor small,Acacia melanoxylon large,-0.299497814,-0.633021132,0.034025504,-0.304969765,-0.294025863,Potential 1,BondTier,0.667046635,small,large,Pittosporum bicolor,Acacia melanoxylon,small_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
541,Pomaderris apetala large,Acacia melanoxylon large,0.243942402,-0.298204751,0.786089554,0.236312155,0.251572649,Potential 1,BondTier,1.084294305,large,large,Pomaderris apetala,Acacia melanoxylon,large_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
542,Pomaderris apetala small,Acacia melanoxylon large,-0.129447885,-0.294548005,0.035652235,-0.132337157,-0.126558613,Potential 1,BondTier,0.33020024,small,large,Pomaderris apetala,Acacia melanoxylon,small_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
543,Acacia melanoxylon small,Acacia melanoxylon small,-1.297149705,-2.753437289,0.159137879,-1.316413619,-1.277885791,Potential 1,BondTier,2.912575169,small,small,Acacia melanoxylon,Acacia melanoxylon,small_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
544,Eucalyptus obliqua large,Acacia melanoxylon small,0.027912441,-0.864929178,0.92075406,0.018955847,0.036869035,Potential 1,BondTier,1.785683238,large,small,Eucalyptus obliqua,Acacia melanoxylon,large_small,o_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
545,Eucalyptus obliqua small,Acacia melanoxylon small,0.520019855,-0.059652236,1.099691946,0.511109166,0.528930543,Potential 1,BondTier,1.159344182,small,small,Eucalyptus obliqua,Acacia melanoxylon,small_small,o_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
546,Nothofagus cunninghamii large,Acacia melanoxylon small,-1.119077626,-2.432481054,0.194325801,-1.138071219,-1.100084033,Potential 1,BondTier,2.626806855,large,small,Nothofagus cunninghamii,Acacia melanoxylon,large_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
547,Nothofagus cunninghamii small,Acacia melanoxylon small,0.324987016,-0.342280215,0.992254246,0.315069567,0.334904464,Potential 1,BondTier,1.334534461,small,small,Nothofagus cunninghamii,Acacia melanoxylon,small_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
548,Olearia argophylla small,Acacia melanoxylon small,0.291221511,-0.253926763,0.836369786,0.283208893,0.29923413,Potential 1,BondTier,1.090296549,small,small,Olearia argophylla,Acacia melanoxylon,small_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
549,Pittosporum bicolor large,Acacia melanoxylon small,0.323146945,-0.616618591,1.262912481,0.310223335,0.336070556,Potential 1,BondTier,1.879531072,large,small,Pittosporum bicolor,Acacia melanoxylon,large_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
550,Pittosporum bicolor small,Acacia melanoxylon small,0.287147508,-0.149363738,0.723658755,0.278677329,0.295617687,Potential 1,BondTier,0.873022493,small,small,Pittosporum bicolor,Acacia melanoxylon,small_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
551,Pomaderris apetala large,Acacia melanoxylon small,-0.43452288,-1.31585966,0.4468139,-0.445947612,-0.423098148,Potential 1,BondTier,1.76267356,large,small,Pomaderris apetala,Acacia melanoxylon,large_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
552,Pomaderris apetala small,Acacia melanoxylon small,-0.186821423,-0.45598322,0.082340373,-0.191101982,-0.182540864,Potential 1,BondTier,0.538323593,small,small,Pomaderris apetala,Acacia melanoxylon,small_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
553,Eucalyptus obliqua large,Eucalyptus obliqua large,-0.479909875,-1.031241415,0.071421665,-0.48892555,-0.470894199,Potential 1,BondTier,1.10266308,large,large,Eucalyptus obliqua,Eucalyptus obliqua,large_large,o_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
554,Eucalyptus obliqua small,Eucalyptus obliqua large,-0.034667339,-0.374302388,0.304967711,-0.039391557,-0.02994312,Potential 1,BondTier,0.679270099,small,large,Eucalyptus obliqua,Eucalyptus obliqua,small_large,o_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
555,Nothofagus cunninghamii large,Eucalyptus obliqua large,-0.688169854,-1.462326652,0.085986943,-0.701737425,-0.674602283,Potential 1,BondTier,1.548313595,large,large,Nothofagus cunninghamii,Eucalyptus obliqua,large_large,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
556,Nothofagus cunninghamii small,Eucalyptus obliqua large,0.212386813,-0.241092446,0.665866073,0.205547059,0.219226567,Potential 1,BondTier,0.906958519,small,large,Nothofagus cunninghamii,Eucalyptus obliqua,small_large,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
557,Olearia argophylla small,Eucalyptus obliqua large,0.146222711,-0.27726604,0.569711461,0.139642655,0.152802766,Potential 1,BondTier,0.846977501,small,large,Olearia argophylla,Eucalyptus obliqua,small_large,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
558,Pittosporum bicolor large,Eucalyptus obliqua large,-0.169293653,-0.804164999,0.465577694,-0.178597489,-0.159989816,Potential 1,BondTier,1.269742693,large,large,Pittosporum bicolor,Eucalyptus obliqua,large_large,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
559,Pittosporum bicolor small,Eucalyptus obliqua large,0.075968362,-0.258538007,0.410474731,0.070659084,0.08127764,Potential 1,BondTier,0.669012739,small,large,Pittosporum bicolor,Eucalyptus obliqua,small_large,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
560,Pomaderris apetala large,Eucalyptus obliqua large,-0.018782392,-0.53151422,0.493949436,-0.025916605,-0.011648179,Potential 1,BondTier,1.025463656,large,large,Pomaderris apetala,Eucalyptus obliqua,large_large,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
561,Pomaderris apetala small,Eucalyptus obliqua large,-0.022144564,-0.176406647,0.13211752,-0.024949655,-0.019339472,Potential 1,BondTier,0.308524166,small,large,Pomaderris apetala,Eucalyptus obliqua,small_large,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
562,Eucalyptus obliqua small,Eucalyptus obliqua small,0.195461132,-0.050690972,0.441613236,0.188660385,0.202261878,Potential 1,BondTier,0.492304208,small,small,Eucalyptus obliqua,Eucalyptus obliqua,small_small,o_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
563,Nothofagus cunninghamii large,Eucalyptus obliqua small,0.270162076,-0.303595965,0.843920116,0.261937163,0.278386988,Potential 1,BondTier,1.147516081,large,small,Nothofagus cunninghamii,Eucalyptus obliqua,large_small,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
564,Nothofagus cunninghamii small,Eucalyptus obliqua small,-0.019146588,-0.302154239,0.263861063,-0.024747215,-0.013545961,Potential 1,BondTier,0.566015302,small,small,Nothofagus cunninghamii,Eucalyptus obliqua,small_small,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
565,Olearia argophylla small,Eucalyptus obliqua small,-0.194215209,-0.489641847,0.101211429,-0.199111047,-0.189319371,Potential 1,BondTier,0.590853276,small,small,Olearia argophylla,Eucalyptus obliqua,small_small,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
566,Pittosporum bicolor large,Eucalyptus obliqua small,-0.011513805,-0.425619712,0.402592103,-0.018438497,-0.004589112,Potential 1,BondTier,0.828211816,large,small,Pittosporum bicolor,Eucalyptus obliqua,large_small,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
567,Pittosporum bicolor small,Eucalyptus obliqua small,0.03602303,-0.179277702,0.251323761,0.031042056,0.041004004,Potential 1,BondTier,0.430601463,small,small,Pittosporum bicolor,Eucalyptus obliqua,small_small,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
568,Pomaderris apetala large,Eucalyptus obliqua small,0.007580837,-0.2757789,0.290940574,0.001472269,0.013689405,Potential 1,BondTier,0.566719473,large,small,Pomaderris apetala,Eucalyptus obliqua,large_small,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
569,Pomaderris apetala small,Eucalyptus obliqua small,0.09592835,-0.010815596,0.202672295,0.093054013,0.098802686,Potential 1,BondTier,0.21348789,small,small,Pomaderris apetala,Eucalyptus obliqua,small_small,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
570,Nothofagus cunninghamii large,Nothofagus cunninghamii large,-1.116031881,-2.405792113,0.173728351,-1.141622425,-1.090441337,Potential 1,BondTier,2.579520463,large,large,Nothofagus cunninghamii,Nothofagus cunninghamii,large_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
571,Nothofagus cunninghamii small,Nothofagus cunninghamii large,0.156831275,-0.549729178,0.863391728,0.146561363,0.167101187,Potential 1,BondTier,1.413120906,small,large,Nothofagus cunninghamii,Nothofagus cunninghamii,small_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
572,Olearia argophylla small,Nothofagus cunninghamii large,0.397186582,-0.250226372,1.044599537,0.387319181,0.407053983,Potential 1,BondTier,1.294825909,small,large,Olearia argophylla,Nothofagus cunninghamii,small_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
573,Pittosporum bicolor large,Nothofagus cunninghamii large,0.572106107,-0.430745194,1.574957408,0.552436574,0.59177564,Potential 1,BondTier,2.005702602,large,large,Pittosporum bicolor,Nothofagus cunninghamii,large_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
574,Pittosporum bicolor small,Nothofagus cunninghamii large,-0.088525255,-0.55629846,0.37924795,-0.097080153,-0.079970357,Potential 1,BondTier,0.935546411,small,large,Pittosporum bicolor,Nothofagus cunninghamii,small_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
575,Pomaderris apetala large,Nothofagus cunninghamii large,0.557175459,-0.195508356,1.309859274,0.542076402,0.572274516,Potential 1,BondTier,1.50536763,large,large,Pomaderris apetala,Nothofagus cunninghamii,large_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
576,Pomaderris apetala small,Nothofagus cunninghamii large,-0.324044429,-0.591004929,-0.057083929,-0.331079084,-0.317009774,Potential 1,BondTier,0.533921,small,large,Pomaderris apetala,Nothofagus cunninghamii,small_large,o_TAS,TAS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
577,Nothofagus cunninghamii small,Nothofagus cunninghamii small,-0.20066191,-0.739209215,0.337885394,-0.211065075,-0.190258746,Potential 1,BondTier,1.07709461,small,small,Nothofagus cunninghamii,Nothofagus cunninghamii,small_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
578,Olearia argophylla small,Nothofagus cunninghamii small,-0.288410473,-0.652675406,0.07585446,-0.294406488,-0.282414458,Potential 1,BondTier,0.728529866,small,small,Olearia argophylla,Nothofagus cunninghamii,small_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
579,Pittosporum bicolor large,Nothofagus cunninghamii small,0.405924329,-0.192523581,1.004372239,0.395365104,0.416483554,Potential 1,BondTier,1.19689582,large,small,Pittosporum bicolor,Nothofagus cunninghamii,large_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
580,Pittosporum bicolor small,Nothofagus cunninghamii small,-0.293824583,-0.602311797,0.01466263,-0.299704866,-0.287944301,Potential 1,BondTier,0.616974427,small,small,Pittosporum bicolor,Nothofagus cunninghamii,small_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
581,Pomaderris apetala large,Nothofagus cunninghamii small,0.49849318,0.065044657,0.931941703,0.489673693,0.507312667,Potential 1,BondTier,0.866897046,large,small,Pomaderris apetala,Nothofagus cunninghamii,large_small,o_TAS,TAS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
582,Pomaderris apetala small,Nothofagus cunninghamii small,-0.166561367,-0.336744206,0.003621471,-0.170113422,-0.163009313,Potential 1,BondTier,0.340365677,small,small,Pomaderris apetala,Nothofagus cunninghamii,small_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
583,Olearia argophylla small,Olearia argophylla small,-0.016400315,-0.399490932,0.366690303,-0.025077786,-0.007722843,Potential 1,BondTier,0.766181235,small,small,Olearia argophylla,Olearia argophylla,small_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
584,Pittosporum bicolor large,Olearia argophylla small,0.259783898,-0.270872327,0.790440123,0.251670019,0.267897777,Potential 1,BondTier,1.06131245,large,small,Pittosporum bicolor,Olearia argophylla,large_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
585,Pittosporum bicolor small,Olearia argophylla small,-0.008952842,-0.287925686,0.270020001,-0.014527778,-0.003377906,Potential 1,BondTier,0.557945687,small,small,Pittosporum bicolor,Olearia argophylla,small_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
586,Pomaderris apetala large,Olearia argophylla small,0.042974778,-0.367033752,0.452983309,0.036343647,0.04960591,Potential 1,BondTier,0.82001706,large,small,Pomaderris apetala,Olearia argophylla,large_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
587,Pomaderris apetala small,Olearia argophylla small,0.008128238,-0.120171218,0.136427694,0.005873148,0.010383329,Potential 1,BondTier,0.256598912,small,small,Pomaderris apetala,Olearia argophylla,small_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
588,Pittosporum bicolor large,Pittosporum bicolor large,-0.389659822,-1.462504628,0.683184984,-0.404923053,-0.374396591,Potential 1,BondTier,2.145689611,large,large,Pittosporum bicolor,Pittosporum bicolor,large_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
589,Pittosporum bicolor small,Pittosporum bicolor large,0.189199946,-0.242346752,0.620746644,0.180993687,0.197406205,Potential 1,BondTier,0.863093396,small,large,Pittosporum bicolor,Pittosporum bicolor,small_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
590,Pomaderris apetala large,Pittosporum bicolor large,-0.577857626,-1.294639153,0.138923902,-0.589677222,-0.566038029,Potential 1,BondTier,1.433563055,large,large,Pomaderris apetala,Pittosporum bicolor,large_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
591,Pomaderris apetala small,Pittosporum bicolor large,0.190215899,-0.03533972,0.415771517,0.186556892,0.193874905,Potential 1,BondTier,0.451111238,small,large,Pomaderris apetala,Pittosporum bicolor,small_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
592,Pittosporum bicolor small,Pittosporum bicolor small,0.038427977,-0.282333324,0.359189277,0.028445916,0.048410038,Potential 1,BondTier,0.641522601,small,small,Pittosporum bicolor,Pittosporum bicolor,small_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
593,Pomaderris apetala large,Pittosporum bicolor small,0.366436658,0.005609609,0.727263708,0.358913929,0.373959388,Potential 1,BondTier,0.721654099,large,small,Pomaderris apetala,Pittosporum bicolor,large_small,o_TAS,TAS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
594,Pomaderris apetala small,Pittosporum bicolor small,-0.111453759,-0.203598819,-0.0193087,-0.113865593,-0.109041926,Potential 1,BondTier,0.184290119,small,small,Pomaderris apetala,Pittosporum bicolor,small_small,o_TAS,TAS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
595,Pomaderris apetala large,Pomaderris apetala large,-0.161810298,-0.707286993,0.383666396,-0.173834794,-0.149785803,Potential 1,BondTier,1.090953389,large,large,Pomaderris apetala,Pomaderris apetala,large_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
596,Pomaderris apetala small,Pomaderris apetala large,0.205668517,0.027359448,0.383977586,0.200573614,0.21076342,Potential 1,BondTier,0.356618138,small,large,Pomaderris apetala,Pomaderris apetala,small_large,o_TAS,TAS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
597,Pomaderris apetala small,Pomaderris apetala small,0.304749293,0.150086731,0.459411855,0.291991481,0.317507105,Potential 1,BondTier,0.309325123,small,small,Pomaderris apetala,Pomaderris apetala,small_small,o_TAS,TAS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
598,Acacia melanoxylon large,Acacia melanoxylon large,-0.597209646,-1.367592177,0.173172886,-0.608535055,-0.585884237,Potential 1,Supersite,1.540765063,large,large,Acacia melanoxylon,Acacia melanoxylon,large_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
599,Acacia melanoxylon small,Acacia melanoxylon large,0.232245203,-0.326615869,0.791106275,0.22335005,0.241140356,Potential 1,Supersite,1.117722143,small,large,Acacia melanoxylon,Acacia melanoxylon,small_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
600,Atherosperma moschatum small,Acacia melanoxylon large,0.213839684,-0.311923198,0.739602567,0.206959029,0.22072034,Potential 1,Supersite,1.051525765,small,large,Atherosperma moschatum,Acacia melanoxylon,small_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
601,Eucalyptus obliqua large,Acacia melanoxylon large,0.014362308,-0.488437529,0.517162144,0.007038645,0.02168597,Potential 1,Supersite,1.005599673,large,large,Eucalyptus obliqua,Acacia melanoxylon,large_large,o_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
602,Eucalyptus obliqua small,Acacia melanoxylon large,-0.241719103,-0.597217591,0.113779384,-0.247304395,-0.236133811,Potential 1,Supersite,0.710996975,small,large,Eucalyptus obliqua,Acacia melanoxylon,small_large,o_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
603,Nothofagus cunninghamii large,Acacia melanoxylon large,0.261903073,-0.56297152,1.086777666,0.245604621,0.278201524,Potential 1,Supersite,1.649749186,large,large,Nothofagus cunninghamii,Acacia melanoxylon,large_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
604,Nothofagus cunninghamii small,Acacia melanoxylon large,-0.26271326,-0.797850535,0.272424015,-0.273724214,-0.251702307,Potential 1,Supersite,1.070274551,small,large,Nothofagus cunninghamii,Acacia melanoxylon,small_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
605,Pomaderris apetala large,Acacia melanoxylon large,-0.059617014,-0.652688493,0.533454464,-0.066916009,-0.05231802,Potential 1,Supersite,1.186142958,large,large,Pomaderris apetala,Acacia melanoxylon,large_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
606,Pomaderris apetala small,Acacia melanoxylon large,0.080943513,-0.100164432,0.262051458,0.076620382,0.085266644,Potential 1,Supersite,0.362215891,small,large,Pomaderris apetala,Acacia melanoxylon,small_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
607,Acacia melanoxylon small,Acacia melanoxylon small,-0.548913886,-1.561089055,0.463261283,-0.562677964,-0.535149808,Potential 1,Supersite,2.024350338,small,small,Acacia melanoxylon,Acacia melanoxylon,small_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
608,Atherosperma moschatum small,Acacia melanoxylon small,0.192249789,-0.236314716,0.620814293,0.185921266,0.198578312,Potential 1,Supersite,0.857129009,small,small,Atherosperma moschatum,Acacia melanoxylon,small_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
609,Eucalyptus obliqua large,Acacia melanoxylon small,0.225479923,-0.262481463,0.71344131,0.217753287,0.23320656,Potential 1,Supersite,0.975922773,large,small,Eucalyptus obliqua,Acacia melanoxylon,large_small,o_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
610,Eucalyptus obliqua small,Acacia melanoxylon small,0.27212699,-0.07061575,0.614869729,0.265760054,0.278493925,Potential 1,Supersite,0.685485479,small,small,Eucalyptus obliqua,Acacia melanoxylon,small_small,o_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
611,Nothofagus cunninghamii large,Acacia melanoxylon small,0.521488056,0.02686942,1.016106692,0.508323091,0.534653021,Potential 1,Supersite,0.989237271,large,small,Nothofagus cunninghamii,Acacia melanoxylon,large_small,o_TAS,TAS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
612,Nothofagus cunninghamii small,Acacia melanoxylon small,-0.418133884,-0.778324904,-0.057942864,-0.427024153,-0.409243615,Potential 1,Supersite,0.720382039,small,small,Nothofagus cunninghamii,Acacia melanoxylon,small_small,o_TAS,TAS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
613,Pomaderris apetala large,Acacia melanoxylon small,0.31469399,-0.306133954,0.935521933,0.306819684,0.322568295,Potential 1,Supersite,1.241655886,large,small,Pomaderris apetala,Acacia melanoxylon,large_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
614,Pomaderris apetala small,Acacia melanoxylon small,0.100509318,-0.098939365,0.299958,0.096561529,0.104457106,Potential 1,Supersite,0.398897365,small,small,Pomaderris apetala,Acacia melanoxylon,small_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
615,Atherosperma moschatum small,Atherosperma moschatum small,0.156955689,-0.428071192,0.74198257,0.145838139,0.16807324,Potential 1,Supersite,1.170053762,small,small,Atherosperma moschatum,Atherosperma moschatum,small_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
616,Eucalyptus obliqua large,Atherosperma moschatum small,-0.119561861,-0.580437555,0.341313833,-0.125846664,-0.113277058,Potential 1,Supersite,0.921751389,large,small,Eucalyptus obliqua,Atherosperma moschatum,large_small,o_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
