,from,to,alpha,lo,hi,lo_numerical,hi_numerical,Potential,site,range_ci,size_from,size_to,species_from,species_to,size_int,georegion,region,sig,class_from,class_to,class_int
617,Eucalyptus obliqua small,Atherosperma moschatum small,-0.215639608,-0.550504152,0.119224936,-0.221207322,-0.210071895,Potential 1,Supersite,0.669729088,small,small,Eucalyptus obliqua,Atherosperma moschatum,small_small,o_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
618,Nothofagus cunninghamii large,Atherosperma moschatum small,-0.004872416,-0.47545857,0.465713738,-0.012731325,0.002986493,Potential 1,Supersite,0.941172308,large,small,Nothofagus cunninghamii,Atherosperma moschatum,large_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
619,Nothofagus cunninghamii small,Atherosperma moschatum small,0.138103297,-0.171178351,0.447384945,0.131634516,0.144572078,Potential 1,Supersite,0.618563295,small,small,Nothofagus cunninghamii,Atherosperma moschatum,small_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
620,Pomaderris apetala large,Atherosperma moschatum small,-0.138377543,-0.725334686,0.448579599,-0.144925258,-0.131829828,Potential 1,Supersite,1.173914285,large,small,Pomaderris apetala,Atherosperma moschatum,large_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
621,Pomaderris apetala small,Atherosperma moschatum small,-0.172965225,-0.459308025,0.113377575,-0.179396026,-0.166534424,Potential 1,Supersite,0.572685601,small,small,Pomaderris apetala,Atherosperma moschatum,small_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
622,Eucalyptus obliqua large,Eucalyptus obliqua large,-0.341075854,-0.787946833,0.105795126,-0.348562118,-0.333589589,Potential 1,Supersite,0.89374196,large,large,Eucalyptus obliqua,Eucalyptus obliqua,large_large,o_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
623,Eucalyptus obliqua small,Eucalyptus obliqua large,0.10307763,-0.19969772,0.40585298,0.097919963,0.108235296,Potential 1,Supersite,0.6055507,small,large,Eucalyptus obliqua,Eucalyptus obliqua,small_large,o_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
624,Nothofagus cunninghamii large,Eucalyptus obliqua large,-0.603251091,-1.246557907,0.040055725,-0.614743675,-0.591758507,Potential 1,Supersite,1.286613632,large,large,Nothofagus cunninghamii,Eucalyptus obliqua,large_large,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
625,Nothofagus cunninghamii small,Eucalyptus obliqua large,0.332859038,-0.098070091,0.763788166,0.324673619,0.341044457,Potential 1,Supersite,0.861858256,small,large,Nothofagus cunninghamii,Eucalyptus obliqua,small_large,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
626,Pomaderris apetala large,Eucalyptus obliqua large,0.167799383,-0.348075945,0.683674712,0.160095882,0.175502884,Potential 1,Supersite,1.031750657,large,large,Pomaderris apetala,Eucalyptus obliqua,large_large,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
627,Pomaderris apetala small,Eucalyptus obliqua large,0.004345948,-0.144236679,0.152928576,0.001153829,0.007538068,Potential 1,Supersite,0.297165256,small,large,Pomaderris apetala,Eucalyptus obliqua,small_large,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
628,Eucalyptus obliqua small,Eucalyptus obliqua small,0.016571342,-0.221878763,0.255021447,0.009973105,0.023169579,Potential 1,Supersite,0.47690021,small,small,Eucalyptus obliqua,Eucalyptus obliqua,small_small,o_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
629,Nothofagus cunninghamii large,Eucalyptus obliqua small,0.085837483,-0.307083073,0.478758039,0.077122094,0.094552872,Potential 1,Supersite,0.785841112,large,small,Nothofagus cunninghamii,Eucalyptus obliqua,large_small,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
630,Nothofagus cunninghamii small,Eucalyptus obliqua small,0.077695952,-0.185618672,0.341010575,0.070893184,0.08449872,Potential 1,Supersite,0.526629247,small,small,Nothofagus cunninghamii,Eucalyptus obliqua,small_small,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
631,Pomaderris apetala large,Eucalyptus obliqua small,-0.351671649,-0.792722185,0.089378887,-0.357660409,-0.345682889,Potential 1,Supersite,0.882101072,large,small,Pomaderris apetala,Eucalyptus obliqua,large_small,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
632,Pomaderris apetala small,Eucalyptus obliqua small,0.021006487,-0.086861837,0.12887481,0.018118671,0.023894302,Potential 1,Supersite,0.215736646,small,small,Pomaderris apetala,Eucalyptus obliqua,small_small,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
633,Nothofagus cunninghamii large,Nothofagus cunninghamii large,-0.281579067,-0.928074259,0.364916125,-0.298583,-0.264575135,Potential 1,Supersite,1.292990384,large,large,Nothofagus cunninghamii,Nothofagus cunninghamii,large_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
634,Nothofagus cunninghamii small,Nothofagus cunninghamii large,0.521260548,0.100205063,0.942316032,0.505336772,0.537184324,Potential 1,Supersite,0.842110968,small,large,Nothofagus cunninghamii,Nothofagus cunninghamii,small_large,o_TAS,TAS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
635,Pomaderris apetala large,Nothofagus cunninghamii large,0.101064562,-0.67142892,0.873558045,0.089253249,0.112875875,Potential 1,Supersite,1.544986965,large,large,Pomaderris apetala,Nothofagus cunninghamii,large_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
636,Pomaderris apetala small,Nothofagus cunninghamii large,-0.207268473,-0.479108789,0.064571844,-0.213168986,-0.201367959,Potential 1,Supersite,0.543680634,small,large,Pomaderris apetala,Nothofagus cunninghamii,small_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
637,Nothofagus cunninghamii small,Nothofagus cunninghamii small,0.119028027,-0.187132123,0.425188177,0.100458471,0.137597583,Potential 1,Supersite,0.6123203,small,small,Nothofagus cunninghamii,Nothofagus cunninghamii,small_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
638,Pomaderris apetala large,Nothofagus cunninghamii small,-0.153026341,-0.698677813,0.39262513,-0.162573791,-0.143478892,Potential 1,Supersite,1.091302944,large,small,Pomaderris apetala,Nothofagus cunninghamii,large_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
639,Pomaderris apetala small,Nothofagus cunninghamii small,0.06021606,-0.072710424,0.193142544,0.056215412,0.064216708,Potential 1,Supersite,0.265852967,small,small,Pomaderris apetala,Nothofagus cunninghamii,small_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
640,Pomaderris apetala large,Pomaderris apetala large,-0.500384252,-1.467286259,0.466517755,-0.509529804,-0.491238701,Potential 1,Supersite,1.933804014,large,large,Pomaderris apetala,Pomaderris apetala,large_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
641,Pomaderris apetala small,Pomaderris apetala large,0.002258835,-0.184762604,0.189280274,-0.002185738,0.006703408,Potential 1,Supersite,0.374042878,small,large,Pomaderris apetala,Pomaderris apetala,small_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
642,Pomaderris apetala small,Pomaderris apetala small,0.469112973,0.325448979,0.612776967,0.455766357,0.482459589,Potential 1,Supersite,0.287327988,small,small,Pomaderris apetala,Pomaderris apetala,small_small,o_TAS,TAS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
643,Acacia dealbata large,Acacia dealbata large,-0.425616317,-1.265682851,0.414450217,-0.437757362,-0.413475272,Potential 1,Mackenzie,1.680133069,large,large,Acacia dealbata,Acacia dealbata,large_large,d_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
644,Acacia dealbata small,Acacia dealbata large,0.090923711,-0.236465071,0.418312493,0.084748489,0.097098933,Potential 1,Mackenzie,0.654777564,small,large,Acacia dealbata,Acacia dealbata,small_large,d_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
645,Eucalyptus delegatensis large,Acacia dealbata large,-0.152451209,-0.351752654,0.046850237,-0.156479972,-0.148422446,Potential 1,Mackenzie,0.398602891,large,large,Eucalyptus delegatensis,Acacia dealbata,large_large,d_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
646,Eucalyptus delegatensis small,Acacia dealbata large,-0.13104047,-0.276406389,0.014325448,-0.134152002,-0.127928939,Potential 1,Mackenzie,0.290731837,small,large,Eucalyptus delegatensis,Acacia dealbata,small_large,d_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
647,Leptospermum lanigerum large,Acacia dealbata large,-0.228714333,-0.571009739,0.113581072,-0.234595811,-0.222832856,Potential 1,Mackenzie,0.684590812,large,large,Leptospermum lanigerum,Acacia dealbata,large_large,d_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
648,Leptospermum lanigerum small,Acacia dealbata large,0.147763479,-0.121355963,0.416882922,0.144808459,0.150718499,Potential 1,Mackenzie,0.538238885,small,large,Leptospermum lanigerum,Acacia dealbata,small_large,d_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
649,Nematolepis squamea subsp squamea small,Acacia dealbata large,-0.021543773,-0.248681219,0.205593672,-0.025606447,-0.017481099,Potential 1,Mackenzie,0.454274891,small,large,Nematolepis squamea,Acacia dealbata,small_large,d_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
650,Acacia dealbata small,Acacia dealbata small,-0.074796746,-0.440057707,0.290464215,-0.081951586,-0.067641906,Potential 1,Mackenzie,0.730521923,small,small,Acacia dealbata,Acacia dealbata,small_small,d_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
651,Eucalyptus delegatensis large,Acacia dealbata small,-0.112406116,-0.297365813,0.072553581,-0.11626144,-0.108550792,Potential 1,Mackenzie,0.369919394,large,small,Eucalyptus delegatensis,Acacia dealbata,large_small,d_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
652,Eucalyptus delegatensis small,Acacia dealbata small,0.047087744,-0.094535824,0.188711313,0.043423815,0.050751673,Potential 1,Mackenzie,0.283247137,small,small,Eucalyptus delegatensis,Acacia dealbata,small_small,d_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
653,Leptospermum lanigerum large,Acacia dealbata small,-0.271735762,-0.577476028,0.034004504,-0.276589574,-0.26688195,Potential 1,Mackenzie,0.611480531,large,small,Leptospermum lanigerum,Acacia dealbata,large_small,d_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
654,Leptospermum lanigerum small,Acacia dealbata small,0.021891545,-0.134794968,0.178578059,0.018950694,0.024832397,Potential 1,Mackenzie,0.313373027,small,small,Leptospermum lanigerum,Acacia dealbata,small_small,d_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
655,Nematolepis squamea subsp squamea small,Acacia dealbata small,0.216878445,0.021093498,0.412663392,0.212283076,0.221473814,Potential 1,Mackenzie,0.391569894,small,small,Nematolepis squamea,Acacia dealbata,small_small,d_TAS,TAS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
656,Eucalyptus delegatensis large,Eucalyptus delegatensis large,-0.109661996,-0.337893473,0.118569482,-0.116630339,-0.102693653,Potential 1,Mackenzie,0.456462955,large,large,Eucalyptus delegatensis,Eucalyptus delegatensis,large_large,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
657,Eucalyptus delegatensis small,Eucalyptus delegatensis large,0.019101624,-0.074050266,0.112253515,0.016686578,0.021516671,Potential 1,Mackenzie,0.186303781,small,large,Eucalyptus delegatensis,Eucalyptus delegatensis,small_large,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
658,Leptospermum lanigerum large,Eucalyptus delegatensis large,-0.138604513,-0.286241074,0.009032048,-0.14193043,-0.135278596,Potential 1,Mackenzie,0.295273122,large,large,Leptospermum lanigerum,Eucalyptus delegatensis,large_large,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
659,Leptospermum lanigerum small,Eucalyptus delegatensis large,-0.016641829,-0.121502633,0.088218974,-0.019324949,-0.01395871,Potential 1,Mackenzie,0.209721606,small,large,Leptospermum lanigerum,Eucalyptus delegatensis,small_large,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
660,Nematolepis squamea subsp squamea small,Eucalyptus delegatensis large,0.114163953,-0.024076927,0.252404833,0.111194774,0.117133132,Potential 1,Mackenzie,0.27648176,small,large,Nematolepis squamea,Eucalyptus delegatensis,small_large,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
661,Eucalyptus delegatensis small,Eucalyptus delegatensis small,0.212735084,0.058762192,0.366707977,0.203672403,0.221797765,Potential 1,Mackenzie,0.307945786,small,small,Eucalyptus delegatensis,Eucalyptus delegatensis,small_small,d_TAS,TAS,1,Canopy,Canopy,Canopy_Canopy
662,Leptospermum lanigerum large,Eucalyptus delegatensis small,-0.050493768,-0.172682088,0.071694551,-0.053444964,-0.047542573,Potential 1,Mackenzie,0.244376639,large,small,Leptospermum lanigerum,Eucalyptus delegatensis,large_small,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
663,Leptospermum lanigerum small,Eucalyptus delegatensis small,-0.045137798,-0.133177188,0.042901591,-0.047277239,-0.042998358,Potential 1,Mackenzie,0.176078779,small,small,Leptospermum lanigerum,Eucalyptus delegatensis,small_small,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
664,Nematolepis squamea subsp squamea small,Eucalyptus delegatensis small,-0.059910367,-0.147461289,0.027640554,-0.0623115,-0.057509235,Potential 1,Mackenzie,0.175101843,small,small,Nematolepis squamea,Eucalyptus delegatensis,small_small,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
665,Leptospermum lanigerum large,Leptospermum lanigerum large,0.071938064,-0.231778041,0.37565417,0.065051042,0.078825087,Potential 1,Mackenzie,0.607432211,large,large,Leptospermum lanigerum,Leptospermum lanigerum,large_large,d_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
666,Leptospermum lanigerum small,Leptospermum lanigerum large,0.125491166,-0.035896262,0.286878594,0.122741302,0.128241029,Potential 1,Mackenzie,0.322774856,small,large,Leptospermum lanigerum,Leptospermum lanigerum,small_large,d_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
667,Nematolepis squamea subsp squamea small,Leptospermum lanigerum large,0.032678302,-0.165527368,0.230883972,0.029352703,0.036003901,Potential 1,Mackenzie,0.39641134,small,large,Nematolepis squamea,Leptospermum lanigerum,small_large,d_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
668,Leptospermum lanigerum small,Leptospermum lanigerum small,0.311682029,0.175812868,0.44755119,0.301488218,0.32187584,Potential 1,Mackenzie,0.271738321,small,small,Leptospermum lanigerum,Leptospermum lanigerum,small_small,d_TAS,TAS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
669,Nematolepis squamea subsp squamea small,Leptospermum lanigerum small,-0.041903731,-0.146021054,0.062213591,-0.044026649,-0.039780813,Potential 1,Mackenzie,0.208234645,small,small,Nematolepis squamea,Leptospermum lanigerum,small_small,d_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
670,Nematolepis squamea subsp squamea small,Nematolepis squamea subsp squamea small,0.344542409,0.152048836,0.537035981,0.335006337,0.35407848,Potential 1,Mackenzie,0.384987146,small,small,Nematolepis squamea,Nematolepis squamea,small_small,d_TAS,TAS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
671,Acacia dealbata small,Acacia dealbata small,0.138910851,-0.301379965,0.579201667,0.132280389,0.145541314,Potential 1,MtMaurice,0.880581632,small,small,Acacia dealbata,Acacia dealbata,small_small,d_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
672,Eucalyptus dalrympleana large,Acacia dealbata small,-0.068809611,-0.384133264,0.246514042,-0.073762954,-0.063856267,Potential 1,MtMaurice,0.630647306,large,small,Eucalyptus dalrympleana,Acacia dealbata,large_small,d_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
673,Eucalyptus dalrympleana small,Acacia dealbata small,-0.023277549,-0.259694943,0.213139845,-0.026935832,-0.019619266,Potential 1,MtMaurice,0.472834788,small,small,Eucalyptus dalrympleana,Acacia dealbata,small_small,d_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
674,Eucalyptus delegatensis large,Acacia dealbata small,0.248023531,-0.072245446,0.568292508,0.24108139,0.254965671,Potential 1,MtMaurice,0.640537954,large,small,Eucalyptus delegatensis,Acacia dealbata,large_small,d_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
675,Eucalyptus delegatensis small,Acacia dealbata small,-0.077172594,-0.234621845,0.080276657,-0.080626762,-0.073718426,Potential 1,MtMaurice,0.314898502,small,small,Eucalyptus delegatensis,Acacia dealbata,small_small,d_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
676,Leptospermum lanigerum small,Acacia dealbata small,0.363363319,-0.247723985,0.974450622,0.355170068,0.37155657,Potential 1,MtMaurice,1.222174607,small,small,Leptospermum lanigerum,Acacia dealbata,small_small,d_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
677,Eucalyptus dalrympleana large,Eucalyptus dalrympleana large,-0.219897874,-0.665537343,0.225741595,-0.228357527,-0.21143822,Potential 1,MtMaurice,0.891278938,large,large,Eucalyptus dalrympleana,Eucalyptus dalrympleana,large_large,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
678,Eucalyptus dalrympleana small,Eucalyptus dalrympleana large,0.023058787,-0.186350752,0.232468325,0.01981985,0.026297723,Potential 1,MtMaurice,0.418819077,small,large,Eucalyptus dalrympleana,Eucalyptus dalrympleana,small_large,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
679,Eucalyptus delegatensis large,Eucalyptus dalrympleana large,0.20833229,-0.076633805,0.493298386,0.201236623,0.215427958,Potential 1,MtMaurice,0.569932191,large,large,Eucalyptus delegatensis,Eucalyptus dalrympleana,large_large,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
680,Eucalyptus delegatensis small,Eucalyptus dalrympleana large,-0.241027886,-0.415011803,-0.06704397,-0.245218113,-0.23683766,Potential 1,MtMaurice,0.347967834,small,large,Eucalyptus delegatensis,Eucalyptus dalrympleana,small_large,d_TAS,TAS,1,Canopy,Canopy,Canopy_Canopy
681,Leptospermum lanigerum small,Eucalyptus dalrympleana large,-0.218018677,-0.901162017,0.465124663,-0.227168506,-0.208868849,Potential 1,MtMaurice,1.36628668,small,large,Leptospermum lanigerum,Eucalyptus dalrympleana,small_large,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
682,Eucalyptus dalrympleana small,Eucalyptus dalrympleana small,0.216326818,0.0268367,0.405816936,0.211354481,0.221299155,Potential 1,MtMaurice,0.378980237,small,small,Eucalyptus dalrympleana,Eucalyptus dalrympleana,small_small,d_TAS,TAS,1,Canopy,Canopy,Canopy_Canopy
683,Eucalyptus delegatensis large,Eucalyptus dalrympleana small,0.012912721,-0.165553295,0.191378737,0.008619912,0.01720553,Potential 1,MtMaurice,0.356932032,large,small,Eucalyptus delegatensis,Eucalyptus dalrympleana,large_small,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
684,Eucalyptus delegatensis small,Eucalyptus dalrympleana small,-0.015024379,-0.124471942,0.094423185,-0.017416283,-0.012632474,Potential 1,MtMaurice,0.218895127,small,small,Eucalyptus delegatensis,Eucalyptus dalrympleana,small_small,d_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
685,Leptospermum lanigerum small,Eucalyptus dalrympleana small,0.066427829,-0.287750399,0.420606058,0.061176725,0.071678934,Potential 1,MtMaurice,0.708356457,small,small,Leptospermum lanigerum,Eucalyptus dalrympleana,small_small,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
686,Eucalyptus delegatensis large,Eucalyptus delegatensis large,-0.40049451,-0.786293586,-0.014695435,-0.413548514,-0.387440506,Potential 1,MtMaurice,0.771598151,large,large,Eucalyptus delegatensis,Eucalyptus delegatensis,large_large,d_TAS,TAS,1,Canopy,Canopy,Canopy_Canopy
687,Eucalyptus delegatensis small,Eucalyptus delegatensis large,0.174457824,0.009252367,0.339663281,0.169020511,0.179895136,Potential 1,MtMaurice,0.330410914,small,large,Eucalyptus delegatensis,Eucalyptus delegatensis,small_large,d_TAS,TAS,1,Canopy,Canopy,Canopy_Canopy
688,Leptospermum lanigerum small,Eucalyptus delegatensis large,-0.169780278,-0.599728755,0.260168199,-0.177991187,-0.161569369,Potential 1,MtMaurice,0.859896954,small,large,Leptospermum lanigerum,Eucalyptus delegatensis,small_large,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
689,Eucalyptus delegatensis small,Eucalyptus delegatensis small,0.179242232,0.01439251,0.344091954,0.16952223,0.188962235,Potential 1,MtMaurice,0.329699444,small,small,Eucalyptus delegatensis,Eucalyptus delegatensis,small_small,d_TAS,TAS,1,Canopy,Canopy,Canopy_Canopy
690,Leptospermum lanigerum small,Eucalyptus delegatensis small,0.127367882,-0.10685911,0.361594875,0.122700999,0.132034766,Potential 1,MtMaurice,0.468453985,small,small,Leptospermum lanigerum,Eucalyptus delegatensis,small_small,d_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
