"","from","to","alpha","mean_effect","quan_0","quan_25","quan_50","quan_75","quan_100","site"
"1","Eucalyptus diversicolor large","Eucalyptus guilfoylei large",-0.24328568160347,0.511763689332429,0.261636446970835,0.353366501076416,0.495976809703543,0.651157774463203,0.946086207435091,"Frankland"
"2","Eucalyptus guilfoylei large","Eucalyptus guilfoylei large",-0.212736501771973,0.360276044410781,0.206777498043784,0.285663996786086,0.348264700444157,0.395763192213844,0.666474756323586,"Frankland"
"3","Allocasuarina decussata small","Allocasuarina decussata small",-0.0831653491457285,0.376765738486892,0.253574350654662,0.30727997658234,0.332765626586212,0.486135308812982,0.538546208718764,"Frankland"
"4","Eucalyptus diversicolor large","Eucalyptus guilfoylei small",-0.0743099777104835,0.821133119375873,0.620803498824982,0.758505185485282,0.809055022254913,0.864292190777212,0.967769441004311,"Frankland"
"5","Eucalyptus diversicolor large","Eucalyptus diversicolor small",-0.0641709025743467,0.825695020698242,0.686169993067975,0.792498793444788,0.825876598521426,0.846983699487983,0.927459889580945,"Frankland"
"6","Eucalyptus diversicolor large","Eucalyptus diversicolor large",-0.0519451038694297,1.18337536016682,1.02701915750294,1.07079386155836,1.17358254494499,1.28419632509322,1.46215067116278,"Frankland"
"7","Eucalyptus diversicolor small","Eucalyptus guilfoylei small",-0.0420453653634718,0.884045859749671,0.712071704571493,0.832728449154855,0.901774203905605,0.957877020550033,0.984983431684095,"Frankland"
"8","Eucalyptus diversicolor small","Eucalyptus guilfoylei large",-0.0334997894937243,0.89679148292737,0.706220683836682,0.835459257766025,0.936154561601301,0.970206411134872,0.994209715612801,"Frankland"
"9","Eucalyptus guilfoylei large","Allocasuarina decussata small",0.0867968458907721,1.65883678133358,1.25451800132138,1.50215891461747,1.68608584347583,1.87321465979036,1.9375206706534,"Frankland"
"10","Eucalyptus diversicolor small","Allocasuarina decussata small",0.10268649000422,1.87033919156753,1.0633543142948,1.30841880991999,1.92956199438864,2.23784077108797,2.67879678495532,"Frankland"
"11","Eucalyptus guilfoylei small","Eucalyptus guilfoylei large",0.132141153595825,2.73896080311127,1.10987199760145,1.63121090586481,2.91311498600099,3.69329836581541,4.42386421957125,"Frankland"
"12","Eucalyptus guilfoylei small","Eucalyptus guilfoylei small",0.2361603338553,2.8471093159047,1.03281446039171,2.07117583086846,2.4885782388325,3.28365554123445,6.8457853090491,"Frankland"
"13","Eucalyptus diversicolor large","Allocasuarina decussata small",0.236185315076866,2.96619458096318,1.57820144293479,2.32458495973168,3.0663166828742,3.47286765676635,4.16098757059414,"Frankland"
"14","Eucalyptus guilfoylei small","Allocasuarina decussata small",0.312916028315277,33.5666855040554,6.63549835198175,15.177366315852,36.1632676754937,43.4924247158517,83.6766448513009,"Frankland"
"15","Eucalyptus diversicolor small","Eucalyptus diversicolor small",0.409647305729852,17.1294936842366,2.5039827156441,8.57102827364025,14.2756805710923,25.1821664839509,37.19505844313,"Frankland"
"16","Eucalyptus diversicolor large","Eucalyptus diversicolor large",-0.398008979882339,0.251061195860237,0.100721957865607,0.193239720171355,0.250086347841899,0.313947196156133,0.491695689334453,"Collins"
"17","Eucalyptus diversicolor large","Eucalyptus diversicolor small",-0.041326951891652,0.854014712521211,0.813024384235619,0.833615311057335,0.853987889063172,0.868456854518647,0.915596772507612,"Collins"
"18","Eucalyptus diversicolor small","Eucalyptus diversicolor small",0.332072714513985,8.2900090020842,1.92814040332839,5.125429072315,6.9492059856295,9.43020616778928,23.1457162404858,"Collins"
"19","Allocasuarina decussata large","Allocasuarina decussata large",0.00380271292745793,0.976825603080948,0.966453978287216,0.971376739757,0.977321800636819,0.981640640960698,0.990320828246833,"Clare"
"20","Allocasuarina decussata small","Allocasuarina decussata large",0.0430755086427046,1.29070800986017,1.11589624539429,1.17487514972365,1.28972537355304,1.38376956184615,1.53374732673409,"Clare"
